WIL00000001	Willow
WIL00001937	And I love the bungalow.  It reminds me of home so much. I know I'm going to be very happy here.
WIL00001938	Having you here will make things easier for me while we're traveling together.
WIL00001939	You don't seem to mind coming back here at all.  But if I'd been shot, and buried, and left for dead somewhere I don't think I'd go back.
WIL00001940	Are you going to show me where you were buried? Oh, sorry I could have said that better. I'm just really curious.
WIL00001941	I'd like to go see Chet and do some shopping while we're here.
WIL00001942	If we're gonna go see Chet, I'm gonna need to borrow some caps.
WIL00001943	Want to take me out for a drink or a bite to eat in the Saloon?  What do you say?
WIL00001944	Wanna go by the Saloon for a drink?  I bet Sunny'd like to go.
WIL00001945	This is a nice little town, but you know what it needs?  A motel.  Everything's better with a motel.
WIL00001946	Waiting, watching the stars above. Hoping that I could win back your love.
WIL00001947	*hums*
WIL00001948	I'm so blue without you, thought our love was true, then you found someone new.
WIL00001949	*sings with no words*
WIL00001950	Like a fella once said, ain't that a kick in the head.
WIL00001951	He buried you in the cemetery. Ouch.
WIL00001952	I can't be the only one wondering if we're going to come out of this okay.  We could end up dead.  Or worse.
WIL00001953	Huh.  Well, if this camp is any indication, Caesar's the monster I've always heard he is.  Look at this place.
WIL00001954	Those poor girls.
WIL00001955	Can't say I like how they treat their women around here.
WIL00001956	I'm not taking anything out of here...these guys and their crosses?  I'm not messing with them.
WIL00001957	*nervous humming*
WIL00001958	Be nice to get back out on the road again.
WIL00001959	Wow!  Look at those legs! Ugh! But he's just a slaving s- I can't wait to get out of here.
WIL00001960	You know, if I ever build a fort, the first thing I'm going to put up is some crucified bodies.  They're just so...welcoming.
WIL00001961	A month?  That long, huh?
WIL00001962	Yes!  We've been together for a month now and I have a present for you to celebrate!
WIL00001963	Well, it's been a month since we sealed our friendship!  And I have a present for you to celebrate!  I hope you like it!
WIL00001964	Thank you, Willow.
WIL00001965	It's kind of corny and romantic.
WIL00001966	Hopefully you'll like it enough to wear it because I want you to think of me every time you do and remember this:
WIL00001967	You hold the key to my heart and I love you very much.
WIL00001968	Thank you, Willow.
WIL00001969	You're welcome.  I hope you like it.
WIL00001970	We're almost to the end aren't we?  I mean to the battle at The Dam.  I want to talk to you before we go.
WIL00001971	Here, it's a little toy horse.  When I saw it, I thought of you.  I hope you like it.
WIL00001972	Ah! That's amazing!  Thank you so much!
WIL00001973	I don't know if we'll go back or not, Willow.   We'll see.
WIL00001974	Oh, okay.
WIL00001975	This is for you. It's a lacey teddy bear.
WIL00001976	Thank you so much.  It's so special. I love it!
WIL00001977	Look!  It's a tiny teddy bear!
WIL00001978	Thank you so much.  It's so special. I love it!
WIL00001979	Here you go, it's a red toaster.  Do you like it?
WIL00001980	Thank you so much.  It's so special. I love it!
WIL00001981	Here, it's a bottle of perfume.  I hope you like it.
WIL00001982	Thank you so much.  It's so special. I love it!
WIL00001983	Look!  It's a giant panda bear!
WIL00001984	Ah! That's amazing!  Thank you so much!
WIL00001985	Here you go, it's the Sunset Sarsaparilla garden gnome. I want you to have it.
WIL00001986	Thank you so much.  It's so special. I love it!
WIL00001987	[Charisma] You're my girl, Willow, I won't forget you for one moment.  Say you'll do it.
WIL00001988	Alright, you sweet talker, I'll do it.  This might turn out to be fun for both of us. I hope you know I'd only ever do something like this for you.
WIL00001989	I have a special present for you.  I think you're going to really love this!
WIL00001990	A present? What is it?
WIL00001991	I have a special present for you.  I think you're going to really love this!
WIL00001992	Sure, I'll give you some caps for that.
WIL00001993	Thanks!
WIL00001994	Sorry, Willow, not right now.
WIL00001995	Oh.  Okay.
WIL00001996	Here, this might help when you go in with him. It's up to you, but I find talking is sometimes better than whacking.
WIL00001997	This place looks exactly like I imagined it would: drunks, lights, hookers.  It's perfect.
WIL00001998	You know, New Vegas is why I came to the Mojave, I've been hearing stories about it for years.
WIL00001999	We're going to go to a casino, aren't we?
WIL00002000	The lights are gorgeous.
WIL00002001	Interested in taking me out for a drink in one the casinos?  That might be fun.
WIL00002002	Come on, let's have some fun.  What do you say?  Let's go jump in the fountain.
WIL00002003	I can't believe you stuck one of us in that freezer.  That was heartless.  I hope I don't have to worry about what you'll do to me.
WIL00002004	Hey, want to go get a drink?  I'm thirsty and Cass can always use more whiskey.
WIL00002005	Everyone's talking about you, did you notice?  Well, maybe they don't know it was you that did it, but they're talking about Mr. House.
WIL00002006	If Veronica gets a dress I want one too.  Or maybe new shoes or a new hat.  I don't know, something pretty.  Please?
WIL00002007	Hey, did you hear that?  Somebody's talking about Caesar being dead.  You're a hero, just like I told you!
WIL00002008	What do you say, Boone?  Let's have some fun while we're here.
WIL00002009	*nervous humming*
WIL00002010	Hmpf.
WIL00002011	Willow, would you consider changing your clothes?
WIL00002012	Change my clothes? Do you know I killed the geckos that were used to make my jacket? I think that makes it pretty special.
WIL00002013	I do, I'm confident the NCR can win this.
WIL00002014	You know, I was never excited about getting involved in this war, but after everything we've seen...
WIL00002015	Driving the legion out of the Mojave is the right thing to do.  If I die, doing it, it would be for something worthwhile.
WIL00002016	Yes, I want to see a Mojave free of both the Legion and the NCR.  A truly independent New Vegas.
WIL00002017	I've never been excited about getting involved in this war. But,  I'm committed to supporting you.  I'll do whatever it takes.
WIL00002018	I've never been excited about getting involved in this war. But, I'm committed to supporting you.  I'll do whatever it takes.
WIL00002019	I am committed.  I think Mr. House is the right choice for the Mojave.
WIL00002020	Let's hope it doesn't come to that.
WIL00002021	Oh, I do! I don't want to die. But I do want to talk to you about the possibility.
WIL00002022	Even against the NCR?
WIL00002023	Yeah, that is hard for me, but after everything we've seen?  I agree, they shouldn't be here.
WIL00002024	But, this isn't what I want to talk to you about.
WIL00002025	No, I haven't decided that, you don't need to worry about it. Why do you ask?
WIL00002026	Well, I'm from the NCR!  I don't want to be shooting them and I don't want them to be shooting at me!
WIL00002027	And, oh my gosh, if family knew I was fighting against the NCR they would be so mad at me!
WIL00002028	Yeah, I am. Why?
WIL00002029	Well, I'm from the NCR!  I don't want to be shooting them and I don't want them to be shooting at me!
WIL00002030	And, oh my gosh, if family knew I was fighting against the NCR they would be so mad at me! But at the same time, I've seen how things are here.
WIL00002031	And, the NCR probably doesn't belong here, and I trust you, but I don't really want to get tangled up in this war.
WIL00002032	...please just tell me everything's going to be okay and that I'm not a bad person.
WIL00002033	Willow, you need a drink!  Let's go get you one.
WIL00002034	Yes! A drink.  Let's do that.  Have I ever told you I like whiskey?
WIL00002035	Willow, everything is going to be okay and you aren't a bad person.
WIL00002036	Thank you.  I...I just needed to hear that.  You're so sweet.  My parents!  The thought of them is just haunting me.
WIL00002037	Willow, we all have to make hard choices sometimes, this is yours to make. I can't make it for you.
WIL00002038	Oh, okay.
WIL00002039	No, I'm just working with them for a while, why?
WIL00002040	Yes, why?
WIL00002041	Well, I'm not excited about getting involved in this war, and I wish we didn't have to do it.
WIL00002042	And I probably don't even need to say this, but  if we have to get involved I'd rather fight for the NCR.
WIL00002043	Let's talk about something else (Let's you skip personal topics and unlocks items from them for you)
WIL00002044	Okay.
WIL00002045	You should ask Veronica to train you. She loves punching things. I'm sure she could teach you a lot.
WIL00002046	I'm going to go ask her about it right now.
WIL00002047	Yes, I'm sure.
WIL00002048	Alright, I'll try to behave.  It'll be hard, though.  I really don't like her.
WIL00002049	Why are you standing there frozen like that? Let's get a move on!
WIL00002050	Sorry!
WIL00002051	Radiation!  Great.
WIL00002052	You doing okay?  Radiation!  What a pain in the butt.
WIL00002053	Uh, getting a little worried here. Am I starting to glow?
WIL00002054	So, you know, I always wondered what it would feel like to be a ghoul...Um, I think we might find out soon.
WIL00002055	Your leg?
WIL00002056	Would you look at it for me?  I don't think it's healing right.  It's still bothering me a lot.
WIL00002057	Sure, I'll look at it for you.
WIL00002058	...
WIL00002059	No, I don't think I can do it.
WIL00002060	Oh, okay.
WIL00002061	That should do it.
WIL00002062	Thank you so much!
WIL00002063	Alright.  Go do it now.
WIL00002064	Great.
WIL00002065	Wait.  Now's not a good time.  Do it later.
WIL00002066	Okay.
WIL00002067	I didn't like them very much.  Sorry.
WIL00002068	Oh, I got it that wrong.  Hmm. Well, I have something else you might like. Here.
WIL00002069	Would you like to see my collection, finally? I keep talking about it but still haven't shown it to you.
WIL00002070	There's nothing to be afraid of, Willow.  I've got your back.
WIL00002071	That does make me feel better, but I'm worried about you too.
WIL00002072	If you want me with you I'll come.
WIL00002073	Do you want to grab a bite to eat?
WIL00002074	Oh, that's a great idea.
WIL00002075	Will you join me?  It's not as much fun eating alone.
WIL00002076	Of course! I'm always hungry.
WIL00002077	I do want you with me.  Come on.
WIL00002078	Alright.  Let's get this over with. I hope we make it out of this free and alive.
WIL00002079	Why don't you wait for me here.
WIL00002080	Okay, I'll do that.  I would have come with you gladly if that's what you'd wanted, but honestly it's a relief to stay out here.
WIL00002081	I'm glad you got that off your chest, but I wasn't planning to go in there just yet.
WIL00002082	*nervous humming*
WIL00002083	I'll keep my hands to myself while we're here.  Even if there was anything good to pick up, I couldn't do it.  They need everything they've got.
WIL00002084	I'm glad we're helping out around here.
WIL00002085	Hey, you gonna be okay?
WIL00002086	NCR as far as the eye can see. You know, I feel right at home here.
WIL00002087	You're jealous!
WIL00002088	Of course I am!
WIL00002089	No, I'm not.  But I don't like her and I'm concerned for you.  She's a bitch !
WIL00002090	You're jealous!
WIL00002091	Hi, Major Knight!  How ya doin?
WIL00002092	Hi, Major, good to see ya.
WIL00002093	Hi, How are you today?
WIL00002094	Listen, I do not like being out here and I don't trust Caesar.
WIL00002095	I don't think we should go in there. This cannot be a good idea.
WIL00002096	Hi, I'm Willow.  It looks like we'll be spending a lot of time together.
WIL00002097	I bet you miss your Dinky...oh, oops.
WIL00002098	If you could do anything at all right now what would it be?  I'd take a shower.  Doesn't that sound good?
WIL00002099	Do you think you'll ever marry again, Boone?  Maybe have kids?  You'd make a great father.
WIL00002100	Are you thirsty?  I have an extra Nuka Cola if you want it.
WIL00002101	I'm glad you're with us Boone.  I feel so safe with you here.
WIL00002102	Hi, I'm Willow. It looks like we're going to be spending a lot of time together.  I hope we can be friends.
WIL00002103	Yep.
WIL00002104	Are you planning to keep working with the legion or are you done with them?
WIL00002105	You're a hero! I'm so proud of you!
WIL00002106	I'm done with them.
WIL00002107	I'm so proud of you.
WIL00002108	Um, I plan to keep working with them.
WIL00002109	Oh.
WIL00002110	No, why?
WIL00002111	Well, like I said, you don't need to worry about it.
WIL00002112	Okay, I trust you.
WIL00002113	It's the asshole!  He's here!
WIL00002114	Oh, you are not really going to sleep with him! Just don't make me watch, okay?
WIL00002115	I know he wears a checkered coat and that I should look for him in Novac. That's about it.
WIL00002116	I see a trip to Novac in our future.
WIL00002117	I know he wears a checkered coat and I've heard he's in New Vegas.
WIL00002118	New Vegas!  We could kick his ass and then go see the sights!
WIL00002119	I know he wears a checkered coat.  That's about it.
WIL00002120	I'll help all I can. What an asshole.  Him, not you.
WIL00002121	What is it?
WIL00002122	What is it?
WIL00002123	It's not the hat, Willow.
WIL00002124	It is!  I'm sure it helps.  But I still need my hat. I do have another one just like it to give you, though.
WIL00002125	I want you to take it and try it out, okay?
WIL00002126	Why are carrying two identical hats?
WIL00002127	Huh, well, that's a long story.  I don't know that I want to tell it or that you want to hear it.
WIL00002128	Okay, I'll try it.
WIL00002129	Great.
WIL00002130	Whatever.
WIL00002131	Okay, do whatever you want.  But, I'd try the hat if I were you.
WIL00002132	Oh, come on, Willow, we're best friends.  Tell me.
WIL00002133	It started before I left home.  I wasn't supposed to come to New Vegas alone.  My best friend Bethie, she was supposed to be here with me.
WIL00002134	We spent months getting ready to go. My dad made us the radios, we collected gear we wanted to take, we talked to caravan guards about routes.
WIL00002135	And that's when things went wrong.
WIL00002136	Something happened with one of the caravans?
WIL00002137	Brian, one of the guards we talked to, liked Bethie right away and started coming 'round to see her. She never said anything about it.
WIL00002138	So I kept talking about our trip, finishing up plans and getting ready to go.  About two weeks before we were supposed to leave Bethie disappeared.
WIL00002139	Poof! She was just...gone.
WIL00002140	She ran off and left you?  What a terrible thing to do!
WIL00002141	Yeah, I was devastated.  She'd been my best friend since we were little kids. I couldn't believe she'd leave without any kind of goodbye.
WIL00002142	She took off with Brian didn't she?
WIL00002143	Yeah, she left with Brian on one of his caravan routes.
WIL00002144	So, what did you do?
WIL00002145	I decided to chase her.  It took me about a week to finish getting ready and then I left.
WIL00002146	I knew where Brian's caravan was headed so that's where I went, but he left the caravan and I never did find her.
WIL00002147	The second hat was supposed to be hers. We thought matching hats would be fun.
WIL00002148	But, the hats aren't really that identical anymore. The one I've given you is nice and clean.
WIL00002149	It hasn't been torn up by geckos or gunshots.
WIL00002150	You have a new recipe for me?
WIL00002151	Yes!  This one's more complex. I call it Willow's Mantis Casserole. The only new ingredient it uses is Mantis Leg.
WIL00002152	The Mantis meat gives it a very rich flavor.  It's tasty.  I think you're going to like it a lot.
WIL00002153	You have another new recipe for me?  How many are you planning to create?
WIL00002154	I think this will be last one, but I've had a lot of fun making up the new recipes for us.
WIL00002155	Although, the new ingredient I'm adding isn't so fun to gather, but it tastes so great it's going to be worth it.  It requires Cazador eggs.
WIL00002156	I know, I know, but they taste so good.  I'm calling it Willow's Cazador Egg Puff.
WIL00002157	Things are going to get tough around here, really Hardcore.  Be prepared. (Set Essential)
WIL00002158	Bark, bark!
WIL00002159	Whine.
WIL00002160	Watch yourself, J.T.  Things are going to get tough. You could get hurt. (Set Unessential)
WIL00002161	Look, Fancy Lad Snack Cakes. One of your favorites.
WIL00002162	Thank you!
WIL00002163	I know that Raul likes sweets a lot and he seems so sad, would you consider giving it to him instead?  It would mean a lot to me.
WIL00002164	I have some GumDrops for you.
WIL00002165	Thank you!
WIL00002166	I got you some Bubblegum.
WIL00002167	Thank you!
WIL00002168	I found some Junk Food. You want it, don't you?
WIL00002169	Of course I do.  Thank you.
WIL00002170	That's a good looking dog you have.
WIL00002171	I suppose.
WIL00002172	Huh. That's an odd response. Most people are proud of their animals. You do like him don't you?
WIL00002173	Sure.
WIL00002174	Is he smart? He seems well trained.
WIL00002175	Yeah.
WIL00002176	Yeah.  What's going on?
WIL00002177	I told you when we first started traveling together that it wouldn't be for very long, but I'm having so much fun with you.
WIL00002178	And, you've become very special to me. I think of you as a friend, as a best friend actually, and I don't want to leave you or the Mojave.
WIL00002179	So, what do you say? Should we make it official?  Shall I stay and keep following you around?
WIL00002180	Now's a bad time, Willow.  We'll have to do it later.
WIL00002181	Okay, but don't forget.
WIL00002182	You have something important to talk about?
WIL00002183	I told you when we first started traveling together that it wouldn't be for very long, but I'm having so much fun with you.
WIL00002184	And, you've become very special to me. I think of you as a friend, as a best friend actually, and I don't want to leave you or the Mojave.
WIL00002185	So, what do you say? Should we make it official?  Shall I stay and keep following you around?
WIL00002186	Yes. Why don't you stay.  It's working out well for me too.
WIL00002187	Great! We'll be best friends forever!
WIL00002188	I very much want you to stay with me.
WIL00002189	Great! We'll be best friends forever!
WIL00002190	Sure, you can stay.
WIL00002191	Great! We'll be best friends forever!
WIL00002192	I was very sorry to hear about your wife, Boone.  If you ever feel like talking to someone or ever need anything I'd love to help.
WIL00002193	Boone, I was born and raised in the NCR; in Klamath.  I'm guessing you're going to keep quiet and not tell me anything about yourself. Right?
WIL00002194	You're awful good, Boone. I can see why they wanted you in the 1st Recon. Maybe if we get a chance sometime you could give me some tips?
WIL00002195	Okay, Boone, you are just too quiet.  If I confess to you that I hate Caesar and his legion will you talk to me?  Because it's true. I do hate him.
WIL00002196	I have a surprise for you, Willow!
WIL00002197	Oh, what is it?
WIL00002198	Not my strong suit, but okay.
WIL00002199	Maybe some other time.
WIL00002200	That's what I do best.
WIL00002201	We can do that.
WIL00002202	Yeah, I guess.
WIL00002203	Look!  I've been doing some scavenging myself and I've got 50 pencils for you. You'll never run out!
WIL00002204	Oh! Thank you so much! I love them.  It's one of the best presents I have ever gotten.
WIL00002205	It reminds me of my twelfth birthday, when my best friend, Bethie, went all over town and found me 12 bottles of Wonderglue.
WIL00002206	It must have taken you so long to find all of these. I appreciate it so much.  You'll just never know how much.  I love them.
WIL00002207	Forget it. You're good.
WIL00002208	Bark!
WIL00002209	(Lord Death Perk) You'd make an easy kill, that's why.  You should be wearing proper armor.
WIL00002210	Oh, okay.
WIL00002211	(Cherchez La Femme) I'd hate to see any part of you injured.  You should have proper armor.
WIL00002212	Oh, okay.
WIL00002213	(Lady Killer) Willow, every lovely part of your body is too precious to risk. You need proper armor.
WIL00002214	Yeah?  Ya, think?
WIL00002215	Yes, it's what I really want.
WIL00002216	Well, goodbye.  I don't know what else to say.
WIL00002217	No, I'm sorry.  I don't want you to go.  Please stay.
WIL00002218	Okay, I'll stay. Please don't do that again. I don't want to leave you...ever.
WIL00002219	Yes, it's what I really want.
WIL00002220	Okay, well, thanks for helping me find Beauty, and goodbye.
WIL00002221	No, I don't want you to go. Please stay.
WIL00002222	Alright. I'll stay.
WIL00002223	Okay, tell me what you want me to do and we'll see.
WIL00002224	I want enough supplies to make enough coffee to last me for a month.  Here.  I'd already written up the list in case you showed up.
WIL00002225	So, will you do it?
WIL00002226	Sure.  You'll see me again when I have everything on that list.
WIL00002227	Okay.
WIL00002228	Forget it!  I'm not getting all that stuff for you.
WIL00002229	I might still be here if you change your mind.
WIL00002230	I've got all the ingredients you wanted.
WIL00002231	Wow! Look at that!  Well, I guess you were serious then, so I'll come with you like I promised I would.
WIL00002232	Great, I just wanted to come by and see if you were still here.
WIL00002233	Yeah, I'm still here.  I haven't had any luck finding anyone to travel with yet.
WIL00002234	This place is gorgeous.
WIL00002235	It's, uh, too bad the Suite doesn't look like this, huh?
WIL00002236	I'm ready, hon.
WIL00002237	Would you do something for me?
WIL00002238	Sure.
WIL00002239	Stop fighting.(Debug to stop combat greeting but should stop enemy hunting if you're not in combat.)
WIL00002240	Okay.
WIL00002241	Take everything I have.
WIL00002242	Thanks.
WIL00002243	<Turn off Radiation comments and mask>
WIL00002244	...
WIL00002245	...
WIL00002246	<Turn on Radiation comments and mask>
WIL00002247	Willow, come here...
WIL00002248	Sure.
WIL00002249	I love you.
WIL00002250	I love you.
WIL00002251	I love you too.
WIL00002252	Come even closer.  I want a kiss.
WIL00002253	Ooh, I like that idea!
WIL00002254	Oh, anytime lover.
WIL00002255	I found something for you to put into your collection.  I think it's pretty special.
WIL00002256	Thank you so much!
WIL00002257	I have a surprise for you!  Remember you asked for a dress like Veronica or something pretty?
WIL00002258	Yes!  You have something for me?
WIL00002259	I have a new outfit for you to try on if you want. I think it will look great on you.
WIL00002260	That sounds fun.  Let's do it.
WIL00002261	Sure, but I might need a hand getting into it. You up for that?
WIL00002262	I've got something for you. I saw it and immediately thought of you.
WIL00002263	Thank you. That's so thoughtful!
WIL00002264	I hope you're done eating.  I'm ready to go.
WIL00002265	Okay.
WIL00002266	That was just what I needed.
WIL00002267	Yes, I do.  Here you go!
WIL00002268	...
WIL00002269	Alright.  This is it.
WIL00002270	Of course.  Here it is.
WIL00002271	Here it is.
WIL00002272	Hmm....Deathclaws.
WIL00002273	It's okay, you can do this.
WIL00002274	*nervous humming*
WIL00002275	*smooch*
WIL00002276	*smooch*
WIL00002277	I have one piece for you.
WIL00002278	Great.
WIL00002279	Guess we have that in common then.
WIL00002280	Heck no, Veronica! Punch everything that gets in our way.
WIL00002281	Feeling guilty?  Did you punch one of us by mistake?
WIL00002282	No Veronica, I like you just the way your are.
WIL00002283	Nope, not today.
WIL00002284	blah
WIL00002285	Klamath.  In Oregon.
WIL00002286	Klamath.  I traveled through California to get here.  It took me about two years.  I stopped a lot along the way.
WIL00002287	Oh, me too!
WIL00002288	And somewhere to go in the dress!  That'd be so great!
WIL00002289	Ooh, and maybe some pretty shoes to go with it!  And maybe a great hat.
WIL00002290	blah
WIL00002291	Why does everyone always say that?
WIL00002292	Because it's true.  We should do something about it.  Get you something that feels and looks good.  Right?
WIL00002293	I'd like you to keep quiet when we're walking around. I like the peace and quiet.
WIL00002294	Oh...okay.
WIL00002295	Okay, sure.
WIL00002296	You can chatter while we're walking around if you like.  It's kind of quiet around here.
WIL00002297	I've been thinking I'd like to create a couple of new recipes based on critters from here in the Mojave. Good idea, huh?
WIL00002298	I'll want to keep cooking if I'm going to be creating new recipes, so that would mean regular shopping trips. That'd be up to you.
WIL00002299	We can't turn back now.  I have to go in.  You can wait out here if you want to.
WIL00002300	I hate to do that.  I'm no coward, but I don't trust him, not at all.  If you want me with you I'll come.
WIL00002301	You have a new recipe for me?
WIL00002302	Thanks to you taking me shopping so much I've been able to do some experimenting and I've created a new recipe!
WIL00002303	I've only used one new ingredient though, because we have to keep track of so many already.  It's Ant Stew!
WIL00002304	I know, it sounds kind of boring, but this is the first time I've tried to make something up on my own. I think it came out pretty good.
WIL00002305	I would like you to stop singing for awhile.
WIL00002306	Okay, I can do that.
WIL00002307	Great!  I'd love to!
WIL00002308	I'd like you to start singing again.
WIL00002309	Would you cook something for us at the stove?
WIL00002310	Sure, I'd love to.
WIL00002311	Sure, I'd love to.
WIL00002312	....
WIL00002313	I'm ready.  Let's go.
WIL00002314	J.T. while you are following me I don't want you to attack anything.  At all. Understood?
WIL00002315	<whine>
WIL00002316	Bark, bark!
WIL00002317	J.T. I'd like you to fight with me again.
WIL00002318	Hi!
WIL00002319	Hi, how are you today?
WIL00002320	Hi,how ya doin?
WIL00002321	Hi, how are you today?
WIL00002322	Hi!
WIL00002323	I didn't cook anything.  We don't have what I need.
WIL00002324	Can I see what you've scavenged lately?
WIL00002325	Sure, take a look.
WIL00002326	Boone, you still look lost.  If I can help at all, just say the word.
WIL00002327	<humming>
WIL00002328	Oh!  I bet this is where they test the eye lasers.
WIL00002329	What's not to like about a place that has a giant statue to greet people when they come into town?
WIL00002330	I'm worried about those legion guys out in Nelson.  What if they attack Novac?  It'll be awful!
WIL00002331	Thank you so much for helping to get the legion out of Nelson.  I'm sure all of Novac is grateful.
WIL00002332	So now that the NCR is occupying Nelson, Novac should be safe, right?
WIL00002333	Maybe Boone could come with us when you're done helping him. He's so depressed.  It'd probably be good for him to get away from here.
WIL00002334	I like it here.  Maybe it's because I grew up in a motel.
WIL00002335	I love it here.  I know, I know.  It's dumpy and little.  But it's so cozy and homey.  Plus it's got a giant dinosaur. It's hard to top that.
WIL00002336	I wonder if No-bark's around today. He's always fun to talk to.
WIL00002337	Can we go up in Dinky sometime just to look at the view?
WIL00002338	So, our motel sign it had a couple of pine trees on it.  We didn't have anything as interesting as a big dinky.
WIL00002339	Maybe after I've seen the Mojave I'll come back here to live for awhile. Wouldn't it be fun to stay in one of the little bungalows at the motel?
WIL00002340	I wanna have some fun! Wanna go Brahmin tipping? You'll have to do the tipping though, I can never get the Brahmin to fall over.
WIL00002341	I'm so glad we fixed up the bungalow.  I love that pink bird we found.
WIL00002342	Why don't you do right, like some other men do.  Get out of here, give me some money too.
WIL00002343	*sings with no words*
WIL00002344	*hums*
WIL00002345	How lucky can one girl be?  I kissed him and he kissed me.
WIL00002346	How lucky can one girl be?  I kissed her and she kissed me.
WIL00002347	Heads?  You're going after heads? Actual human heads.  I hope that's something you're planning to carry yourself.
WIL00002348	Oh, I like it here!  It reminds me of my family's motel back home.  Maybe we could stay in one of the bungalows?
WIL00002349	This is...impressive.
WIL00002350	Looks like the legion might actually be able to win, doesn't it?
WIL00002351	*Hmm.
WIL00002352	Pfft. And people think the NCR is difficult!
WIL00002353	After seeing Nipton there is no way I will ever think of the legion as silly.
WIL00002354	Veronica, you have  been underground too long.
WIL00002355	Veronica, I'm sorry, I can't laugh with you about the legion. I don't find them very funny.  Okay, maybe those skirts are funny.
WIL00002356	I wonder what's next.  This place is crazy.  So far we've seen a ghoul in a wig, a human who's convinced he's a ghoul and now, demons!
WIL00002357	I thought the other guy was the crazy one, but demons?  He can't be serious.
WIL00002358	I sure hope we can do something to help Rex.
WIL00002359	Hmm.  Nope, can't think of anything interesting.
WIL00002360	I grew up with a big family too.  I have five brothers.  We lived above ground though.
WIL00002361	I really like Boone, but he's still so sad about his wife.  I don't think he'll ever notice me.  Don't say anything to him, though, okay?
WIL00002362	Hmm.  Nope, can't think of anything interesting.  Oh, wait, Cass has been drinking again.
WIL00002363	Raul seems kinda depressed. I wish we could do something for him.  I think he needs a woman, but maybe he'd take some Fancy Lad Snack Cakes.
WIL00002364	Me and the Courier.  We finally...you know. I'm so in love.
WIL00002365	You know Red Lucy at the Thorn, right?  Ugh, I can't stand her, but don't tell, okay?
WIL00002366	You know Red Lucy at the Thorn, right? She's so sexy. I'm really worried about it, but don't tell, okay?
WIL00002367	Mr. House is a computer! Well, okay, maybe not, but when you talk to him he's just a picture on a screen. There's no way to tell if he's real or not.
WIL00002368	Turns out Mr. House was just this helpless old guy crammed inside a box. We found him tucked away inside the Lucky 38. It was kind of sad.
WIL00002369	He's still alive!  Can we help him?
WIL00002370	Okay, this one is definitely the craziest.  Too bad he and Antler can't come with us. They'd be interesting travel companions.
WIL00002371	I like him, and Antler too.  They're crazy, but it's too bad they can't come with us, huh?
