DLC20000001	GREETING
DLC20001800	A grenade comes rolling in and kills another six people. The only reason you survive is because someone else's body absorbed the shrapnel.
DLC20001801	You're left sprawled out on the ground with ringing in your ears and a little girl's hand in your hand because that's all that's left of her.
DLC20001802	After you've done that, if you can look me in the eye and tell me it's better to stand aside, maybe then I'll listen to you.
DLC20001803	That makes sense. Let's talk about something else.
DLC20001804	What would you like to know?
DLC20001805	Joshua's come up with a reasonable alternative. Why not help them fight?
DLC20001806	Joshua doesn't just want to fight the White Legs. He wants to annihilate them. The stakes are too high for their tribe.
DLC20001807	Hurting them won't dissuade them. If they can't join Caesar's Legion, they'll die out in a generation. They've never learned how to survive.
DLC20001808	Food preservation, tanning, even basic hunting and cooking seem beyond them. They only survive by scavenging and raiding, but that can't last.
DLC20001809	They'll only stop if Joshua and the Dead Horses can kill their war chief and their entire war band. That's exactly what he intends to do.
DLC20001810	This is the way the world is. They're part of it, whether you like it or not.
DLC20001811	No. This is how we made the world. And we brought it to them.
DLC20001812	Joshua must be waiting for you. I'll stay here with the others.
DLC20001813	And you have the right to pull them off of their land?
DLC20001814	I've already explained to them that we're leaving! They've accepted it! What is Joshua going to tell them about being a warrior?
DLC20001815	What are you going to tell them about how to live with themselves after they got lost in the moment, killed someone who didn't deserve to die?
DLC20001816	Or does that not matter? Is that just an acceptable consquence if it means holding on to this valley?
DLC20001817	Maybe there is no place left in this world for mercy. But even if it tramples me into the dust, I will never accept it. And I will never condone it.
DLC20001818	Joshua must be waiting for you. I'll stay here with the others as I told them I would.
DLC20001819	Let's talk about something else.
DLC20001820	Of course.
DLC20001821	Why won't you tell me about what happened at New Canaan?
DLC20001822	It's not a subject I'm fond of discussing. It's over and done with, anyway. Why are you so interested?
DLC20001823	I'd like to talk to you about Mordecai.
DLC20001824	I'd like you to drop it. It's a private matter.
DLC20001825	I understand. Let's talk about something else.
DLC20001826	Thanks. What would you like to know?
DLC20001827	I'm just curious, that's all.
DLC20001828	[FAILED] It's understandable, but this is something for me to work out with the Lord. And I hope you can understand that.
DLC20001829	You're the man in charge. If something's troubling you, it could affect all of us.
DLC20001830	[SUCCEEDED] I never thought I'd be in charge of anything. Don't know why. Bishop Mordecai was old. He had been sick for years.
DLC20001831	He couldn't walk anymore. It wasn't a problem for the rest of us. He made it out to be more trouble than it really was. Just his way, I guess.
DLC20001832	When the White Legs came... he was upstairs. We couldn't get him out in time. The house caught fire at the base and worked its way up. Fast.
DLC20001833	He didn't die of smoke. I wish he had. Sometimes I wake up and for a minute or two, I think all of it was a dream. But it's not. It wasn't.
DLC20001834	I wish all of this were some fevered vision of what could have been. Instead of what is, what we let happen.
DLC20001835	Why don't you teach them something useful instead of filling their heads with nonsense?
DLC20001836	We teach them practical skills for this life and we prepare them for what's to come.
DLC20001837	The Sorrows could master all the wonders of the Old World. conquer the Great Basin north to south. But without God's love, they would have nothing.
DLC20001838	It is shelter in the storm, food in times of hunger, warmth and light in the cold and darkness. What can compare to that in value and versatility?
DLC20001839	You don't agree. That's your choice. It can be their choice, too. No one is forced to follow the narrow path.
DLC20001840	Sounds kind of far-fetched, even for the wasteland.
DLC20001841	Good news is an amazing thing in this world we've unmade. We're so used to going to sleep with nightmares that we can't imagine waking up to a dream.
DLC20001842	But that's what we believe, every word of it. It's the cornerstone of our faith and how we choose to live.
DLC20001843	With every step you take, you put one foot in front of the other and know that you'll be pulled back down to this Earth.
DLC20001844	We know that God is watching over us, waiting for us to come back home. To us, there's no difference. Walking and living. It's all belief, all faith.
DLC20001845	Interesting.
DLC20001846	Heh. That's actually a better response than I usually get from wastelanders. No offense.
DLC20001847	Tell you what. There's a lot going on right now but why don't you take this. Read it. Maybe you'll hate it. Maybe you'll be bored.
DLC20001848	But if you have questions, assuming we get through all this, let me know. It used to be my job to answer those questions. Maybe it will be again.
DLC20001849	That's it?
DLC20001850	[FAILED] As far as you're concerned, it is. This really isn't the time to talk about it, all things considered.
DLC20001851	If you don't acknowledge your past now, it'll come back to you later.
DLC20001852	[SUCCEEDED] True enough. We can't escape it no matter how hard we try. Best we can do is own up, trust in the Lord to forgive.
DLC20001853	Joshua was gone, so were a lot of the other New Canaanites. White Legs must have been watching for a long while, counting who remained.
DLC20001854	We didn't think the White Legs were a real threat. Maybe it was overconfidence. Maybe sloth. Either way, we didn't see them coming.
DLC20001855	They attacked at night. They killed without regard to age or infirmity. Armed or unarmed. They beat children to-
DLC20001856	Beat them to death in their beds while they were sleeping. And now we're all that's left. Maybe thirty of us. Pride goeth before destruction.
DLC20001857	Were you close to Mordecai?
DLC20001858	Look, I've got a lot to do here. My personal relationship... it's not important right now. Can't see how it concerns you, anyway.
DLC20001859	What happened at New Canaan?
DLC20001860	We lost it. Our community, everything. But the past is gone. We have to look forward.
DLC20001861	The White Legs are here already, so what's your plan?
DLC20001862	To remove the Sorrows from harm's way. I have to give credit to the White Legs for finding their way here, though I imagine many died in the process.
DLC20001863	But they can't follow us east, not into the Grand Staircase. They don't know how to live off of the land. We head there, we can find some safety.
DLC20001864	Has this happened before, the White Legs attacking other tribes?
DLC20001865	Yes. But not just White Legs. Raiders too. Prospectors. Slavers. Anyone who thinks they can exploit the ignorant and the innocent.
DLC20001866	We lost the Tar Walkers. And the Crazy Horns. We did our best, but we made mistakes. We paid for them, but they paid more.
DLC20001867	I'd like to get out from under that debt someday. Until then, it's enough to stop ourselves from getting deeper in the hole.
DLC20001868	What does a bishop do? Is that your boss?
DLC20001869	Yeah, Bishop Mordecai is...
DLC20001870	Sorry. Mordecai was my bishop. He was killed by White Legs during the attack on New Canaan. He was responsible for our congregation there.
DLC20001871	I don't know who my next bishop will be. But that's a problem for tomorrow. There are plenty of troubles here for us today.
DLC20001872	Salvation? From what, the wasteland?
DLC20001873	A spiritual wasteland, yes. We believe that before this life, our souls existed elsewhere. And after we die, our souls will leave this world.
DLC20001874	During our time here, we have the burden of choice. The choices we make determine where we go in the spirit world, and how we will face judgment.
DLC20001875	New Canaanites believe, as many once did, that God was made flesh here on Earth as a man named Jesus Christ. He sacrificed his life to save us.
DLC20001876	Every sin, every terrible thing that you, me, or any one of us have done for all time, was washed away by his blood. We just have to accept his love.
DLC20001877	That's why we visit the tribes, to spread the good news. For all we know, we New Canaanites may be all that remains of Christ's followers.
DLC20001878	You said you "used to" help the Sorrows with problems. What do you do now?
DLC20001879	I'm trying to make amends for allowing our problem to become their problem. The New Canaanites, I mean.
DLC20001880	The White Legs have always fought with us, and with Joshua returning, Caesar has motivated the White Legs to stamp out the New Canaanites entirely.
DLC20001881	That means the tribes we work with, too. It's already hap- I just want to prevent something terrible from happening to the Sorrows.
DLC20001882	What do you do here?
DLC20001883	I used to help the Sorrows with various medical problems and general issues they were having, but my bishop sent me here as a missionary.
DLC20001884	We New Canaanites believe that there is a path to salvation for everyone and it's important that we set people on that path if they are willing.
DLC20001885	I had some other questions for you.
DLC20001886	What's on your mind?
DLC20001887	Uh... you might want to have a chat with them. They think your "Lord" and the "Father" are the same.
DLC20001888	Oh. Ah. Of course. How stupid of me. They probably also think Mary is the mother and Jesus is the child.
DLC20001889	No wonder they picked up on things so easily. I guess it just goes to show how difficult it is to communicate sometimes.
DLC20001890	What do you know about the Father in the Caves?
DLC20001891	Father in the? Oh, right. He's some spirit the Sorrows used to believe in, watched over them from the caves in the valley.
DLC20001892	They marked some of the caves around here because they think they'll be punished for going inside.
DLC20001893	I think as more of them learn the teachings of the New Canaanites, they'll lose their old superstitions.
DLC20001894	What did you say about a courier? Who were you expecting?
DLC20001895	Caesar would never admit this openly, but he knows that I'm alive. I've killed enough of his frumentarii and assassins that have come looking.
DLC20001896	I've heard one of them travels the Mojave as a courier. Most of Caesar's agents meet a fitting end in NCR territory, but maybe this one survived.
DLC20001897	Fine by me. I prefer the wilderness.
DLC20001898	Then let him know. Follows-Chalk needs more guidance in his life. I'd prefer it not come from me.
DLC20001899	If people want to look to me for how to fight, I will show them how. I believe God put me on this Earth for that very reason.
DLC20001900	But to live like me, think like me... no. There are better people for them to look to for such things.
DLC20001901	Hmm. Okay.
DLC20001902	Whatever you tell him, I'm sure it will be fine.
DLC20001903	It's still his choice to make. I just want him to make it without looking to me for approval. He's a man. He can make his own decisions.
DLC20001904	You know that means I'm going to encourage him to leave, right?
DLC20001905	Follows-Chalk needs more guidance in his life. Just not from me.
DLC20001906	Who are you to decide this?
DLC20001907	[FAILED] I am the right hand of the Lord and the instrument of his vengeance!
DLC20001908	If what you believe is true, he'll pay for it later. The Sorrows don't need to see you do this.
DLC20001909	I want to take from them what they took from me, from my family. In this life. I want them to suffer. I want all of them to die in fear and pain.
DLC20001910	I want to have my revenge. Against him. Against Caesar. I want to call it my own, to make my anger God's anger. To justify the things I've done.
DLC20001911	Sometimes I tell myself that these wild fires never stop burning. But I'm the one who starts them. Not God. Not them.
DLC20001912	I can always see it in my mind. The warmth and the heat. It will always be a part of me. But not today.
DLC20001913	[SUCCEEDED] Go. Get out of here. Go back. Back to the Great Salt Lake.
DLC20001914	Wait, Joshua! Don't!
DLC20001915	[FAILED] No! He and his tribe have worked hard for their wages. Who am I to deny them?
DLC20001916	There. That's it. It's finished. When they hear what happened here, the White Legs will crawl back to their Great Salt Lake.
DLC20001917	If Caesar doesn't kill them, they'll wither and die like the cursed mongrels they are.
DLC20001918	Come. Let's find Daniel. Tomorrow will be here soon. And there is still much work to be done.
DLC20001919	That's it. It's finished. Thank you for... staying with me. I couldn't have done this on my own.
DLC20001920	Let's go find Daniel. Tomorrow will be here soon. And there is much to do.
DLC20001921	It's the same end he would have met if he had died on his knees. But I suppose this was for the sake of the Dead Horses and Sorrows.
DLC20001922	Still, thanks to your help and the grace of God, the White Legs won't be troubling Zion anymore.
DLC20001923	Let's go find Daniel. Tomorrow will be here soon enough. And there is much to do.
DLC20001924	You don't think Lanius can lead the Legion?
DLC20001925	I think only Caesar can lead the Legion. I've never met anyone who could take his place. I couldn't. I never had a mind for logistics.
DLC20001926	I don't know Lanius, but from what I've heard, he has no interest in leading anyone unless it's in battle.
DLC20001927	No. The Legion dies with Caesar. What follows now are just the last steps of a man who does not yet realize that he's walking dead.
DLC20001928	We'll see.
DLC20001929	The Lord shall reveal all things in good time.
DLC20001930	They won't. I'll make sure the Legion has very little to go home with.
DLC20001931	Hmm. Good. You're doing God's work, whether you believe it or not.
DLC20001932	Caesar is dead. I saw to it personally. I thought you should know.
DLC20001933	I have to admit, it's hard to believe. That even after all he did to me, all he tried to do to find and erase me from this world, he went first.
DLC20001934	No doubt this will be good for the Mojave. I can only hope Arizona and the tribes don't suffer as the Legion falls apart around them.
DLC20001935	I've met Caesar, you know. What do you think he would say if I told him you were here?
DLC20001936	I think that would put him - and you - in a difficult position. Caesar has agents looking for me, but he won't admit I'm alive.
DLC20001937	And even if you killed me, he can't acknowledge that. To do so would be to admit I had never died. That Caesar made a mistake.
DLC20001938	No. He lives by his lies and shall die by his lies. There is no escaping it.
DLC20001939	I've got your number, that's all. Just wanted you to know.
DLC20001940	Fine, just keep it to yourself, all right? Don't be such a fucking jerk about it.
DLC20001941	Just wait here a few minutes. Don't do anything crazy.
DLC20001942	We wait, but not forever!
DLC20001943	Sure, whatever. We go smash White Legs.
DLC20001944	We go!
DLC20001945	Fine, but at least let me handle it alone. You're no match for hardened White Leg warriors.
DLC20001946	Just get out of here, you're no match for hardened White Leg warriors.
DLC20001947	[SUCCEEDED] Because you are friend to Sorrows... very well. We go. Angry ghosts will do for White Legs.
DLC20001948	[FAILED] No! We not let White Legs defile our ancestors! We go! We fight!
DLC20001949	No, I smash White Legs alone. You stay here so you not get dead.
DLC20001950	Hmph. Since you are friend to Sorrows... we go. But you kill White Legs!
DLC20001951	It is good to travel with another. I spend so long scouting on my own that I forget what human company is like.
DLC20001952	I have seen many strange plants in the valley - plants that seem to hunger for human flesh. Where they come from, I do not know.
DLC20001953	White Leg attacks grow more frequent each day - I fear for our people and for our valley if something is not done.
DLC20001954	Oh Father, guide and protect us your humble children as we labor in the vineyards, and make us strong to resist those who would steal Zion from us.
DLC20001955	I wish you could have met my family. You would like them, I think.
DLC20001956	Zion used to be a place of peace, you know. Daniel says that it is holy in the eyes of the Father. I hope someday you will see it as it was.
DLC20001957	Father, I ask that you guide this man who is the vessel of your will. Show him the light of your wisdom and the peace of your love. Amen.
DLC20001958	Father, I ask that you guide this woman who is the vessel of your will. Show her the light of your wisdom and the peace of your love. Amen.
DLC20001959	Daniel says that most people outside the valley do not keep to the Father's ways. Perhaps when you leave you will carry His word with you?
DLC20001960	When Salt-Upon-Wounds took New Canaan, he ordered the White Legs to salt the earth so nothing could grow again. What kind of monster could do that?
DLC20001961	I know you are eager to leave Zion, but... perhaps you might find peace if you stayed. Think about it, yes?
DLC20001962	The river is lovely at this time of day, don't you think?
DLC20001963	The river is lovely at this time of night, don't you think?
DLC20001964	Please be respectful here - these are the bones of our ancestors.
DLC20001965	So this is the Ghost of She's lair. I was never brave enough to try to find it....
DLC20001966	Civilization isn't perfect, but neither is tribal life. You should go see it for yourself.
DLC20001967	Really? You think so? Hoo! I'm going to do it. After all this is over, I'm going to go explore civilization!
DLC20001968	Dank ni, ahk iss - I never would have had the growans to ask him myself.
DLC20001969	You should stay here with your people. You have a duty to them.
DLC20001970	I see. Well, thanks for your telling. I'd like a minute alone to think about this. Dank ni.
DLC20001971	He said he has a hard time being objective about the whole idea, and that I should give you advice.
DLC20001972	He said that? Well, I guess you have been out there more recently than he has. So... what's your advice?
DLC20001973	We should not be here! The Three Marys is where the White Legs make their camp! We should leave, quickly.
DLC20001974	I am always a little sad to leave the Narrows, and happy to return.
DLC20001975	It has been some time since I visited the Dead Horses. Our tribes don't have much contact with each other.
DLC20001976	This is Pine Creek, one of the only ways out of Zion Valley. Watch out - many dangerous beasts lair nearby.
DLC20001977	These are places of the time before. We should not be here - it is forbidden!
DLC20001978	Tell me about the Ghost of She.
DLC20001979	That is a sad story. I do not like to tell it, but if you are asking, it must be at White Bird's request. That, I will honor.
DLC20001980	Long ago, a girl lived among this tribe. She was a curious child, and a clever one, and her mother had a devil's time watching over her.
DLC20001981	One day, the child slipped away from camp and went to play in the caves nearby. The girl did not know that a Yao Guai slept in that cave.
DLC20001982	The girl died. The tribe wept, for the girl had died before her naming day, and her ghost would remain restless and wandering upon the earth.
DLC20001983	Many hunters tried to kill the beast, but it eluded them, or drove them off. The shaman said that since it had consumed the girl, the two were one.
DLC20001984	So we call the beast Ghost of She, for the child had no name to be called. That is the story of the Ghost of She. It is a sad story. It is our story.
DLC20001985	Who or what is the Ghost of She?
DLC20001986	Sad story. Not for your ears from my lips. Ask midwife. She speak to your ears.
DLC20001987	Feels good to be doing some actual scouting, not just following.
DLC20001988	I hear some odd things about the civilized lands outside Zion. Is there really a giant thunder-lizard people live inside?
DLC20001989	The spitter plants and the green monster men aren't native to Zion. Wonder where they came from?
DLC20001990	So I finally get to explore all those taboo places without the other scouts yelling at me? Can't wait!
DLC20001991	Bet they don't have anything as nasty as Yao Guai out where you come from, huh?
DLC20001992	Those, um, what did you call them? Walkie talkies? Those are going to be loads better than signal drums and smoke signs.
DLC20001993	That compass thing always knows where north is, huh? Even if it can't see the stars?
DLC20001994	That Back When medicine smells funny. Guess it works though.
DLC20001995	There can't really be a place where people go into big buildings and give away all their money just to watch someone flip paper squares on a table...
DLC20001996	Way I heard it, Salt-Upon-Wounds butchered everyone in New Canaan and nailed their corpses to the cliffs.
DLC20001997	Why do you carry all those bottlecaps, anyway? They jangle like crazy.
DLC20001998	Look sharp, lots of giant ants around here. We call 'em picnic-killers. Don't really know what that means. Something from Back When, I guess.
DLC20001999	Must have been nice, when Zion was friendly enough folks could make camp wherever they pleased and not worry about White Legs and deadly critters.
DLC20002000	"Scenic Overlook." What do you suppose that means?
DLC20002001	See that tower? Back When, folks used them to talk to each other on the air. Not like with signal drums, they could actually talk! Amazing, huh?
DLC20002002	See this? This is why your own two feet are better than any cart, whether it's pulled by critters or goes on its own.
DLC20002003	That thing actually flew once, like a big metal bird? Bet you don't have to follow chalk marks up there....
DLC20002004	You ever seen anything like these green men? Sure as anything they aren't from around here.
DLC20002005	Some kind of view up here, neh? If you know how to look, you can spot all kinds of landmarks from up here. Look, I'll show you.
DLC20002006	Hoi! Owslandr zookuh Joshua Graham?
DLC20002007	I've already got the roots you need.
DLC20002008	Umm... what?
DLC20002009	Show respect, owslandr! Joshua Graham greatest warchief!
DLC20002010	Am I... looking for Joshua? Yes, I am. Can you tell me where he is?
DLC20002011	You know our tongue - smart owslandr.
DLC20002012	Joshua in high place of cave. You show respect, utman! Joshua is greatest warrior. You show him no respect, he show you thunder and fire!
DLC20002013	If you're too dumb to speak my language, you're too dumb to talk to me. Get lost.
DLC20002014	Yes, I'm looking for him. Is he here?
DLC20002015	He in high place of cave. You show respect, owslandr! Joshua is greatest warrior. You show him no respect, he show you thunder and fire!
DLC20002016	I'll make sure to be on my best behavior, then.
DLC20002017	You wise for owslandr.
DLC20002018	Umm... okay. Thanks for that. I sure would hate to be shown thunder and fire.
DLC20002019	Ha ha. Funny owslandr. Maybe soon dead owslandr.
DLC20002020	Back off, savage - I'm just here for a map out of this shithole valley, not kowtow to your messiah.
DLC20002021	Shaiss! Would kill you myself, but Joshua says no harm to visitors until harm done to us.
DLC20002022	Go, owslandr. Meet Joshua. We see how long you talk like that.
DLC20002023	Vow of secrecy? Fine, forget about it.
DLC20002024	Forget it? Uh uh. Ricky remembers everything! But he keeps his secrets, too!
DLC20002025	What do you know about Salt-Upon-Wounds?
DLC20002026	He is war chief of the White Legs, and the worst butcher of them all. The tribes he has crushed are many. The warriors he has slain, countless.
DLC20002027	Here we are. Joshua's just ahead there, in the Angel Cave.
DLC20002028	Nearly there now. Watch out for traps in the water. Got to keep the White Legs out somehow, neh?
DLC20002029	Hang on, you're going the wrong way!
DLC20002030	I thought we were going to the Dead Horses camp?
DLC20002031	Hold up, you're getting all turned around. Check your map and backtrack a little.
DLC20002032	Where are you going? That's not the way to the camp!
DLC20002033	I'm happy to travel with you, but you're not headed toward the Dead Horses anymore.
DLC20002034	Down this path to the north. Hope you don't mind getting wet.
DLC20002035	You see the dead sentries? Shamans say our enemies' souls are trapped in them, but Joshua says it shows we're serious about fighting White Legs.
DLC20002036	Follow the old road south, nearly there.
DLC20002037	Keep headed north, around this rock pile.
DLC20002038	You can take the path north here if you want, or head east over the ridge. There's a nice view from the top of that cliff, if you want a look.
DLC20002039	We follow this path for a while. Nice view of the river, neh?
DLC20002040	I have some gear that needs repairs.
DLC20002041	I have some gear that needs repairs.
DLC20002042	Let me have a look. My tribe may take too much pride in its mechanical talents, but in truth we are intrigued by the workings of a fine firearm.
DLC20002043	Let me have a look.
DLC20002044	I'm sorry, I don't understand you.
DLC20002045	Owslandr utman zookuh Joshua Graham? You look for Joshua Graham?
DLC20002046	Huh, I think I know that guy. Small world.
DLC20002047	Is it? I always heard it was rather large outside the valley. Well, wherever he is, I hope he's well.
DLC20002048	I know that guy! I got him a job!
DLC20002049	A job as a singer? Then it really is true....
DLC20002050	Any idea where to start looking for these pre-War supplies Daniel needs?
DLC20002051	Best place to look for Back When stuff is the taboo places. Sorrows and Dead Horses don't go in there, and even White Legs don't like them much.
DLC20002052	What taboo places?
DLC20002053	Lots of them around the valley - places built by the folk from Back When. You'll know them when you see them - scouts mark them with hand prints.
DLC20002054	The hand prints are a warning to keep out - angry ghosts live inside. Not that I believe in angry ghosts. They're just spooky old places. Right?
DLC20002055	Where should we start looking?
DLC20002056	Lots of Back When places to choose from, but for the things we need, best to start with the really closed up places.
DLC20002057	Three I know of: a building down by the river called a "Fishing Lodge," the old ranger station in the northwest, and the general store right by it.
DLC20002058	Closer to home, might be something you can salvage from the place where the little ones fell, just west of the Eastern Virgin.
DLC20002059	What's this "place where the little ones fell?"
DLC20002060	In the river, there's a twisted pile of metal and glass, all full of bones. Joshua says they were scouts, but they looked awful small to me.
DLC20002061	Lots of that old stuff, how do you say it... electronics? Maybe you could use some of it.
DLC20002062	White Legs? Those are the people who attacked us?
DLC20002063	Yah, and they're still back there! Let's go get them!
DLC20002064	If you're willing, I'll take the help.
DLC20002065	Goot sists. Let's show them what we're made of!
DLC20002066	Forget it, I'm out of here.
DLC20002067	You're not going to fight? But... okay. You better come with me, then. Joshua will want to see you.
DLC20002068	Hoo! That's for the White Legs! Sorry we weren't fast enough to save your friends, though. The Dead Horses will remember them in our prayers.
DLC20002069	You should come with me now - Joshua Graham will want to meet a visitor from the civilized lands.
DLC20002070	Freeze! Don't move a muscle. Yao Guai.
DLC20002071	Hoo! That was some kind of lucky. Guess that one was all full of gecko, neh? Don't get used to it, though. Yao Guai are plenty mean as a rule.
DLC20002072	What do you know of Salt-Upon-Wounds?
DLC20002073	He's a butcher. Believe me, I know the godless fire that burns in his heart. I've been burned by it myself.
DLC20002074	He's not the kind to let his subordinates do all the killing. No, he likes to have a hand in it, with that spear of his.
DLC20002075	He's fashioned himself an abomination before the eyes of the Lord. I'm happy to serve as an instrument of divine justice.
DLC20002076	What do you know of the White Legs?
DLC20002077	They're hateful savages who live only to plunder and destroy. Their leader is a devil called Salt-Upon-Wounds.
DLC20002078	War is what all he knows. Everything he has, everything that tribe has, was taken by force, raiding and scavenging.
DLC20002079	It's said there's no man deadlier at close range, that that powerfist of his has smashed a hundred skulls.
DLC20002080	Maybe that's true, but so what? It's a low form of leadership. A tribe that knows only war has no future. And so he'll lead them to Caesar.
DLC20002081	Here, take five of my healing powders.
DLC20002082	That's very generous of you. Five doses will help a great deal.
DLC20002083	Here, take three of my healing powders.
DLC20002084	Thanks. That will help a good deal.
DLC20002085	How do you know so much about what happened to me?
DLC20002086	The Dead Horses are capable scouts. Nothing passes into or out of Zion without my hearing of it.
DLC20002087	See those handprints? Dead Horses and Sorrows mark them on taboo places, places from Back When. Good thing for you I don't buy into that stuff.
DLC20002088	These paintings show the Dead Horses' victories against other tribes. Lots more of them since Joshua came to us.
DLC20002089	Ain't the trail ahead worries me, Jed. Those descents we made, through that slot canyon back up there?
DLC20002090	Ain't no way we're getting back out the way we come. And then what?
DLC20002091	Goddammit, Stella, heard you the first time, and the fifteenth, too.
DLC20002092	The New Canaanites will know a way. And if they don't, we got the maps on our friend's Pip-Boy over there.
DLC20002093	Enough lollygagging! Get moving and keep an eye out for tribals!
DLC20002094	Goodbye.
DLC20002095	Yeah, whatever.
DLC20002096	Goodbye.
DLC20002097	Catch you another time, then.
DLC20002098	Probably just a tribal ghost story. But New Canaan's been silent for a long time. Maybe it's a coincidence. Maybe the Malpais Legate is dead.
DLC20002099	Or maybe Joshua Graham did crawl out of that canyon and finally found his way back home.
DLC20002100	He got his wish. Joshua Graham disappeared. And in his place came legends of the Burned Man walking the wastes.
DLC20002101	All this talk bothered Caesar, so he forbade anyone from speaking his name. Wanted to erase Joshua Graham from history.
DLC20002102	Not long after, some of the slaves and tribals started to talk. Said Graham wasn't dead. Shouldn't have been any surprise.
DLC20002103	He had Graham covered in pitch, lit on fire, and thrown into the Grand Canyon. People say he didn't even scream on the way down.
DLC20002104	Caesar had to make an example for the others, to show them that even at the highest level, failure wouldn't be tolerated.
DLC20002105	Well at Hoover Dam, the Malpais Legate finally met his match. Hanlon and Oliver kicked his New Canaanite butt right back over the river.
DLC20002106	Legend goes that Graham was the meanest, toughest son of a bitch in the whole damned Legion.
DLC20002107	The New Canaanites wouldn't talk about him. They were ashamed. Guess I can't blame 'em.
DLC20002108	Turns out Caesar's first war chief, the Malpais Legate, was a New Canaanite. Joshua Graham.
DLC20002109	But then the Legion appeared in Arizona. I reckon you know all about them.
DLC20002110	We've seen our share of cults, but the New Canaanites, they were honest traders. Good fighters, too. Raiders wouldn't tangle with 'em.
DLC20002111	Didn't know much about them, except that they were religious folks. Sent out missionaries to talk to the tribes.
DLC20002112	A few decades back, folks in the NCR started to hear about a community in northern Utah called New Canaan.
DLC20002113	The paths we're following are slow going, so you might as well keep your ears open and listen to what old Jed has to say.
