DOD00000001	你好吗，今天天气很好。
DOD00000449	你干的是雇佣杀人的行当，最终会有人来找你报仇，凯莱布对这个道理领悟得很透彻。
DOD00000450	两个被他弄得穷困潦倒的奴隶贩子来了，在他家开枪，他没有被击中，但珍妮死在了他的怀里。
DOD00000451	他先是埋葬了她，然后又埋葬了奴隶贩子。然后他说他没有资格抚养孩子，要我养，在我拒绝后，他把女儿交给了他弟弟。
DOD00000452	在那之后，我就很少见他了。听说他以无情的性格从事高风险工作而闻名。
DOD00000453	我知道布莱顿发生的那件事震惊了不少人，但其实在珍妮死的时候我就看到了不祥的预兆。
DOD00000454	你什么意思？阿尔奎斯特怎么了？
DOD00000455	他说他不想让她像她妈妈一样因为自己工作受到伤害。他还说自己只是个杀手，不配抚养那个女孩。
DOD00000456	我敢说如果你问他，他还是会这么说，但我觉得把她留在他身边对他而言太伤害，这会不断地提醒着他曾失去过什么。
DOD00000457	那个可怜的女孩跟她妈妈长得一模一样。
DOD00000458	为什么阿尔奎斯特会那样抛弃他的女儿？
DOD00000459	乔？他是个怪人，我要说的是，他太善变了，不适合做专业人士，他的本职工作也太出色了，不适合做其他任何事。
DOD00000460	他很易怒，这是毋庸置疑的。他可以在赌城区的每一个赌场玩得倾家荡产，却还是能找到让他恼火的事情。
DOD00000461	据我所知，他想自己创业，给了我一个岗位，但我告诉他，我接近80岁而不是60岁。我杀人的日子结束了。
DOD00000462	关于塔利，你知道些什么？
DOD00000463	我想这对你更不利。乔不是贪婪的人，我想他会按照工作表现支付合理的工资。
DOD00000464	我为塔利做过猎头工作。
DOD00000465	在这种情况下，差不多和预期的一样好。
DOD00000466	也就是说，并不好。在我们的墙外有太多疯狂的疯子，而我们人太少，无法永远阻挡他们。
DOD00000467	西区现在怎么样？
DOD00000468	可能会更糟。事实上，据我所知，你才是幕后“黑手”。我知道你清除了麦迪的暗杀名单，干得好。
DOD00000469	当然，只有三个人。客观来说，这可能不会有太大的区别，但相信我，这样的成果能鼓舞士气。
DOD00000470	西区现在怎么样？
DOD00000471	好吧，这下你可倒霉了。你最好准备好早点进坟墓，因为还有一堆狗屁事要做。
DOD00000472	让我们从一些简单的东西开始，有个屌毛蝎子拦下了一个给我们送种子的邮差。
DOD00000473	目前，我们的庄稼使我们可以自给自足，所以我们种的庄稼越多越好。再说我们已经为这些种子付过钱了，该死的。
DOD00000474	所以如果你能去蒙特卡罗取回那批货，那就太好了，祝你好运。
DOD00000475	我能帮上什么忙吗？
DOD00000476	等等，那是你？
DOD00000477	我从塔利那里得到消息说我的合同已经完成了，但他并没有透露更多的细节。
DOD00000478	好，谢谢。我总是尽我所能让一切井然有序，就算我破费也在所不惜。
DOD00000479	瑞恩·奥尼尔？你派人去杀那个叫约翰尼·诺顿的人了吗？因为我杀了他。
DOD00000480	等等，那是你？
DOD00000481	我从塔利那里得到消息说我的合同已经完成了，但他并没有透露更多的细节。
DOD00000482	如果那些近亲繁殖的怪物不与人来往，我也不会太在意，但他们就是要袭击来这里的旅客。
DOD00000483	谢谢你的夸奖，这不是我为维持秩序而支付的第一笔赏金，我希望这不会是最后一个。
DOD00000484	瑞恩·奥尼尔？我想我是接下了你的合同消灭了博代安家族。
DOD00000485	认真的？你完成了我的两份合同？我得说，你真他妈的走运。
DOD00000486	好吧，不管怎样，任何习惯走老路的人，都应该感谢你。
DOD00000487	那个叫诺顿的杂种让所有旅行小队都不敢穿过普瑞姆，神经病。
DOD00000488	而那些近亲繁殖的怪胎们想方设法去谋杀从我们北边来的人，我早想要他们的命了。
DOD00000489	你就是那个和塔利猎头公司签了合同的瑞恩·奥尼尔吗?我完成了两个。
DOD00000490	好，这应该能帮我们养活人民，也许还能赚点小钱。谢谢你,。
DOD00000491	但是，任何不幸报名参加民兵组织的人都知道，工作永远不会停止。我有另一份工作给你。
DOD00000492	一如既往的简单，往南一点是一座旧汽车旅馆，不用担心，步行很短。我就是不能离开我的岗位之类的。
DOD00000493	有个叫路易莎的女人住在里面，还有她丈夫赫克托，我需要你把她叫起来，护送她到我这里来。
DOD00000494	赫克托是个混蛋，他喜欢毒品和酒精，还总是把他妻子打得屁滚尿流，所以我才需要你护送她。
DOD00000495	我帮你找回了那批货。
DOD00000496	赫克托...我很惊讶他没有加入恶魔帮，我就差这么一点就能把他拖到沙漠里一枪崩了他。
DOD00000497	但是民兵的职责是保卫西区不受外来侵略，而不是处死平民，即使这个平民是一个小贱人。
DOD00000498	路易莎很怕他，这就是她拒绝离开的原因，尽管我们一直有在和她沟通，但她认为赫克托会追杀她。
DOD00000499	我希望你能说服她，说真的，如果她愿意，我们可以保护她，但即使她不愿意......
DOD00000500	也该适可而止了，昨天有人看到她一瘸一拐的，好像腿被撞坏了一样。我不会再把她丢给那个混蛋了。
DOD00000501	跟我说说路易莎和赫克托。
DOD00000502	呵，是的，是的，我想让你杀了他。
DOD00000503	但是，多年来我已经非常清楚地知道我所想的并不是解决问题的唯一方式，所以，抑制住干掉他的冲动。
DOD00000504	他是个狗日的懦夫，所以如果他想挡你的路，把枪塞进他嘴里，他就会让步。
DOD00000505	如果他没有，而你需要自卫，那么...你也不会失去任何有价值的东西，但如果那样的话，路易莎或许会受到创伤。
DOD00000506	所以，虽然我不想这么说，但尽量别杀了那个混蛋。
DOD00000507	如果赫克托想阻止路易莎离开怎么办？你想让我杀了他，还是...？
DOD00000508	好吧，那你走吧。
DOD00000509	好的，我这就去。
DOD00000510	真他妈的该死。
DOD00000511	操他妈的！你知道吗？这里有一个教训，去他妈的无罪推定，我几年前就该一枪崩了他。
DOD00000512	但我不能这样做。我认为我们还是有一条底线，我们不可能是治安执法大队。所以我没有杀他。
DOD00000513	你知道我要面对什么吗？我在保护这里的公民，但我连一半都没能保护，我还想亲自处决剩下的坏蛋。
DOD00000514	赫克托在我到之前就杀了路易莎，他现在也死了。
DOD00000515	我操，那不是很好吗？
DOD00000516	所以...搞定了吗？
DOD00000517	[成功]是的，也许吧，我只知道两个人在错误的时间死了，一个死得太早了，另一个应该在几年前就死了。
DOD00000518	无论如何，还有很多事要做。当然，永远不会有个头。
DOD00000519	这只是两个人，不是整个镇子。你没做错什么。
DOD00000520	[失败]...因为我本来可以在一段时间前杀了他，这样她今天就不会死了。
DOD00000521	不管怎样，她死了，他也死了，很快，我们都会死。与此同时，还有更多的工作要做。
DOD00000522	你没杀她，怎么会是你的错？
DOD00000523	废话不会改变什么，虽然废话有时候是善意的。
DOD00000524	那么，下一步是什么呢？
DOD00000525	我要你给一个叫克里夫的尸鬼送个包裹，他应该待在旧工具屋后面。
DOD00000526	这个区域可能有一些恶魔帮，但你解决他们应该不太费力。给，请别弄丢了。
DOD00000527	好吧，那是什么工作呢？
DOD00000528	怎么样？
DOD00000529	我想问几个问题。
DOD00000530	我的“故事”？别以为我有什么故事，就算有，也会很无聊，很烂。
DOD00000531	简而言之，从前在莫哈维沙漠住着一个毫无理性的愤怒的人。有一天，他结了婚，搬到了西区。
DOD00000532	一旦他们安顿下来，他们就...有了很多孩子。30多年后，他就站在这里。
DOD00000533	说说你的故事好吗？
DOD00000534	是啊，数量多得可笑，我们有些人甚至活到了成年，想象一下。
DOD00000535	他们中的大多数人都不在保留地，我知道我的大姐住在NCR，当老师之类的。
DOD00000536	我稍大一点的哥哥格里还在西区，可能是在某个小巷里昏倒了，倒在他自己弄的水坑里。
DOD00000537	我很确定我的小弟弟丹尼正在莫哈韦沙漠的某个地方，追逐他的梦想：成为一个愚蠢的不法暴徒。
DOD00000538	我们都为他感到骄傲。
DOD00000539	你有兄弟姐妹吗？
DOD00000540	没什么，因为我无事可做。
DOD00000541	你回来干什么？
DOD00000542	我不想被恶魔帮杀死，所以我戴了个愚蠢的帽子，让他们以为我是朋友。
DOD00000543	恶魔帮都是那么蠢，可能是因为吸毒过量导致的。
DOD00000544	这个恶魔帮的头盔是怎么回事？
DOD00000545	我把多余的武器大批量卖给他，垃圾武器，明白吗？NCR，军火贩子，这些生锈的垃圾甚至会让他们爽的流口水。
DOD00000546	你和奥尼尔做什么生意？
DOD00000547	啊，很好，是的，告诉他我这周末会送一箱过去，很棒的生意。
DOD00000548	瑞恩·奥尼尔给你寄了个包裹。
DOD00000549	不，我只批发，我不会为了卖给你一把50瓶盖的猎枪而打开其中一个箱子。
DOD00000550	我能从你这里买武器吗？
DOD00000551	来源是我多年前找到的，最终我会把它耗光，然后我就会搬到一个不会被杀的地方。
DOD00000552	你从哪弄来这些枪？
DOD00000553	付款，克利夫有一堆很旧很烂的枪，他以极便宜的价格批量出售。
DOD00000554	虽然没什么用，但我想让每个人都有不错武器，我把多余的老货卖了做备用。
DOD00000555	这个包裹是什么？
DOD00000556	很好，我并不想依赖这些古老的垃圾，但如果恶魔帮袭击了我们，这些老古董也会有所帮助。
DOD00000557	很好，谢谢你做的事，帮我减轻了一些负担，一点点。
DOD00000558	我能委托给你的工作差不多就这些了，剩下的事就交给我或者镇上的其他人了，你懂的。
DOD00000559	不过，你还是可以为我做一件小事，这算是私事吧。你愿意帮我做最后一件事吗?
DOD00000560	我送到了那个包裹。
DOD00000561	太好了。所以，我说这是私事，意思是这是家庭问题。我想让你去看看我侄女。
DOD00000562	她是我哥哥格里的女儿，格里...的情况不是很好，他儿子不久前被杀了，妻子为了另一个男人离开了他。
DOD00000563	那贱人不想照顾她剩下的孩子，所以她把孩子留给了格里。还有，格里他酗酒，挺难的。
DOD00000564	我们都觉得他不适合在这种状态下照顾他的孩子。他没有努力改过自新，而是把她送到了某个宗教机构。
DOD00000565	也许我那醉鬼哥哥不在乎家人，但我在乎，该死的，我希望你去看看杰西，看看她还好吗。
DOD00000566	至于这个宗教中心，我不知道它在哪里。你得和格里谈谈，他应该满脸怒气的游荡在镇上的某个地方。
DOD00000567	如果我跟他说话，他会往我鞋上吐口水。我们最近相处得不太好。
