SEV00000001	Poncho
SEV00001603	I will make a formal appeal to Bodeen after the funeral. I'll invoke Roy Bee's name if I have to! I was here at the beginning! I stood beside Roy against the flies! I've bled for this canyon! Surely my babies are entitled to fair justice. Public hanging would be proportional.
SEV00001604	No Justice
SEV00001605	Bodeen has failed me.
SEV00001606	He dismissed my allegations against Oliver, citing "Lack of evidence". Where is the justice in Arrow Canyon? 
SEV00001607	I remember the days when we had order in this canyon, back when Roy Bee ran this town. Yes, we were an arnarchistic collection of slave-owning raiders, but by God we had a code! Roy was swift with his judgments. Impartial? Not necessarily, but he was decisive!
SEV00001608	If Bodeen can't provide justice, then I'll just make my own. It would be a damn shame if Oliver's joint was suddenly hit with a radroach infestation...
SEV00001609	Scouting Report: Alamo and Others
SEV00001610	Alamo is growing. Got a strong-willed sheriff from the look of it. Still have some slaves but they're transitioning over to the law-and-order stuff like Caliente. Could be a problem if they keep growing. Good water source and they're actively mining. Might be worth a look for infiltration.
SEV00001611	Went up to Tikaboo Peak since Garth told us there was a camp up there. Whoever was living there is gone now. Had a small settlement started from the look of things, but they all up and left. No signs of struggle or theft, everything was right where they left it. Just some strange burn marks left in the vegetation. Got an uneasy feeling so we left before sundown.
SEV00001612	Boss Red-Knife runs Crystal Springs now. Remains to be seen if he's as tough as his father. They're still loyal to the 80s. Collect plenty of tolls and slaves from the roads. Good location.
SEV00001613	- Mikey
SEV00001614	A New Beginning
SEV00001615	We are now open for business!
SEV00001616	What a turn of events. Ostracized and cursed in Alamo, pushed into the wilds with hardly a cap to my name, and here I am... reborn! This canyon has been slandered for too long - it is not the bug-infested, criminal cesspit as described by glib travellers! No, it is an oasis. A new Eden - or better yet, a new America!
SEV00001617	No taxation. No oppressive governments. No goddamn sheriff. Just a growing population of eager, free-spirited patrons with full pockets.
SEV00001618	I will make something special here. Those fools at Alamo will rue the day they cast me out of their stinking town. Damn that sheriff and his minions. Vengeance will be mine.
SEV00001619	The first step in my long, bloody road to justice - cupcakes. I will hold an open house with free drinks and chocolate cupcakes. Some have mocked this method, but I aver that it has never failed me. Even the most sinister, blood-spattered savage enjoys a cupcake. Yes, the bloody path starts with baked goods and beer. My vision is clear... now I will make it reality!
SEV00001620	Insulted
SEV00001621	The grand opening was a delight for almost everyone. Bodeen delivered a moving speech, Rinn complimented the construction (which he aided - at a cost), and Armfield's slaves danced for our amusement. Even Cram's monotone babbling about preservatives contained an odd kernel of charming factuality. It was perfect - until the roach-hugger spoke.
SEV00001622	Steve pointed out minor flaws in my slot machines. Pardon me, I hauled them across miles of arid wasteland. They're going to be a little weathered. Everyone else was pleased with them.
SEV00001623	Then he questioned the CO2 content in my beer. He opined that he was, "something of a beer snob" and could "taste the difference". Well, pardon my primitive brew, beermaster McRoach! At least I don't serve FUCKING ROACH MEAT! "Blackened" radroach? He's charring bugs with gunpowder and acting like it's the main course at the Ultra-Luxe! Insanity!
SEV00001624	Even those slights were forgiveable - but he crossed the line with his comment on my poster. No, I don't have a hodgepodge of low-budget film posters collected from every beshitted ruin in the wasteland. I have one poster - a pristine testament to the glory of the Enclave. He had the gall to snicker at the majesty of President Washington! I politely informed him that my grandfather served in the Enclave. He asked if my grandfather was a dog, too. It took all my willpower to refrain from stabbing him to death then and there! This will not stand!
SEV00001625	Curious thing, roaches. Very tough, but susceptable to poisoning. A little pest control is in order, I think.
SEV00001626	Slander
SEV00001627	Steve is mad. Nurse Wilkes should examine him (preferably with her sledgehammer) for signs of insanity. He's publically accused me of "murdering" his roaches.
SEV00001628	Murder. Of. Roaches.
SEV00001629	And I'm the suspect! Ridiculous!
SEV00001630	The mere accusation prompted more than a few guffaws from observers, only fueling his childish tantrum. A child, yes. Surrounded by silly posters, pet bugs and a dwindling number of patrons. He's desperate. It's no surprise that my roach-free business is gaining a greater share of the market.
SEV00001631	Later he held a funeral procession for his dead bugs. I once saw a mentally handicapped child hold a service for the charred remains of his pet squirrel. That had more dignity than Steve's cartoonish parade through the streets. It was an insult to this town, and to human decency as a whole. First, it's funerals for roaches. Next there's incest and bestiality. These are dark times for Arrow Canyon.
SEV00001632	Update On Kids
SEV00001633	Boss,
SEV00001634	I spoke with that trader who meets with the tribals at Quinn Canyon. He said your kids are healthy and fully invested in the tribal life. As you requested, they have no contact with the outside world and seem to be happy. That little group is pretty well isolated up in those mountains and only a handful of traders make contact with them, much less know they exist. If anything changes I'll let you know.
SEV00001635	- Mikey
SEV00001636	P.S. The boy is real hellraiser. Must take after his daddy.
SEV00001637	Scouting Report: Conclusion
SEV00001638	Saw Mount Irish from a distance. Had a few caravans coming in and out, looked peaceful at first. Then we watched a boy walk out on a cliff, cut his own tongue off, then jump off without blinking. I'm guessing we meet their slave trader far outside the town for a reason. I couldn't convince the boys to go in for a closer look, so we moved on.
SEV00001639	Scout from the 80s said Majors Place has a new Major. Mines are still cranking out metal but they're burning through slaves in the process.
SEV00001640	Commercial traffic is picking up out of Ghouldom. They're trading more with St. Thomas. It's still pretty poor, but they're getting more organized. Walls and militia now. Can't confirm, but the Legion may have a presence on the north shore now. Could be a problem.
SEV00001641	I did like you asked and did a thorough sweep of the Sheep Range. Weather was rough, lots of snow and poor visibility. Cobb is our best tracker and he didn't find anything. Just an abandoned church and some cabin. If there are any slaves up there, they're scattered and starving. All evidence suggests that San Salvador is a myth.
SEV00001642	Went further west to Saddle Mountain. Hills are teeming with Fire Ants. I heard rumors about a new settlement, but I didn't see signs of development.
SEV00001643	That concluded the survey. Lost two to Cazadors and one to Fire Ants. Otherwise it went smoothly.
SEV00001644	- Mikey
SEV00001645	Scouting Report: Moapa
SEV00001646	The warlord called Delicious is based out of a small compound outside Moapa. They're mostly nomadic, hence the small fort. He's strong, charismatic and determined. The rumors about mass cannibalism are not unfounded. He and his boys haul a giant barbecue pit with them everyone and turn every raid into a massive cookout. I won't lie - it smelled amazing. I swear most of that crew sticks around just to eat his cooking.
SEV00001647	His chief rival is King Coffee, who's affiliated with the Vipers. They have a larger compound up by Mormon Peak that supports some primitive agriculture. They're only part-time raiders from the look of them, plenty of women and children running around. Have some slaves that are carrying Armfield's brand.
SEV00001648	- Mikey
SEV00001649	Beauty will save the world.
SEV00001650	The Wild still lingered in him and the wolf in him merely slept.
SEV00001651	Without Sam's guidance, your party takes several days to reach the outskirts of Arrow Canyon. Your companions arrive exhausted, and will not be in peak condition for the coming fight. 
SEV00001652	Before making your approach, you elect to camp in a narrow gorge some distance from the canyon entrance. This is an opportune moment to confer with the other party members before the final confrontation with Bodeen.
SEV00001653	Campsite
SEV00001654	Walker takes a breath and then instructs Jed to leave. The Phillips soon make a hasty departure out of view. It is uncertain if your paths will cross again.
SEV00001655	Mercy
SEV00001656	There is no hunting like the hunting of man, and those who have hunted armed men long enough and liked it, never care for anything else thereafter.
SEV00001657	After waiting quietly for several hours, you notice a group of Powder Gangers creeping towards the ambush site.
SEV00001658	First in raids, first in building bridges and first in destroying bugs.
SEV00001659	As a leader, he bridged a gap between distant communities and led the way in building new infrastructure.
SEV00001660	As a warrior, he crushed our enemies, drove them before us and laughed at the lamentations of their women.
SEV00001661	As a mayor, he bravely led the fight against the marauding swarm of Dog Pecker Flies which almost destroyed our beloved town. Though he perished in the effort, Arrow Canyon endures and is buoyed by his indomitable spirit.
SEV00001662	Dedicated in 2279.
SEV00001663	Roy Bee, Founder.
SEV00001664	Lee collects his share and quietly strolls toward the exit of Arrow Canyon. Near the canyon's end he turns around and delivers a half-hearted wave. Soon after he disappears into the shadowy narrows of a gorge. It is uncertain if your paths will cross again in the future.
SEV00001665	Farewell
SEV00001666	Rumors reach you that a gruff man at the Mojave Outpost is seeking to hire an experienced guide for the region. His appearance is supposedly connected to the recent bank robbery in Silver Springs. Speak to Walker to learn details of the job offer.
SEV00001667	Seven Graves From Now
SEV00001668	Every trail has its end, and every calamity brings a lesson.
SEV00001669	Deserve‘s got nothin‘ to do with it.
SEV00001670	Guard against the impostures of pretended patriotism.
SEV00001671	After a night of restless sleep, you stir before dawn and gather your belongings. You and your fellow travellers swiftly make your way through the gorge into Arrow Canyon.
SEV00001672	Walker peers over a nearby ridge with binoculars and then returns with a grim expression on his face. He reports that the site is occupied by a large number of well-armed raiders. You are in for a lengthy fight.
SEV00001673	Arrow Canyon
SEV00001674	The skull of Big Nasty, Roy's arch-enemy. Roy bested his nemesis in single combat, finishing him with a fork through the eye socket.
SEV00001675	The Skull of Big Nasty
SEV00001676	Let your plans be dark and impenetrable as night, and when you move, fall like a thunderbolt.
SEV00001677	Cram.
SEV00001678	Walker stuffs the bulk of the caps into his duffle and then slowly climbs up the northern cliffs. He pauses to recover near the top of the ascent. After catching his breath, he looks back and gives you a subtle nod. Soon thereafter he disappears over the ridgeline. It is uncertain if your paths will cross again in the future.
SEV00001679	Farewell
SEV00001680	Slide 01
SEV00001681	Slide 02
SEV00001682	Slide 03
SEV00001683	Slide 04
SEV00001684	Slide 05
SEV00001685	Slide 06
SEV00001686	Slide 07
SEV00001687	Slide 08
SEV00001688	Slide 09
SEV00001689	A preserved Dog Pecker Fly specimen. A swarm of these menacing insects attacked Arrow Canyon in 2279. Roy perished while personally leading the fight against this threat.
SEV00001690	Dog Pecker Fly
SEV00001691	The Narrator catches his breath...
SEV00001692	The Narrator moves on...
SEV00001693	Hunger is good discipline.
SEV00001694	You must pay for everything in this world, one way or another. There is nothing free, except the grace of God.
SEV00001695	A leader is a dealer in hope.
SEV00001696	The only way we can redeem our past is by suffering.
SEV00001697	Bugslayer, Roy's weapon of choice. Before he stood agains the Dog Pecker Flies, Roy made his reputation by crushing the great ant swarms of 2273 and 2275. When Roy wielded this tomahawk, no bug was safe.
SEV00001698	Bugslayer
SEV00001699	What a man knows isn’t important. It’s what he is that counts.
SEV00001700	Too weird to live, too rare to die!
SEV00001701	Happy families are all alike; every unhappy family is unhappy in its own way.
SEV00001702	Your ride's over, mutie. Time to die.
SEV00001703	They're watching you...
SEV00001704	Thanks to Sam's guidance, your party quickly reaches the outskirts of Arrow Canyon. Your travelling companions are well-rested and in high spirits. They should be in fine form for the coming fight.
SEV00001705	Before making your approach, you elect to camp in a narrow gorge some distance from the canyon entrance. This is an opportune moment to confer with the other party members before the final confrontation with Bodeen.
SEV00001706	Campsite
SEV00001707	There are worse things than killing men, Bayard. There are worse things than being killed.
SEV00001708	Arrow Canyon is a distant location north of the Mojave Wasteland. Food, ammunition and water may be scarce during your journey. This will be a one-way trip until your mission is complete. Do you wish to continue?
SEV00001709	A Long Journey
SEV00001710	Remain in the Mojave Wasteland.
SEV00001711	Travel to Arrow Canyon.
SEV00001712	This path leads from Arrow Canyon back to the Mojave Wasteland. You are confident that you'll never return here. Are you sure you want to leave?
SEV00001713	Door to the Mojave Wasteland
SEV00001714	Remain in Arrow Canyon.
SEV00001715	Return to the Mojave Wasteland.
SEV00001716	Skip the slideshow.
SEV00001717	Taking a new step, uttering a new word, is what people fear most.
SEV00001718	Sam activates his Stealth Boy and swiftly bounds away with Peter in tow. It is uncertain if your paths will cross again in the future.
SEV00001719	Au Revoir
SEV00001720	THIS SUMMER... Albert Breach, in association with John Goodman, proudly presents a tale of daring, destruction and rebirth... BEGINNING OF THE END!
SEV00001721	Steel your senses for an epic display of adventure, romance and revenge! Terrible, new enemies will manifest! Long-lost companions will walk great distances and re-emerge! Calamity will loom and the apocalypse will seem all but assured... until the intrepid intervention of our hero! World-shattering battles! Feral Children! Singing Cannibals! All this and more await you in BEGINNING OF THE END! Will it prove to be the end - or just the beginning of something new? Tune in to find out!
SEV00001722	DISCLAIMER: Consult your physician before viewing "Beginning of the End." Side effects may include sobreity.
SEV00001723	Beginning of the End!
SEV00001724	Nothing is written.
SEV00001725	You cannot be disciplined in great things and undisciplined in small things.
SEV00001726	The crumpled paper bears a hastily-written message:
SEV00001727	New shop is up and running by the Northern Passage. No one - and I mean no one - gets in if you don't escort them. Exceptions for traders, provided they bring live children. Remember to mention the bonus for redheads. The big guy always pays extra.
SEV00001728	- Fowler
SEV00001729	Stand firm, then, and do not let yourselves be burdened again by a yoke of slavery.
SEV00001730	War is a racket.
