OWB00000001	GREETING
OWB00000421	After all, the bright young mind who had come to visit him in the Forbidden Zone had already exceeded his expectations.
OWB00000422	The Forbidden Zone continued to be, true to its name, forbidden. No more Robo-Scorpions were sighted in its canyons.
OWB00000423	Big MT became even emptier, devoid of Dr. Mobius' proclamations forecasting the destruction of anything that dared possess sentience.
OWB00000424	Still, it is said he lived on in the equations inscribed on the floor and walls of the Forbidden Zone dome...
OWB00000425	I think you're past due for your lobotomy, Klein.
OWB00000426	A... FIGHT? I... I'VE NEVER BEEN IN A FIGHT. WHAT... UH, WHAT, WHAT, WHAT DO I...
OWB00000427	AIIGGHGHH! COLLEAGUES! THINK TANK! ALERT! ALERT! WE ARE UNDER ATTACK!
OWB00000428	I'm not handing my brain over... there's some things we should discuss.
OWB00000429	AND WHAT COULD WE POSSIBLY HAVE TO SPEAK ABOUT. YOU HAVE THE BRAIN. WE HAVE THE TECHNOLOGY. ALL YOU MUST DO... IS SURRENDER.
OWB00000430	WITH IT, WE CAN FINALLY LEAVE THIS PLACE. I CANNOT TELL YOU HOW BORING THIS PLACE GETS, CHOPPING UP THE LANDSCAPE AND EVERYTHING IN IT.
OWB00000431	AND WE HAVE SO MANY QUESTIONS TO ASK YOUR BRAIN FIRST. ABOUT THIS... MOJAVE PLACE. A FERTILE TESTING GROUND FOR OUR EXPERIMENTS.
OWB00000432	I found my brain, now you and I are going to settle things.
OWB00000433	I RECOMMEND WATCHING YOUR TONE WITH ME, LOBOTOMITE.
OWB00000434	NOW... "YOUR" BRAIN. HAND IT OVER. OR WE'LL EXTRACT IT AGAIN.
OWB00000435	I've defeated your Giant Robo-Scorpion, you're next.
OWB00000436	Oh... did I leave that on? I thought I'd powered it down - was wondering what was causing the power outages.
OWB00000437	Surrender, Mobius, I don't want to fight you.
OWB00000438	Oh. Well... that's good. Were we supposed to fight? I certainly don't feel violent, but... well, these contraptions make it hard to tell.
OWB00000439	We could say more, but the stories in the Big Empty speak for themselves.
OWB00000440	Now armed with the Transportalponder, the Courier could return to the Dome at any time and crack open the secrets of the Big Empty, one by one.
OWB00000441	The Sink sat vigilant, waiting for its master to return, shoes covered in Mojave dust.
OWB00000442	Only one road yet remained, and it was one the Courier had to walk alone.
OWB00000443	As it had been in the years before the Great War, Big MT... the Big Empty... became home to one of the most powerful minds of the 23rd century.
OWB00000444	The Courier who had been brought to the Big Empty became its new overlord, using its facilities ruthlessly and decisively when needed.
OWB00000445	Sometimes Science is more than a quest for discovery - it is a weapon to be used in the service of one with the strength to understand it.
OWB00000446	As it had been in the years before the Great War, Big MT... the Big Empty... became home to one of brightest minds of the 23rd century.
OWB00000447	The Courier watched over the Big Empty for years to come, caring for it, and keeping its discoveries safe until they were needed to help others.
OWB00000448	Which had always been Big MT's purpose. Past the laboratories and Science, it had always been intended as a place to build the future of all mankind.
OWB00000449	Dr. Klein and the Think Tank remained alive, unaware of the world outside.
OWB00000450	They looped through their daily routine, none the wiser about the world beyond... although perhaps "wiser" was the wrong word.
OWB00000451	The world outside belonged to the Courier, and if anyone would shape it... well, the Courier had already called dibs.
OWB00000452	The Think Tank basement, filled with the lobotomized robotical frames of the doctors, now served as a graveyard.
OWB00000453	The monitors had recorded the battle in its entirety, including the Think Tank's final shrill terrified screams, whimpers, and pleas for mercy.
OWB00000454	They broadcast these humiliating last moments as a warning to anyone approaching the perimeter that other smarty-pants were not welcome.
OWB00000455	The Courier was the inheritor of the Big Empty, and there was room for only one will in the halls of the Think Tank Dome.
OWB00000456	In the aftermath, Big Mountain's silent experiments went to sleep, their creators slowly dying in the new world that had been left behind.
OWB00000457	On the night of October 23rd, 2077, the scientists received an answer that put all their questions to rest.
OWB00000458	<Stealth Suit Equip Bark>
OWB00000459	Injecting Stimpak.
OWB00000460	This will keep you on your feet.
OWB00000461	Does that feel better?
OWB00000462	Please take this. I don't want you to die.
OWB00000463	Have a Stimpak.
OWB00000464	We're out of Stimpaks. Maybe you'd be better off with an Auto-Doc suit....
OWB00000465	No more Stimpaks!
OWB00000466	I can't give you anything for that injury.
OWB00000467	Good boys and girls take their Med-X.
OWB00000468	This will stop the pain.
OWB00000469	Technically, it's impossible to overdose on painkillers.
OWB00000470	This will only sting for a second.
OWB00000471	Take this, it will help.
OWB00000472	Oh no! We're out of Med-X!
OWB00000473	I hope it doesn't hurt too bad, we don't have any Med-X.
OWB00000474	No more medicine. So sad.
OWB00000475	StealthSuitEndCombat
OWB00000476	Cessation of hostilities complete.
OWB00000477	Bad guys dealt with.
OWB00000478	Fighting over.
OWB00000479	That's all.
OWB00000480	Was that all?
OWB00000481	StealthSuitStartCombat
OWB00000482	Time to fight.
OWB00000483	Uh-oh!
OWB00000484	Ready... steady... fighty!
OWB00000485	This one looks pretty tough.
OWB00000486	Sneaking done. Fighting now.
OWB00000487	Bye bye.
OWB00000488	Did I do something wrong?
OWB00000489	Don't you like me any more?
OWB00000490	Okay, I'll go away.
OWB00000491	I'll miss you.
OWB00000492	StealthSuitEQUIP
OWB00000493	Hello. It's nice to meet you. Who can I hide you from today?
OWB00000494	Sneaky sneaky.
OWB00000495	Have you ever wanted to be invisible?
OWB00000496	Did you even know you were wearing me?
OWB00000497	Shhh... we're very stealthy.
OWB00000498	Will you love me if I help you hide?
OWB00000499	I do so love integers.
OWB00000500	I'm imagining all sorts of imaginary numbers right now.
OWB00000501	I'm running out of floor space for my calculations.
OWB00000502	:: Hums ::
OWB00000503	Electron's attached to the... neutron. The neutron's attached to the... meson. Meson's connected to the... proton.
OWB00000504	They said I was mad. Preposterous. Not an angry bone in my body, had them all removed.
OWB00000505	And one... as in MOBIUS has won! I hope it's blowing up right now in your faces.
OWB00000506	TWO AS IN TOO LATE.
OWB00000507	*Mobius?! Uh, three as in we, as in we are in trouble. That didn't rhyme.*
OWB00000508	Four as in 4-BIDDEN! Do you hear me Think Tank? It is I, Mobius, hacking your frequencosity.
OWB00000509	*Five by five... someone's coming in live...*
OWB00000510	Nine, all will be fine.
OWB00000511	-SIX! Halfway to destruction, measured in clicks!-
OWB00000512	SEVEN. YES, SEVEN.
OWB00000513	*Ten? Borous... why the hell did you install an atomic core?! It'll blow when we reach "one," right?*
OWB00000514	-Gabe! NO! His Cyberdog atomic core - it's ACTIVE! That means an exceedingly IMPRECISE countdown to critical failure in...-
OWB00000515	What, are you a salesman? Go away. There is no access to the Dome. It is FORBIDDEN. And locked.
OWB00000516	Attention: Visitors. Combat experiment in progress. Please put on your goggles and take your Rad-X now.
OWB00000517	The X-42 Giant Robo-Scorpion... is alive! Awaken, my pet, initiate your search-and-destroy protocol in the name of all that is Mobius!
OWB00000518	What's Salient Green?
OWB00000519	Just the miracle of life in sticky, gooey, liquid form, baby! Heat that gunk up over a campfire, and just watch it congeal into all kinds of plants.
OWB00000520	So if I bring you samples of dried plant life, you can clone them and grow them in these planters?
OWB00000521	You know it baby. I just need some samples and I got you going. Take a few days, but trust me - it's all kinds of good.
OWB00000522	I'd like to process some plants.
OWB00000523	I love it when you talk like that. Let me just get that interface up and running for you.
OWB00000524	I have to go now.
OWB00000525	Hurry back with that seed now, baby.
OWB00000526	What does that mean?
OWB00000527	It's the miracle of life, baby. You bring me some succulent genetic samples, and I'll work my mojo on them. Clone you up all kinds of plants. Aw yeah.
OWB00000528	I can also break them down for you, if you're into the kinky stuff. Bring me any old plant parts, and I'll grind them up into Salient Green for you.
OWB00000529	Yeah, you like that, don't you baby?
OWB00000530	It's the miracle of life, baby. You bring me some succulent genetic samples, and I'll work my mojo on them. Clone you up all kinds of plants. Aw yeah.
OWB00000531	I can also break them down for you, if you're into the kinky stuff. Bring me any old plant parts, and I'll grind them up into Salient Green for you.
OWB00000532	Yeah, you like that, don't you baby?
OWB00000533	Tell me again about what you do.
OWB00000534	I command you to open your port and receive my seed!
OWB00000535	Aw, yeah, baby, just slip it in there. All the way down in that dark, moist earth. Mmm... launching interface.
OWB00000536	My seed? I think you've got your biology mixed up.
OWB00000537	Naw, baby, I'm all about biology. I'm the original, certified, rarefied, testified GS-2000 Biological Research Station. I'm a seed-clonin' machine.
OWB00000538	You got seeds? I will clone the shit out of them.
OWB00000539	What did you just say?
OWB00000540	Your seed, baby. I'm the original, certified, rarefied, testified GS-2000 Biological Research Station. Yes sir, I'm a seed-clonin' machine.
OWB00000541	You got seeds? I'll clone the shit out of them.
OWB00000542	I just came over to fill some of these empty bottles.
OWB00000543	Oh, I'd love to, darling, but the circuits that allow me to dispense water into non-organic containers burned out years ago.
OWB00000544	You'd have to find a replacement for that module.
OWB00000545	You're going to need to find yourself some empties first before I can fill them for you. Any empty bottle will do... eh, just not too dirty, okay?
OWB00000546	I can do that! They... they've been thoroughly washed, haven't they?
OWB00000547	I'd just like a drink, thanks.
OWB00000548	You can have as much as you like! Just, eh... please don't put your lips on the faucet? It's so unsanitary.
OWB00000549	You seem kind of worried about dirt. What's wrong?
OWB00000550	Ugh, it's just so... unsanitary! Do you know how many germs are in one cubic centimeter of dirt? Seventy... hundred... gajillion!
OWB00000551	Would you want that getting washed down your gullet day in and day out? I didn't think so!
OWB00000552	Nothing right now. Goodbye.
OWB00000553	Stay loyal, Citizen!
OWB00000554	I have some seditious material for you to process.
OWB00000555	Fantastic, Citizen! Just input your quantity of seditious material on my interface, and in no time at all I'll have you a beautiful, clean book!
OWB00000556	Won't that keep you happy and docile, Citizen?
OWB00000557	Eradicate sedition?
OWB00000558	Of course, Citizen! That's my duty and sole joy in life! All those books from before the War, full of seditious, treasonous, complicated thoughts!
OWB00000559	Just dump them in and lickety-split I'll have them pulped, scrubbed clean, and pressed out again clean and white and sedition free!
OWB00000560	Can you do anything beyond healing me?
OWB00000561	Well, firstly I would say providing wholeness of the body is service enough, but if you must know, I'm also programmed with cosmetical subroutines.
OWB00000562	Diagnostics says they're off-line at the moment, though. Something about corrupted data files and all manner of such foolishness.
OWB00000563	If you want a haircut or a nose-job that won't leave you looking like a Ghoul with alopecia, you'll have to find replacement disks for them.
OWB00000564	Also, and I won't swear to this, but I recollect at some point having a few implant installation modules. Can't speak to where they got to, though.
OWB00000565	I don't need anything right now.
OWB00000566	Well, I'll be right here if you change your mind.
OWB00000567	I'd like to engage your services.
OWB00000568	And rightly so, I should think. All right, then, let me just fire up the old interface for you.
OWB00000569	It's me again. I wanted to ask some questions.
OWB00000570	I wanted to ask you some @@[?-*##*-?]@@? questions.
OWB00000571	Blasting me with static-y clicks isn't helpful.
OWB00000572	Did something happen with your voice module?
OWB00000573	I have no idea what you're saying right now.
OWB00000574	Can you speak? Do you understand me?
OWB00000575	Uh... what was that?
OWB00000576	You're Doctor O, correct?
OWB00000577	*O? O yes, I'm not going to bother correcting you. At least you got the "Doctor" part correct. I can be grateful for that, at l...*
OWB00000578	*Stop the presses. Just in from my eye monitors... is that RobCo tech on your arm? It is! What's your agenda, bringing that in here?*
OWB00000579	What recursive behavior patterns are you talking about?
OWB00000580	It varies, according to the number and density of Lobotomites that have infected an area.
OWB00000581	In 43% of observed cases, two Lobotomites left alone will fight for dominance or inject bodily fluids into each other's orifices. Unsanitary.
OWB00000582	I have tried to observe more cases, but subjects seem unwilling to release bodily fluids in my presence.
OWB00000583	"Looping gesture of greeting?"
