WIL00000001	维儿
WIL00001802	维儿,跟着我,但别攻击任何东西好么?
WIL00001803	当然，我不需要成为英雄
WIL00001804	我想让你离开这儿,找个安全的地方呆着,快!
WIL00001805	好的 注意安全！
WIL00001806	好吧，我已经收到你的回信
WIL00001807	现在走吧  我想让你回到我身边
WIL00001808	没有我宁愿成为的地方
WIL00001809	现在走吧   我想让你回到我身边
WIL00001810	我需要你继续战斗!立刻!
WIL00001811	好的 我支持你
WIL00001812	...
WIL00001813	没什么,我只是觉得你可能想谈谈自己的困难.维儿有嘱咐过我你不爱说话
WIL00001814	当然
WIL00001815	咱们谈谈共同作战的技术问题,好吗?
WIL00001816	行吧
WIL00001817	你是在试着告诉我些什么东西么?你可是扭扭捏捏的跟我不清不楚各种暧昧很久了
WIL00001818	是的，我一直在调情
WIL00001819	你把这个弄得更复杂了!你知道我想要你,对吧!
WIL00001820	是的我知道  我有同样的感觉
WIL00001821	你必须明白我现在有多么喜欢你,不然的话,就让我说清楚吧,我.喜.欢.你.
WIL00001822	你做？ 我很高兴 你之前说过这样的话，你为我做了很多很好的事情，所以我希望你仍然这样做 但是，我不确定
WIL00001823	知道吗,自从你那个同意和我一起走的 .行.字出口以来我的脑袋里就只剩下你了!
WIL00001824	哦 也许我们应该为此做点什么 不久
WIL00001825	多快维儿?现在?因为我现在就想要那个,过来
WIL00001826	很快就已经很好了,但我想让你准备好.我会在这里等着,直到你下定决心来找我为止
WIL00001827	我准备好后我会来找你的，我保证
WIL00001828	是的,我依然很喜欢你.你想过来一下好让我告诉你我有多喜欢你么?
WIL00001829	是! 我一直在考虑这个很长很长的时间
WIL00001830	因为我一直在想这件事，所以我有时间为你设计一些特别的东西
WIL00001831	我想在私密的地方做 但是，你选择 我们应该在这里做还是去其他地方？
WIL00001832	我的确依然喜欢着你,非常非常.但我想要你来找我,当你准备好的时候我会在这里的
WIL00001833	我准备好后我会来找你的，我保证
WIL00001834	你是打算就这么永远骚动下去,还是把这种骚动变成更真实点的东西?
WIL00001835	我还没准备好 当我是我会来找你，我保证
WIL00001836	好吧,咱们做点什么.过来...让我告诉你我有多么想要你..
WIL00001837	咱们去别的地方,来
WIL00001838	情人，带路
WIL00001839	维儿你可以为我跳支舞么?
WIL00001840	是的，对你而言，任何事情
WIL00001841	能直接跳过跳舞那部分么,维儿?我不太喜欢等待啊.
WIL00001842	当然，亲爱的，无论你想要什么
WIL00001843	你能经常唱歌给我听么?
WIL00001844	当然！ 我喜欢！
WIL00001845	好没问题
WIL00001846	我希望你不要经常唱歌
WIL00001847	咱们的处境不太妙,维儿,这是场真正的考验,准备好
WIL00001848	好吧
WIL00001849	哦，好的
WIL00001850	看你自己 事情会变得很棘手，你可能会受伤 (不重要的)
WIL00001851	我有一份特别的礼物给你.
WIL00001852	你会怎么做?一份礼物!我爱的礼物!
WIL00001853	又是一只特殊的泰迪熊.叫做泰迪熊汤姆麦克泰德.
WIL00001854	哦,谢谢!这是一种高质量的收藏品
WIL00001855	额,又一只特殊的泰迪熊.她的名字好像叫美人.
WIL00001856	哦,谢谢!这是一种高质量的收藏品
WIL00001857	有找到了一只不一样的泰迪熊.他叫泰迪熊Cy
WIL00001858	哦，谢谢！这是一个质量收藏
WIL00001859	又一只泰迪熊,他好像还是个士兵.他叫泰迪熊PVT
WIL00001860	哦，谢谢！这是一个质量收藏
WIL00001861	又一个不一样的泰迪熊.他的名字是:泰迪熊Golf R.
WIL00001862	哦，谢谢！这是一个质量收藏
WIL00001863	这是个挺不同的泰迪熊,他也有个名字.好像叫做: Plush E.
WIL00001864	哦，谢谢！这是一个质量收藏
WIL00001865	这是个挺特别的泰迪熊,他好像还有个名字,好像叫:泰迪熊S.W.
WIL00001866	哦，谢谢！这是一个质量收藏
WIL00001867	我想租一间豪华版的房间.
WIL00001868	嗯，我认为那是个好主意 我会给你一个很好的统一费率，你可以在你喜欢的地方停留多久 直到旺季来临。听起来不错吧？
WIL00001869	这儿是150瓶盖.
WIL00001870	我很高兴你能和我们住在一起
WIL00001871	我现在拿不出150瓶盖.
WIL00001872	那么没有什么值得惭愧的  我们每时都有钱麻烦
WIL00001873	当你负担得起的时候你就回来了，那个房间都是你的
WIL00001874	别介意
WIL00001875	哦  好吧，好吧
WIL00001876	我想租那间在尽头的豪华房间.
WIL00001877	好主意啊
WIL00001878	这是150瓶盖.
WIL00001879	太好了!这是你的了.
WIL00001880	我现在还拿不出150瓶盖.
WIL00001881	还需要别的什么吗？
WIL00001882	别介意
WIL00001883	还需要别的什么吗？
WIL00001884	维儿,你想到我上面来么?
WIL00001885	是的，我..耶，我想我是
WIL00001886	是的,我想尽全力帮助他.
WIL00001887	我只是搞不懂,为什么你这么相信他.
WIL00001888	我对和你一起的旅途已经深感厌倦了.你为什么就不离开我呢?
WIL00001889	你,你想让我走吗?
WIL00001890	是的,而且是永远.(维儿离开莫哈维.你再也没法找到她了)
WIL00001891	好!另外fuck♂you.我马上就离开另外而你这辈子再也别想见到我了!
WIL00001892	是的,回家去吧,我晚些时候会和你会合.
WIL00001893	好吧,咱们晚点见
WIL00001894	不,但是我不想听到你老是抱怨军团.
WIL00001895	我很抱歉,我告诉过你我并不是很想和凯撒打交道.别忘了我爱你,行吗?这是我现在在这儿的原因
WIL00001896	不,我希望你和我呆在一起.
WIL00001897	我正好也是这么想的.
WIL00001898	好吧,我的确这么打算.你跟着我,我跟着他.这就是未来的计划.
WIL00001899	好吧,但是别忘了我爱你,这才是我留下的原因.
WIL00001900	是的,为什么?
WIL00001901	我不想与此有任何关系  杀死试图杀死我们的人是一回事，但要冷静下来......
WIL00001902	我打算暂时退出这个任务.我会在家里等你.
WIL00001903	不.
WIL00001904	哦，好的
WIL00001905	狩猎?
WIL00001906	是的,大部分是蜥蜴.这就是我爸爸在我刚刚能拿起武器的时候就教了我如何射击.他希望能把我们训练成猎人.
WIL00001907	他不想一个人把旅馆的打猎的事情全包了,所以他希望我们这些小孩子能帮上他的忙.
WIL00001908	我其实不是非常喜欢打猎啦,我更喜欢呆在旅馆里帮我妈妈做事,所以这就很自然的成了我的工作.
WIL00001909	不过我爸爸的想法最后还是实现了,我的两个哥哥山姆和迪安把打猎的事情包了.
WIL00001910	你其他的兄弟们呢?
WIL00001911	瓦尔是一名医生，查克是一名商队护卫，还有我的小弟弟鲍比？ 他可能在大部分时间都处于无用状态
WIL00001912	你自己一个人旅行的时候曾觉得孤独过么?
WIL00001913	是的，尽管我并不孤单，但我确实  我曾希望遇见特别的人  也许有人想在旅途中跟我一起来
WIL00001914	或者，也许有人会喜欢我，想让我和他们在一起  但即使我在过去的两年中与很多人见过面，
WIL00001915	我在爱情和友谊方面一直不走运
WIL00001916	我很抱歉.我确定有一天那些都会来到的
WIL00001917	是吗？ 但愿如此
WIL00001918	也许运气来的比你想得还要快呢
WIL00001919	是嘛?你真这么想?
WIL00001920	呃?抱歉,远处有什么东西在动..你刚才说什么??
WIL00001921	哦，没关系  我只是散漫  这并不重要
WIL00001922	你客气了
WIL00001923	所以你认真的让我和你一起留在莫哈韦沙漠吗？
WIL00001924	恩,非常认真
WIL00001925	这对我来说意义重大  谢谢
WIL00001926	这对我来说意义重大  谢谢
WIL00001927	我爱平房   这让我想起了家  我知道我会在这里很开心
WIL00001928	是的，我非常
WIL00001929	当然,如果你想留下的话也没问题.我很乐意有你分享我的屋子
WIL00001930	谢谢
WIL00001931	谢谢
WIL00001932	我爱平房  这让我想起了家  我知道我会在这里很开心
WIL00001933	当然  如果你想留下来，我会很好  我很乐意让你和我分享我的房子
WIL00001934	有你在身边陪着一起旅行真是轻松了不少呢
WIL00001935	哦. 非常感谢
WIL00001936	谢谢
WIL00001937	我爱平房  这让我想起了家  我知道我会在这里很开心
WIL00001938	当我们一起旅行时，在这里你会让我更容易
WIL00001939	你似乎并不介意回到这里 但是，如果我被枪杀，埋葬，并在某处死去，我不认为我会回去
WIL00001940	你要告诉我你埋在哪里？ 哦，对不起，我可以说更好  我只是很好奇
WIL00001941	我想去看看切特，并在我们来这里时做一些购物
WIL00001942	如果我们要去见切特，我需要借一些帽子
WIL00001943	想把我从堆满食物的沙龙餐桌旁拉开?你最好有个好理由
WIL00001944	想去沙龙里喝一杯么?桑妮肯定会喜欢这么做的.
WIL00001945	这是个不错的小镇,但是你知道缺了什么吗?一个汽车旅馆.在旅馆里一切事情都会更好.
WIL00001946	等待，仰望星空 希望我能赢回你的爱
WIL00001947	*哼*
WIL00001948	没有你我是那么的忧伤，我们的爱是真实的，然后你发现了一个新的人。
WIL00001949	*哼哼*
WIL00001950	就像一个家伙曾经说过的，那不是一脚踢在脑袋上。
WIL00001951	他把你埋在墓地里 哎哟
WIL00001952	在这儿我可不想一个人游荡.我可能会因此死去,或者更糟.
WIL00001953	哼,如果这个营地展示了什么的话,那便是凯撒的兽性,我一直听说他是简直是一只野兽.看看这地方啊.
WIL00001954	那些可怜的女孩
WIL00001955	很难说我喜欢他们对待他们夫人们的方式
WIL00001956	在这我可不会"拿走"任何东西....这些变态还有钉在十字架上?我可不想惹到他们
WIL00001957	*紧张的呼吸声*
WIL00001958	只要规规矩矩的忍受一会,我就能离开这儿回到大路上了
WIL00001959	哇！ 看看那些腿！ 啊! 但他只是一个奴隶 - 我迫不及待要离开这里
WIL00001960	你懂的,如果我要造一个要塞,那我第一样要布置的东西就是十字架和钉在上面的死人.他们是那么的"热情好客"
WIL00001961	一个月?有那么久了么?
WIL00001962	是! 我们已经在一起了一个月，我有一个礼物给你庆祝！
WIL00001963	那么，我们已经封锁了友谊已经有一个月了！ 我有一个礼物给你庆祝！ 我希望你喜欢它！
WIL00001964	谢谢你，维儿
WIL00001965	这有点老土，很浪漫
WIL00001966	希望你会喜欢它，因为我希望你每次都能想起我，记住:
WIL00001967	你握着我的心，我非常爱你
WIL00001968	谢谢你，维儿
WIL00001969	别客气  我希望你喜欢它
WIL00001970	我们马上就要去结束这一切么?我指去胡佛大坝上战斗.在你走之前我有话想对你说.
WIL00001971	这儿,给你这个小玩具马.我看到这个的时候就觉得你会喜欢它的.
WIL00001972	啊,这个太赞了!太感谢你了!
WIL00001973	我不清楚我们到底还能不能够回来,维儿. 看着办吧.
WIL00001974	哦，好的
WIL00001975	这是给你的.一个带蕾丝边的泰迪熊.
WIL00001976	谢谢,这很特别.我非常喜欢.
WIL00001977	看这个!这是一只迷你版的泰迪熊!
WIL00001978	谢谢,这很特别.我非常喜欢.
WIL00001979	给你这个,一个红色的烤面包机.你喜欢么?
WIL00001980	谢谢,这很特别.我非常喜欢.
WIL00001981	给你,这是一瓶子香水.我希望你会喜欢.
WIL00001982	谢谢,这很特别.我非常喜欢.
WIL00001983	看!这是一个巨大的熊猫抱熊
WIL00001984	啊! 太棒了！ 非常感谢！
WIL00001985	给你这个,这是个夕阳沙士的花园矮人.我希望你能收着它.
WIL00001986	谢谢,这很特别.我非常喜欢.
WIL00001987	具体说说看?
WIL00001988	好吧,你这个油嘴滑舌的家伙,我会这么做的.说不定对我们两个人来说会很有趣呢.我希望你知道我只会为你一个人这么做.
WIL00001989	我有一份特别的礼物要给你.我认为你会喜欢这个的!
WIL00001990	一个礼物?会是什么呢?
WIL00001991	我有一个特别的礼物给你  我想你会非常喜欢这个！
WIL00001992	当然,我会给你些瓶盖的
WIL00001993	谢谢！
WIL00001994	抱歉维儿,现在不行
WIL00001995	哦  好的
WIL00001996	在这里，当你和他一起走的时候，这可能会有帮助.这取决于你，但我觉得谈话有时比发牢骚好
WIL00001997	这里简直就是我梦想中的地方:酒鬼,光柱,妓女.太完美了
WIL00001998	知道吗,维加斯是我来到这片大沙漠的唯一理由.这么多年来我一直不断的听到有关他的故事
WIL00001999	我们要去赌场，不是吗?
WIL00002000	这灯光真赞
WIL00002001	有兴趣带我去赌场喝一杯吗?这可能是有趣的
WIL00002002	来吧，让我们找点乐子.你说什么?我们去喷泉那儿跳吧
WIL00002003	我简直不敢相信,你居然停在了自由之城这个烂地方.真是让我伤心.我希望我不用担心你会对我做点什么(和谐)的事.
WIL00002004	嘿，想去喝一杯吗?我很渴，卡斯总是可以喝更多的威士忌
WIL00002005	每个人都在谈论你，你注意到了吗?也许他们不知道是你干的，但他们是在谈论豪斯先生
WIL00002006	如果维罗妮卡得到一件衣服，我也想要一件.或者是新鞋或新帽子.我不知道，漂亮的东西.好吗?
WIL00002007	嘿，你听到了吗?有人说凯撒死了.你是个英雄，就像我告诉你的那样!
WIL00002008	怎么样,布恩?趁我们还在赌城赶紧去找点乐子吧.
WIL00002009	*紧张的呼吸声*
WIL00002010	哼
WIL00002011	维儿,你有考虑过换件衣服吗?
WIL00002012	改变我的衣服吗?你知道我杀了用来做夹克的壁虎吗?我觉得这很特别
WIL00002013	的确是这样,另外我确信NCR可以取得胜利.
WIL00002014	你知道，我从来没有因为卷入这场战争而感到兴奋，但在我们看到的一切之后……
WIL00002015	把军团赶出莫哈韦是正确的事.如果我死了，做这件事，那是值得的.
WIL00002016	是的,我不想让军团或者是NCR染指莫哈维.一个真正独立的,真实的新维加斯.
WIL00002017	我从未对卷入这场战争感到兴奋.但是，我决心支持你.我会不惜一切代价
WIL00002018	我从未对卷入这场战争感到兴奋.但是，我决心支持你.我会不惜一切代价
WIL00002019	我承诺.我想豪斯先生是莫哈韦的正确选择
WIL00002020	让我们希望不用走到那一步吧.
WIL00002021	哦,我做!我不想死.但是我想和你谈谈这种可能性
WIL00002022	你指和NCR作对么?
WIL00002023	是的，这对我来说很困难，但是在我们看到的一切之后?我同意，他们不应该在这里
WIL00002024	但是，这不是我想跟你说的
WIL00002025	不,我还没决定那事你用不着担心那个,另外你为什么问我这个?
WIL00002026	我来自NCR!我不想让他们开枪，我也不希望他们向我开枪!
WIL00002027	我的天啊，如果家里人知道我在和NCR抗争，他们一定会对我发火的!
WIL00002028	是的,我的确在这么做,为什么这么问?
WIL00002029	我来自NCR!我不想让他们开枪，我也不希望他们向我开枪!
WIL00002030	我的天啊，如果家里人知道我在和NCR抗争，他们一定会对我发火的!但与此同时，我也看到了事情的发展
WIL00002031	而且，NCR可能不属于这里，我相信你，但我真的不想卷入这场战争
WIL00002032	…请告诉我一切都会好起来的，我不是坏人
WIL00002033	维儿,你需要喝一杯!让我帮你开一瓶酒吧.
WIL00002034	是的!喝一杯.做一下。我有没有告诉过你我喜欢威士忌?
WIL00002035	维儿,所有的事情都会好起来的而且我清楚的知道你并不是一个坏人.
WIL00002036	谢谢你！我…我只是想听听.你如此甜美.我的父母!一想到他们，我就心烦意乱
WIL00002037	维儿,我们有时候的确得做一些艰难的选择,但这次是你的选择.我不能替你来决定.
WIL00002038	哦，好的
WIL00002039	不,我只是和他们一起工作一会,为什么这么问?
WIL00002040	是的,为什么?
WIL00002041	嗯，我对卷入这场战争并不感到兴奋，我希望我们不需要这样做
WIL00002042	我甚至不需要这么说，但如果我们要介入的话，我宁愿为NCR而战
WIL00002043	那个,没错..我的确发现那很有挑战性,,,所以求你停下吧...谢谢啊!
WIL00002044	好吧
WIL00002045	你该问问维罗尼卡能否训练你.她就喜欢拿着些东西捅来戳去的.我打赌她能做的很好
WIL00002046	我现在就去问她
WIL00002047	是的,我肯定.
WIL00002048	好吧，我会努力表现的.不过,它会很难.我真的不喜欢她
WIL00002049	你为什么像个雕塑一样的戳在这儿?咱们赶紧走吧!
WIL00002050	对不起!
WIL00002051	辐射!好极了.
WIL00002052	你在干什么?辐射!真是个大麻烦
WIL00002053	呃，有点担心.我开始发光了吗?
WIL00002054	所以，你知道，我一直想知道当一个食尸鬼会是什么感觉……嗯，我想我们很快就会知道的
WIL00002055	你的腿？
WIL00002056	你能帮我看看吗?我不认为这是治愈的权利.这仍然困扰着我很多
WIL00002057	当然，我会给你看看。
WIL00002058	...
WIL00002059	不，我觉得我做不来。
WIL00002060	哦，好的
WIL00002061	应该这样做。
WIL00002062	非常感谢！
WIL00002063	好的,来吧
WIL00002064	好极了
WIL00002065	等等,现在不合适,晚点再说吧
WIL00002066	好吧
WIL00002067	我实在不怎么喜欢她,抱歉
WIL00002068	哦，我弄错了..，我还有别的你想要的.这里
WIL00002069	你想看看我的收藏品吗?我一直在谈论它，但还没有给你看
WIL00002070	用不着害怕,维儿.有我保护着你呢.
WIL00002071	这让我感觉好多了，但我也很担心你
WIL00002072	如果你想和我在一起，我会来的
WIL00002073	你想抓点吃的么?
WIL00002074	哦，这主意不错
WIL00002075	你来吗？一个人吃东西无聊死了
WIL00002076	当然!我总是饿
WIL00002077	去他的,我想让你跟我一起去看看他们会做些什么
WIL00002078	好吧.我们把这件事做完.希望我们能从这个自由和充满活力的世界中解脱出来
WIL00002079	当然,你为什么不在这里等我会儿呢
WIL00002080	好的,我会的.果这是你想要的，我很乐意和你一起去，但老实说，呆在这里是一种解脱
WIL00002081	只要现在不去那里就可以先不用管这些事儿了
WIL00002082	*紧张的呼吸声*
WIL00002083	在这里我会管好自己的手.就算是一个好东西孤零零的躺在那儿我也不会顺走他它,他们需要一切可以利用的东西.
WIL00002084	我很高兴我们在这里帮忙
WIL00002085	嘿，你没事吧?
WIL00002086	这里都是NCR的士兵,你知道的,我在这里感觉很好
WIL00002087	你只是嫉妒了吧!
WIL00002088	当然我!
WIL00002089	不,我不是.我不喜欢她，我很关心你.是一个婊子!
WIL00002090	你嫉妒!
WIL00002091	嗨,大骑士!怎么了什么?
WIL00002092	嗨，少校，很高兴见到你
WIL00002093	奈特少校,你今天过得怎么样？
WIL00002094	听着，我不喜欢在这里，我不相信凯撒
WIL00002095	我认为我们不应该进去.不是个好主意
WIL00002096	嗨,我是维儿看来我们要花很多时间在一起了
WIL00002097	我赌五毛你会想你的大恐龙的.....oh,oops.(大概是维儿想活跃气氛结果冷场了吧）
WIL00002098	如果你现在可以做任何事情，那会是什么?我洗澡.起来不错,不是吗?
WIL00002099	你认为你还会再婚吗，布恩?也许有孩子吗?你会成为一个伟大的父亲
WIL00002100	你们渴了吗？我有一个额外的核子可乐如果你想要的话
WIL00002101	我很高兴你和我们在一起，布恩.你在一起我感到很安全
WIL00002102	你好，我叫维儿，看来我们要花很多时间在一起。我希望我们能成为朋友
WIL00002103	好的.
WIL00002104	你打算继续与军团合作，还是已经结束了？
WIL00002105	你是个英雄！我为你感到骄傲！
WIL00002106	我和他们的事情到此结束了.
WIL00002107	我为你感到骄傲
WIL00002108	恩,我打算继续为他们工作.
WIL00002109	哦.
WIL00002110	不,为什么?
WIL00002111	总之,像我之前说过的,你用不着担心这个.
WIL00002112	好吧，我相信你
WIL00002113	这是混蛋！他在这里！
WIL00002114	哦，你真的不想和他睡觉！别让我看，好吗？
WIL00002115	我知道他穿着一件格子衫,所以我得在诺瓦附近找这样的家伙
WIL00002116	我看到了我们未来的诺瓦克之旅
WIL00002117	我知道他穿着一件格子衫,而且我听说他就在维加斯
WIL00002118	新维加斯!我们可以踢他的屁股，然后去看风景!
WIL00002119	我知道他穿着一件格子衫,仅此而已
WIL00002120	我会尽我所能帮助你的.真是个混蛋啊...呃,不是说你
WIL00002121	这是什么?
WIL00002122	这是什么?
WIL00002123	不,根本不是那回事.你不需要因为唱歌道歉的.我喜欢你唱歌的样子
WIL00002124	它是!我相信它可以帮助.我仍然需要我的帽子.过，我确实有另一个像它一样给你的
WIL00002125	我要你拿去试试，好吗?
WIL00002126	哦,别在意.我根本不在意.别让我打扰你
WIL00002127	嗯，说来话长.不知道我想告诉你，或者你想听
WIL00002128	哦,我还以为你会很亢奋呢
WIL00002129	好极了
WIL00002130	不，我不讨厌，我喜欢你唱歌的样子，我希望你经常唱一下
WIL00002131	好吧，做你想做的.是，如果我是你，我会试试这顶帽子
WIL00002132	哦,拜托了,维儿我们可是最好的朋友啊.告诉我把.
WIL00002133	这一切开始在我离开家之间.原来我并不是打算一个人来新维加斯的.我最好的朋友贝茜,应该和我一起旅行的.
WIL00002134	我们用了几个月来准备好出行.我爸爸帮我做了这一对无线电,我们收拾了所有能收拾的装备,我们也和商队护卫约好了路程.
WIL00002135	然后事情就开始出岔子了.
WIL00002136	其中的一个商队发生了什么事了么?
WIL00002137	布莱恩,这个我们聊到过的守卫,似乎喜欢上了贝茜并且开始和她见面.她从来都没告诉过我这个.
WIL00002138	然后我继续聊了聊我们的旅程,制定了一个计划并且准备好出发了.但是在我们打算启程的两个星期前,贝茜消失了.
WIL00002139	<叹气>她直接就消失了
WIL00002140	她逃走了并且离开了你?真是件可怕的事啊!
WIL00002141	是的,我遭受了不小的打击.我们两个都是小毛头的时候她就是最好的朋友.我简直不能相信她连再见都没说一声就走了.
WIL00002142	她和布莱恩已经出发离开这儿了不是么.
WIL00002143	是的,她和布莱恩随着另一条商队路线离开了.
WIL00002144	所以,你做了什么?
WIL00002145	我决定追上她,这大约花了我一个星期的时间来准备,准备完之后我立刻出发了.
WIL00002146	我知道这个叫布莱恩的家伙藏在哪里,所以我直接去了那儿,不过我到的时候他早已离开我也没有找到贝茜.
WIL00002147	这一顶帽子应该是她的,我们曾经觉得两人戴同样的帽子会非常有意思.
WIL00002148	但是,这顶帽子和原来的比变了很多.我给她的是一顶不错而且干净的帽子.
WIL00002149	但是帽子还没有被子弹或者蜥蜴完全毁了.
WIL00002150	你有新的食谱给我么?
WIL00002151	好的!这个已经完成了.我管它叫维儿的螳螂煲.这次新加的食材就是螳螂的腿啦.
WIL00002152	这些螳螂肉给整道菜带来了非常浓厚的韵味.尝起来棒极了.我觉得你会非常喜欢的.
WIL00002153	你还有新食谱要给我?你到底准备发明多少新食谱啊...
WIL00002154	我觉得这是最后一步了,但是在发明新食谱的时候我可找了不少乐子啊.
WIL00002155	另外,新食谱需要的食材收集起来会很"有趣",但是当你尝到它的时候绝对会觉得物有所值,所以弄几个大毒蜂的蛋给我吧.
WIL00002156	我知道,我知道,但是它尝起来非常美味啊.我管这个叫维尔的大黄蜂蛋卷.
WIL00002157	情况开始变得糟糕起来了J.T,做好准备,会很危险的(JT不死)
WIL00002158	汪，汪
WIL00002159	发牢骚.
WIL00002160	看你自己，J.T. 事情将变得艰难 你可能会受伤 （设置不重要）
WIL00002161	瞧,奇想小子蛋糕,你最喜欢的小点心之一
WIL00002162	谢谢
WIL00002163	我知道劳尔很喜欢吃甜食，他看起来很伤心，你会考虑把它给他吗?这对我来说意义重大
WIL00002164	我有一些口香糖给你
WIL00002165	谢谢
WIL00002166	我给你找到一些泡泡糖
WIL00002167	谢谢
WIL00002168	我找到了一些垃圾食品,你最想要的,对不?
WIL00002169	当然，我这样做 谢谢
WIL00002170	你有一只很棒的狗
WIL00002171	可能吧
WIL00002172	呃,好奇怪的回应.大多数人都为他们的动物伙伴感到骄傲.你是真的喜欢他的对么?
WIL00002173	行吧
WIL00002174	他聪明么?他看上去训练的很不错
WIL00002175	当然
WIL00002176	恩?怎么?
WIL00002177	我告诉过你，当我们开始一起旅行的时候，不会很长时间，但是我和你在一起很开心
WIL00002178	而且，你对我来说已经变得很特别了.把你当作朋友，实际上是最好的朋友，我不想离开你或莫哈韦
WIL00002179	那么，你说呢?我们应该让它正式吗?要我留下来跟你走吗?
WIL00002180	现在不是个好时机,维儿.晚点我们再做那个
WIL00002181	好的,但不要忘记
WIL00002182	你是不是有什么重要的事儿要告诉我?
WIL00002183	我告诉过你，当我们开始一起旅行的时候，不会很长时间，但是我和你在一起很开心
WIL00002184	而且，你对我来说已经变得很特别了.把你当作朋友，实际上是最好的朋友，我不想离开你或莫哈韦
WIL00002185	那么，你说呢?我们应该让它正式吗?要我留下来跟你走吗?
WIL00002186	当然,为什么不呢?完全没问题
WIL00002187	太棒了!我们将永远是最好的朋友!
WIL00002188	我非常想要有你在身边
WIL00002189	太棒了!我们将永远是最好的朋友!
WIL00002190	当然,你可以留下
WIL00002191	太棒了!我们将永远是最好的朋友!
WIL00002192	听到你妻子布恩的事，我很难过.果你想和某人说话，或者需要任何我想要帮助的事情
WIL00002193	布恩，我是在NCR出生和长大的;在克拉马斯语.猜你要保持安静，不要告诉我任何关于你自己的事情.吧?
WIL00002194	你的好,布恩.知道他们为什么要你在第一次侦察.果我们有机会，你可以给我一些建议吗?
WIL00002195	好吧，布恩，你太安静了.如果我向你承认我讨厌凯撒和他的军团，你会跟我说话吗？ 因为这是真的.我讨厌他
WIL00002196	我有一个惊喜给你,维儿!
WIL00002197	哦，它是什么？
WIL00002198	不是我的强项，但没关系
WIL00002199	也许有些时候
WIL00002200	这就是我最擅长的
WIL00002201	我们能完成那个.
WIL00002202	好吧,我想.
WIL00002203	瞧!我也试试当了一回破烂王,而且我搞到了50支铅笔给你.你再也不用担心了!
WIL00002204	哦,太谢谢你了!我真喜欢他们...我是我所得到的最好的礼物之一
WIL00002205	这让我想起了12岁的生日,当我最好的朋友,Bethie, 走遍了整个镇子给我找来了整整12瓶万能胶..
WIL00002206	这肯定需要很久才办得到.我真的非常感动.你真的不知道....天啊我太爱他们了
WIL00002207	啊,让过去的过去吧,你真是个好人
WIL00002208	汪~
WIL00002209	(死亡之主)你现在是个无比脆弱的目标,这就是为啥你需要一件更厚实更好的护甲.
WIL00002210	哦，好的
WIL00002211	(你是百合)我讨厌看到你的身体上留下任何伤痕,所以你需要一件更好的护甲.
WIL00002212	哦，好的
WIL00002213	(师奶杀手)维儿,你完美的躯体上的每个"零件"都太宝贵了.你需要件更好的护甲
WIL00002214	是嘛?你真这么想?
WIL00002215	是的,那才是我真正想要的
WIL00002216	好吧，再见。我不知道还能说什么
WIL00002217	不,抱歉抱歉..我不想你离开,请留下吧
WIL00002218	好吧,我会留下的.但别再这么神经了.我很不舍得离开你...
WIL00002219	是的,那才我真正想要的
WIL00002220	好吧,那么,谢谢帮我找到步枪,再见.
WIL00002221	不,抱歉抱歉..我不想你离开,请留下吧
WIL00002222	好吧,我会暂时留下
WIL00002223	那么,先告诉我看看你想让我做些什么?
WIL00002224	我想搞到足够的补给好让我能有整整一个月的咖啡喝..瞧,我都已经列了个单子准备好让你检阅了
WIL00002225	那么,你会帮我么?
WIL00002226	当然.等我搞到单子上的所有东西时我会再来找你的.
WIL00002227	好吧
WIL00002228	赶紧醒醒!我可不是你的奴隶
WIL00002229	我会再在这里呆一阵子,如果你改变主意的话
WIL00002230	我弄到所有你想要的材料了
WIL00002231	哇,瞧那个,太棒了!好吧,我猜你的确是认真的,那么我会像我所保证的那样跟着你的.
WIL00002232	很好,我只是顺道过来看看你是不是还在这里
WIL00002233	当然,我还在这里..我还没那个运气碰到另一个可以一起旅行的人..
WIL00002234	这地方可真华丽啊.
WIL00002235	这个,额,套房看起来不像这样实在是太可惜了.
WIL00002236	我准备好了,亲爱的.
WIL00002237	你能帮我做些事儿么?
WIL00002238	行吧
WIL00002239	停止战斗.
WIL00002240	好吧
WIL00002241	把所有的蜥蜴肉都拿走.
WIL00002242	谢谢
WIL00002243	<关闭辐射提示并且摘下面具>
WIL00002244	...
WIL00002245	...
WIL00002246	<关闭辐射提示并且摘下面具>
WIL00002247	维儿，来这儿
WIL00002248	行吧
WIL00002249	我爱你
WIL00002250	我爱你
WIL00002251	我知道.我也爱你.
WIL00002252	过来过来，亲一下
WIL00002253	哦，我喜欢这个主意！
WIL00002254	哦，随时随地，宝贝
WIL00002255	我找到个东西，送给你吧。我感觉这很特别。
WIL00002256	非常感谢！
WIL00002257	我有一个惊喜给你！还记得我像维罗尼卡的漂亮衣服吗？
WIL00002258	没错！你也会给我嘛？
WIL00002259	我有一个新的衣服给你，如果你穿一下。我相信会更好看。
WIL00002260	听起来不错。来吧，试试.
WIL00002261	当然，先让我看一下，好吧
WIL00002262	我有东西给你。我一看见它，马上就想到了你。
WIL00002263	谢谢.你太体贴啦
WIL00002264	我希望你吃饱了。我准备走了。
WIL00002265	好吧
WIL00002266	这正是我需要的
WIL00002267	是的，在我这，过来
WIL00002268	...
WIL00002269	好吧。就是它。
WIL00002270	当然。在这里。
