FO300000001	.32手枪
FO300000512	哟。听说你对枪战很在行。
FO300000513	作出决定了吗？
FO300000514	看在上帝份上，你来时的响声能把死人都吵醒！
FO300000515	准备好，变种人来袭了！
FO300000516	我等不及要将《独立宣言》纳入协会的收藏中了。
FO300000517	我很看好你！
FO300000518	你有什么精美的文物带给我？
FO300000519	你决定永垂史册，拿着《独立宣言》荣耀而归了吗？
FO300000520	很高兴见到你。我是亚伯拉罕·华盛顿。首都保护协会的馆长。
FO300000521	如果你有时间，来看看我们的展览吧。
FO300000522	抱歉，现在很忙。到博物馆来找我。
FO300000523	很令人印象深刻的收藏品，不是吗？别客气，到处看看。
FO300000524	我能帮你什么吗？
FO300000525	没有学生可以不用通行证就进入天堂。来访者必须在管理处登记。
FO300000526	终于！自由了！
FO300000527	我必须离开这！
FO300000528	求求你！救救我们！
FO300000529	何苦呢？
FO300000530	即使我们逃了我们又能去哪呢？我们只能死在废土。
FO300000531	我的神智混乱了！给我他妈的滚出去！啊啊啊啊！
FO300000532	你看不见？！他们都死了！都是我的错！
FO300000533	明明有我帮忙，你还笨到自己去拿那个设备，不过就这样吧。
FO300000534	恐怕我们该在这分开了。我会找到办法离开这，别担心。
FO300000535	或许我们会在废土的某地再见。
FO300000536	嗯？这是什么？
FO300000537	按照承诺，这是伊甸园创造器。我希望它对你有用。
FO300000538	恐怕我们该在这分开了。我会找到办法离开这，别担心。
FO300000539	或许我们会在废土的某地再见。
FO300000540	你的勇敢令我惊叹。伊甸园创造器对你肯定很重要。
FO300000541	我建议你在辐射区外等我。
FO300000542	跟着我，无疑会使你非常危险，我的傻朋友。
FO300000543	好。你待在这。门那边的走廊和房间充满辐射。
FO300000544	我会立刻拿到箱子回来。注意四周，我的那些低能兄弟会想方设法阻挠我们。
FO300000545	你需要什么？
FO300000546	现在，轮到我执行约定了。跟着我。
FO300000547	有些不对劲？这门看来仍旧锁着。
FO300000548	听着，我们都知道你来这是为了拿伊甸园创造器。为什么我们不停止猜度而选择合作呢？
FO300000549	不可能！
FO300000550	要么就是你是认真的，要么就是我快疯了。
FO300000551	你真是个纯种人类吗？
FO300000552	这么快就回来啦？现在干嘛？傻傻地看着笼中困兽？
FO300000553	你得到了杀死齐默的许可。我们的人不会干涉。有问题吗？
FO300000554	齐默已经死了。我知道，现在他成为了我逝去的记忆了。
FO300000555	又是你？你最好别打算让我相信自己是个机器人。我警告你。我不会容忍你的胡言乱语。
FO300000556	我现在有点忙。有问题吗？
FO300000557	没什么可谈的。现在，快走开。
FO300000558	只要你找到我的财产，我就能离开这贫民窟了。不过我纳闷你们这些人是怎么活下来的？
FO300000559	整天站在那说废话，是无法让你帮我追踪到我的人造人的，不是吗？
FO300000560	什么？！
FO300000561	啊，我相信你已经重新考虑过，并愿意帮我追回我的人造人。
FO300000562	没时间和你这种乡巴佬聊天。
FO300000563	你怎么不去纠缠兄弟会什么的？
FO300000564	嗨，乡巴佬，你不是应该在和那些石块还是什么东西交欢嘛？
FO300000565	你最好不要得寸进尺。
FO300000566	警惕这些原住民。
FO300000567	尤勒基想要的四个重要目标人物都死了。好极了。干得好。我确定你与那有关。
FO300000568	好吧，如果你想要继续分到佣金，那就继续按我的方式抓来奴隶。但我不能担保你成为天堂成员。
FO300000569	谢谢你，我们终于抓住那阻击手阿肯色并给他戴上了项圈！你不知道有多少好手在他手里入了土。
FO300000570	我真不想卖掉他，这样我们才能折磨他。用他来练习打靶或做其他事。呵呵呵。
FO300000571	给你另一个项圈。继续努力让私货来得源源不断，很快你就会变得富有。
FO300000572	见鬼，你是怎么拿下“高炮”弗莱克，并给他戴上项圈的？我很惊讶你还活着！
FO300000573	可是我们要密切注意那家伙。他很了解我们的系统。
FO300000574	他出卖了我们才进入铆钉城。我们永远不会忘记。现在我们要让他也永远忘不了。
FO300000575	这是另一个项圈。继续努力赶猪，瓶盖会多到你花不掉。
FO300000576	我在这等着抓瑞德很久了，我对她有些特殊想法。
FO300000577	拿着另一个项圈，继续努力抓那些狗崽！
FO300000578	苏珊认为她拍拍屁股就能走人？让她看看结果多么不同，对吧？
FO300000579	现在她被戴上了项圈，就会重新考虑是否要切开我们的喉咙了！我们得想出点特殊待遇招呼她。
FO300000580	给你另一个项圈。欢迎加入我们的小买卖。
FO300000581	站住。堕落天堂只允许从事奴隶买卖的人进入。而我来决定什么是奴隶买卖。
FO300000582	你不是真的以为你能潜入堕落天堂，对吧？
FO300000583	又是你？你想干嘛？
FO300000584	见鬼，你想要干嘛？！你想找死吗？
FO300000585	我看上去像是想要成为你朋友的人吗？你是傻瓜吗？为什么还跟着来？你早就可以滚了！
FO300000586	除非，你改变了主意？你想接受我提供的工作吗？
FO300000587	你又来了？！你想找死吗？
FO300000588	对不起，或许我说得不够清楚。滚。去。走。离开。你不属于这。再见。别让门夹到你屁股。
FO300000589	你聋了吗？见鬼，滚出去。你不属于这镇。
FO300000590	我想我告诉过你让你滚。我说了，对吧？所以滚吧。
FO300000591	排除协议KL-001生效。脱离语音参数。
FO300000592	是的，雇员？在这美好的日子里我能帮你什么？
FO300000593	你好，雇员。我不觉得我们见过面。我是你的工头，麦洛。很高兴认识你。
FO300000594	请给我你的职称还有雇员注册号，便于我在的存档记录中查询。
FO300000595	你好，雇员。我还是没有你的职称或者雇员证明记录。
FO300000596	请给我你的职称还有雇员注册号，便于我在的存档记录中查询。
FO300000597	这次你要什么？又来耍我？
FO300000598	如果你有核子可乐量子版，我就有印有你名字的瓶盖！
FO300000599	拜托，告诉我你有些好东西。我需要核子可乐量子版！
FO300000600	哦！我希望你有核子可乐量子版！
FO300000601	天啊！天啊！天啊！天啊！你找到核子可乐量子版了吗？
FO300000602	哦！你要些别的吗？
FO300000603	那你怎么看？你会接受我的提议吗？
FO300000604	在我给你小提议之前，让我先稍微介绍下核子可乐量子版。
FO300000605	你准备听我说了？我有个小提议。
FO300000606	但在我开始前，让我先稍微介绍下核子可乐量子版。
FO300000607	坚持。参观还没完。耐心点。你离冰镇核子可乐仅一步之遥！
FO300000608	我是塞拉·派屈维塔。很高兴在梁影村见到新面孔！
FO300000609	我猜，你是来这看我的核子可乐收藏品并顺便参观的吧？
FO300000610	你准备好来参观我的收藏品了吗？
FO300000611	让我走，美人。我要给我们拿些量子版核子可乐！
FO300000612	我想，给我带些核子可乐量子版？
FO300000613	我的出价依然有效。给我量子版核子可乐，我付你钱。
FO300000614	嗨，伙计。你在塞拉的地盘干嘛？
FO300000615	你是谁？是什么风把你吹到我们这块小天堂的？
FO300000616	我和你也没什么要讲的，除非你愿意听我说说。
FO300000617	谢谢你对我们的帮助，毛人，作为一个毛人来说你真不错。
FO300000618	我们现在得回家了。你小心，好吗？
FO300000619	伙计，真了不起，你真勇敢，毛人！
FO300000620	我们在这能搞定，没问题。但小心你的背后，那些混蛋奴隶贩子可不会忘了你。
FO300000621	谢谢你帮我们逃出来，毛人。我们现在得回家了。
FO300000622	如果我是你，就不会再想回到这。这些家伙不会忘了你的，你知道吗？
FO300000623	如果你搞定了，就到外面来找我们！
FO300000624	如果你搞定了，就到外面来找我们！
FO300000625	如果你搞定了，就到外面来找我们！
FO300000626	哎呀，毛人！这太疯狂了！
FO300000627	我们该逃了。如果你搞定了就到外面来找我们！
FO300000628	伙计，真是糟糕透了！别送了你的命，毛人！
FO300000629	我已经使栅栏系统短路，这样我们的项圈就不会爆炸。我打赌他们还没注意到。
FO300000630	我们离开这！
FO300000631	你打开了门，呃？好，我们离开这！
FO300000632	帮我打死那对混蛋毛人奴隶贩子，好吗？
FO300000633	伙计，你搞砸了。干掉他们，毛人！拿到那钥匙！
FO300000634	我想你决定按你的方式来，呃？
FO300000635	好，现在你已经搞定了。他们会竭尽所能杀死你，所以你最好先把他们都杀了。
FO300000636	从毛人老大或混蛋弗替那拿到奴隶栅栏门的钥匙。如果你能打开这门，我们就能逃出去。
FO300000637	哦 伙计，他们被你逼疯了！这些奴隶贩子很小气的！
FO300000638	你到底要不要帮忙？“松鼠”和佩尼还在里面呢。
FO300000639	好了，我想就这样了。谢谢你帮我们逃出来，毛人。
FO300000640	我们现在得回家了。如果路过，你可以来打声招呼。我叫镇长不要开枪打你，好吗？
FO300000641	好了，我想就这样了。谢谢你帮我们逃出来，毛人。
FO300000642	我们现在得回家了。如果路过，你可以来打声招呼。我叫镇长不要开枪打你，好吗？
FO300000643	不错，毛人。很不错。
FO300000644	我告诉过你我有万全之策。它成功了，对吧？如果你有什么需要，去小灯镇找麦迪，他会帮你。
FO300000645	谢谢，毛人。
FO300000646	谢谢你帮我们逃出来，如果有什么需要，尽管来找我们。
FO300000647	镇长会好好招待你的。我保证。
FO300000648	你帮我们逃出来了，呃？
FO300000649	我想，作为一个毛人来说你真不错。
FO300000650	呃，太感谢了。我们得赶快回家。
FO300000651	你想要点什么吗？甜心。
FO300000652	你想要什么？
FO300000653	谢谢你把我从那里救出来，我欠你一个人情。
FO300000654	现在你回那去确认佩妮的安全。如果可以的话，过段时间我会试着联系她。我需要保持低调。
FO300000655	谢谢你把我从那里救出来，我欠你一个人情。
FO300000656	听着，那还有些孩子。如果可以的话，你得帮他们也逃出来。但小心。
FO300000657	我需要保持低调。当他们发现我跑掉后，会来找我的。再次谢谢你。
FO300000658	我得找个安全的地方。
FO300000659	什么？
FO300000660	你到底是谁？
FO300000661	又是你。你在干嘛？
FO300000662	滚出去！要是他们看到我和你在说话，我就死定了！
FO300000663	罗瑞已经安全了吗？
FO300000664	你是帮过萨米和“松鼠”的那毛人，对吧？
