AID00098043	玩家上锁的物品
AID00098443	我们在一起创造那么多丰功伟绩！真是太有趣了！保重！
AID00098444	汉隆军士长真是该死。我从没想过他居然会这样做。
AID00098445	我从大使馆那边听说豪斯先生最近突然失去了音讯。你应该对此不知情吧？
AID00098446	你解决了凯撒，真是漂亮。这样一来，守住莫哈维就易如反掌了。
AID00098447	你见过那些从加州派过来的精英游骑兵了吗？那些小伙子的本事可不一般！
AID00098448	你成功阻止了刺杀！要是我的人能有你一半用心，没准我们一个礼拜就能打赢战争了！
AID00098449	看来总统身边的安保再怎么周全，对你而言也没什么用啊，臭小子？
AID00098450	你做出那种事，就该以死谢罪。
AID00098451	虽然我没投票给总统，但失去他绝对会严重挫伤我们的士气。
AID00098452	我刚听说第一侦察营被派到了纳尔逊。老天就是不想让我们得到增援，是不是？
AID00098453	后进生的演练成绩相当不错啊。这让我十分……怀疑。
AID00098454	我承认我服气了。后进生的表现远超我的预期。
AID00098455	我不明白后进生是怎么回事——虽然他们的准头依然在天上飘，但我从没见过他们的斗志如此昂扬。
AID00098456	好吧，他们的测试成绩虽然进步不大，但在团队合作方面似乎有了些起色。
AID00098457	啊，见鬼，又有什么事？
AID00098458	有什么可以效劳的？
AID00098459	你到底是来帮忙的还是来闲逛的？
AID00098460	见鬼了，看看这是谁来了！
AID00098461	噢，太棒了，我正嫌麻烦太少呢！
AID00098462	你他妈要干嘛？
AID00098463	你他妈要干嘛，贱崽子？
AID00098464	你他妈要干嘛，贱逼？
AID00098465	你回来了。还有什么事？
AID00098466	好了，大家都整装待发了。有什么建议？
AID00098467	好的，我们拿到了训练用手雷，课程也就绪了。我们准备好了。
AID00098468	队员间的默契似乎提高了不少。是个可喜的变化。
AID00098469	这些评估报告是怎么回事？得分也高得太离谱了！
AID00098470	感谢你的帮助，我觉得我们可以拿下全世界了！
AID00098471	我不知道拉兹给我们吃了什么，但是太他妈爽了！我觉得自己可以用牙咬死整个军团！
AID00098472	以前没见过你，士兵。
AID00098473	我们很少在营地见到平民。你是什么来头？
AID00098474	我听说汉隆军士长自杀了。这可真是……难以置信。你知道这件事吗？
AID00098475	我听说凯撒死了，我们由衷感谢你。干得漂亮。
AID00098476	我听说凯撒死了。也许战争很快就会结束了。
AID00098477	我有个朋友驻扎在麦卡伦——听说那儿有一辆列车被炸了。希望他没事。
AID00098478	广播说是你阻止了刺杀总统的刺客。干得不错。
AID00098479	刺杀事件之后，你在这转悠居然还没吃枪子，也够走运的。
AID00098480	你刺杀了总统之后，在这转悠居然还没吃枪子，也够走运的。
AID00098481	纳尔逊战役真是激烈。我很惊异我们的部队还能活下来。
AID00098482	自从金博尔总统遇刺之后，每个人都特别紧张。我不知道接下来还会发生什么。
AID00098483	飘零希望战役真是激烈。希望长官能好好慰问那些烈士的家属。
AID00098484	广播说有人横扫了纳尔逊和飘零希望营地。这可真吓人。
AID00098485	我本来不该知道这些的，但我听说他们把加利福尼亚的精英游骑兵都调过来对付军团了。
AID00098486	有传言说凯撒正在从亚利桑那纠集精英部队。我觉得我们很快就会连喘气的时间都没有了。
AID00098487	大批部队正在向胡佛水坝集结。真是壮观，对吧?
AID00098488	很高兴见到你，看样子你状态不错。
AID00098489	老兄，长官要是见到你在这里会发疯的。
AID00098490	善意的警告：最好和NCR的军事设施保持距离。你不受欢迎。
AID00098491	哇，大人物来看望我们这些小虾米了。有什么需要我效劳的吗?
AID00098492	你应该不会也是来干苦差事的吧？比如……你懂的……文书工作……
AID00098493	你是怎么安全到达这里的？
AID00098494	敢乱动这里的东西，我就把你的头砍下来插在棍子上。
AID00098495	离控制室和围场远点，不然要你好看，明白了吗？
AID00098496	看可以随便看，但不要碰任何装备。控制室禁止进入，围场也一样。
AID00098497	敢乱动这里的东西，我就把你的头砍下来插在棍子上。
AID00098498	离控制室和围场远点，不然要你好看，明白了吗？
AID00098499	看可以随便看，但不要碰任何装备。控制室禁止进入，围场也一样。
AID00098500	我看看你都带回了些什么。嗯，这些应该够用了。刚好够用。
AID00098501	好了。我们接下来要制作的东西，往来的旅行者都叫它治疗粉。
AID00098502	现在到营火那儿去，自己动手试一试吧。
AID00098503	你也就会打打靶子。
AID00098504	我敢说你肯定死无全尸。
AID00098505	注意点，外来者。
AID00098506	我专门留了一发子弹给你。
AID00098507	我能在一千码就发现兄弟会的间谍。就算是个美女都瞒不过我。
AID00098508	我不认为我们还有什么好谈的。
AID00098509	去吧。去找一个游骑兵过来。
AID00098510	我的工作是对进行情报分类和整理。这也是游骑兵该做的。
AID00098511	我不管那些小伙子小姑娘们怎么发牢骚，这份工作可不光是成天打枪子，或者狂喝威士忌。
AID00098512	我对你的敬意已经荡然无存。
AID00098513	NCR的敌人就是我的敌人。滚出我的视线。
AID00098514	该死的！别这么偷偷摸摸地靠近我。你想干什么？
AID00098515	嘿，你。你是刚来镇上的吧？
AID00098516	滚你娘的！我们没什么好说的了。
AID00098517	欢迎，孩子！你肯定花了不少力气才来到这里，对吧？
AID00098518	这五年来我一直都在等着能有一位外来者到访！
AID00098519	给老子滚远点。
AID00098520	你他妈是谁？我知道你不是囚犯。
AID00098521	你他妈在干什么？我们需要那些硫磺！
AID00098522	你把那些大蜥蜴消灭干净了吗？
AID00098523	啊，获得主人青睐的外来者。你确实和流言里说的一样狡猾。
AID00098524	很高兴见到你！我是托马斯·希尔丹博士，东部科工部的项目总管。我想你来这是为了22号避难所的事吧？
AID00098525	你好啊，朋友！再次看到你真是太好了。老板正在楼上等你呢，快上去吧！
AID00098526	多谢帮忙。我很想再给你一点别的活干，但眼下确实没有什么大事了。
AID00098527	我正帮亨利医生做实验呢，亲爱的。等会再来找我吧。
AID00098528	你应该去和布莱克或者爱丽丝谈谈，他们负责这里大部分与来访者相关的事务。
AID00098529	你应该去和布莱克或者爱丽丝谈谈，他们负责这里大部分与来访者相关的事务。
AID00098530	我从没近距离看过尸鬼。还是别看的好。
AID00098531	这东西受过管教吧？
AID00098532	我就喜欢你们这些大个子变种人。目标大，容易看见。
AID00098533	今天能到这里真的很荣幸。我真的很幸运。
AID00098534	我还年轻，不想死！
AID00098535	或许那个叫珍世邦的家伙根本就不是白痴。搞不好他其实是个天才。
AID00098536	等下次有空的时候我会去蛾摩拉的。
AID00098537	我非常希望能见金博尔总统。
AID00098538	不知道总统还会不会来，听说他这次差点丧命。
AID00098539	从新迦南来的摩门教商队前几天刚从这里经过。
AID00098540	如果你在找地方住，可以去21号避难所看看。
AID00098541	我听说过你的大名。
AID00098542	能在长街见到你真好。
AID00098543	我一直期待着能被派过河。
AID00098544	听说NCR和猫王帮握手言和了。这对自由城来说是个好消息。
AID00098545	听说军团正策划进攻胡佛水坝。幸好我不在那儿。
AID00098546	听说大汗帮卷铺盖离开了红岩峡谷。我一直以为他们会和NCR再打一仗呢。
AID00098547	我管好我的事，你管好你的。
AID00098548	我对你没什么好说的。最好继续走。
AID00098549	你需要什么？
AID00098550	我对你没什么好说的。最好继续走。
AID00098551	金博尔总统讲得真好。
AID00098552	别说话。金博尔总统正演讲呢。
AID00098553	你回来了？
AID00098554	等我回家了，我要告诉所有人我见过你。
AID00098555	上桌吧，看看你手气如何。
AID00098556	瓶盖快没了……
AID00098557	真不敢相信你干出了那些事，居然还能在长街这么理直气壮地溜达。
AID00098558	也许在长街另有人能帮你？
AID00098559	如果你不介意的话，我现在不想和你说话。
AID00098560	单轨列车是怎么被炸毁的？我告诉你，肯定是有人把厄运带到长街来了。
AID00098561	金博尔死了，不知道军团兵临城下还需要多久。
AID00098562	避难所的主人都被谋杀了。我还以为长街会很安全呢。
AID00098563	我喜欢这里，但我可不想一辈子都活在地下。
AID00098564	你能想象维持这个避难所的正常运转需要多少电力吗？
AID00098565	人们都在这住了几百年了，你能想象吗？
AID00098566	希望避难所的其他部分也能开放参观。
AID00098567	那个囚犯，就是本尼，不知怎么让他给跑了。
AID00098568	走开。
AID00098569	想不到啊，天启追随者居然还有人敢离开自由城。
AID00098570	这只狗一半是机器……但大脑还是狗的大脑。
AID00098571	真恶心。你和那玩意做朋友？
AID00098572	那台机器好像一个会飞的眼睛。我不喜欢它。
AID00098573	你是怎么让那个蓝色怪物听话的？
AID00098574	我见过那些畜生的真面目，真不懂你怎么能相信他们。
AID00098575	那些军团的禽兽就像害虫一样！他们应该被消灭。
AID00098576	你听说军团在纳尔逊被打败的事情了吗？我们正在收复失地。
AID00098577	只要能让大汗帮离我们的地盘远点，我才不介意怎么样呢。
AID00098578	我就知道豪斯会屈服的！联邦的第六个州，马上要成立了！
AID00098579	我敢打赌，就在我们说话这会，军方派来的精锐部队正在赶来的路上呢。
AID00098580	苦泉……这样的名字只会招来厄运。
AID00098581	等到那些恶魔帮不再烧杀抢掠的时候，我才能相信他们死光了。
AID00098582	早知道就赌我们会杀掉恶魔帮头目了。
AID00098583	不管我走到哪里，人们总在谈论总统遇刺的事。
AID00098584	豪斯已经不在了，我希望有人能打开幸运38的大门。
AID00098585	比起文明人，我想你更喜欢和无政府主义的邪教徒们打交道。
AID00098586	你觉得我会管你是哪根葱吗？
