DOD00000001	Howdy-do. Nice weather today.
DOD00000461	Last I heard, he was trying to set up his own business. Offered me a place, but I told him, I'm closer to 80 than 70. My killing days are done.
DOD00000462	What can you tell me about Tully?
DOD00000463	Could do worse for yourself, I'd reckon. Joe never struck me as the greedy sort. I figure he'd pay a fair wage for a job well done.
DOD00000464	I've actually done some headhunting for Tully.
DOD00000465	About as well as can be expected, given the circumstances.
DOD00000466	That is to say, not good. Too many ravening lunatics outside our wall, and too few of us to hold them off forever.
DOD00000467	How are things in Westside at the moment?
DOD00000468	Could be worse. Actually, way I hear it, you're the one behind that. I understand you cleared Maddie's little hit list. Good work.
DOD00000469	Granted, it was only three people. Objectively it might not make much difference, but trust me, morale is higher with wins like that.
DOD00000470	How are things in Westside at the moment?
DOD00000471	Well, now you're in for it. Best get ready to work yourself into an early grave, because there's a mountain of shit that needs to be done.
DOD00000472	Let's start off with something simple. Some Scorpion prick managed to waylay a courier that was supposed to bring us a crate of seeds.
DOD00000473	Our crops are keeping us self-sufficient, for the moment. So the more crops we can grow, the better. And we already paid for these seeds, damn it.
DOD00000474	So if you could jog over to Monte Carlo and retrieve the shipment, that'd be great. Good luck.
DOD00000475	Is there anything I can do to help out?
DOD00000476	Wait, that was you?
DOD00000477	I got a message from Tully saying that my contract had been completed, but he didn't really go into any detail beyond that.
DOD00000478	Well, thanks. Always trying to do my part to keep things orderly. Even if I have to pay out of my own pocket.
DOD00000479	Ryan O'Neill? Did you put a hit out on that Johnny Norton guy? Because I killed him.
DOD00000480	Wait, that was you?
DOD00000481	I got a message from Tully saying that my contract had been completed, but he didn't really go into any detail beyond that.
DOD00000482	I wouldn't have cared much if those inbred freaks kept to themselves, but no, they just had to attack travelers coming this way.
DOD00000483	Well, thanks for that. It's not the first contract I've paid for to try and keep order around here, and I expect it won't be the last.
DOD00000484	Ryan O'Neill? I think I attacked the Bodean family on a contract you took out.
DOD00000485	Seriously? You completed both of my contracts? Pretty fucking crazy luck, I have to say.
DOD00000486	Well, whatever. Anyone who makes a habit of using the old roads owes you a debt of gratitude.
DOD00000487	That Norton bastard was making all the smaller outfits skittish to go past Primm. Nutjob.
DOD00000488	And those inbred freaks went out of their way to murder people traveling north of us. Can't say I'll miss them.
DOD00000489	You the Ryan O'Neill that put out some contracts with Tully Headhunting? I completed both of them.
DOD00000490	Good. That should help us keep our people fed, and maybe make a little profit, too. Thanks for that.
DOD00000491	But, as anyone unfortunate enough to sign up for this militia knows, the work never stops. I got another job for you.
DOD00000492	I'll keep it simple. A little to the south is an old motel building. It's a short walk, don't worry. I just can't leave my post, and all that.
DOD00000493	There's a woman named Luisa living in there, along with her husband, Hector. I need you to get her up and escort her over here, to me.
DOD00000494	See, Hector is a piece of shit, he likes drugs and liquor and beating the shit out of his wife, hence why I need her escorted.
DOD00000495	I recovered that shipment for you.
DOD00000496	Hector... I'm surprised he hasn't joined the Fiends. I've been this close to dragging his ass into the desert and putting a bullet in his skull.
DOD00000497	But the militia is supposed to defend Westside from outside aggression, not to execute citizens, even if the citizen in question is a loathsome cunt.
DOD00000498	Luisa is terrified of him. That's why she refuses to leave, even though we keep begging her. She thinks he'll hunt her down.
DOD00000499	I'm hoping you can convince her that, seriously, we can protect her if she'll have us, but even if not...
DOD00000500	Enough is enough. Someone saw her yesterday limping like her leg was all busted up. I'm not leaving her with that fuck any longer.
DOD00000501	Tell me about Luisa and Hector.
DOD00000502	Heh. Yes. Yes, I do want you to kill him.
DOD00000503	But, something that's been made abundantly clear to me over the years is that what I want doesn't matter. So, resist the urge to paste him.
DOD00000504	He's a fucking coward. If he tries to get in your way, stick a gun in his mouth and he'll back down.
DOD00000505	If he doesn't, and you need to self-defense him, well... Nothing of value will be lost. But, if that happens, it'd traumatize Luisa.
DOD00000506	So, as much as it pains me to say it, try not to kill the prick. If it can be helped.
DOD00000507	What if Hector tries to stop Luisa from leaving? You want me to kill him, or...?
DOD00000508	Right, off you go, then.
DOD00000509	Alright, I'm on it.
DOD00000510	God fucking dammit.
DOD00000511	Fucking hell! You know what? There's a lesson here. Fuck the benefit of the doubt. I should have put a bullet in his head years ago.
DOD00000512	But I couldn't do that, no. I thought there had to be a line we couldn't cross. We couldn't be a vigilante execution squad. So I didn't kill him.
DOD00000513	You see what I have to deal with? I'm defending the citizens here, but I fail to defend half of them, and I want to personally execute the rest.
DOD00000514	Hector killed her before I got there. He's dead now, too.
DOD00000515	Fuck me, wouldn't that be nice?
DOD00000516	So... are we done?
DOD00000517	[SUCCEEDED] Yeah, maybe. All I know is two people are dead at the wrong time. One died way too soon, the other should have died years ago.
DOD00000518	Anyway. There's more shit that needs to be done. Of course. It never ends.
DOD00000519	This was two people, not the entire town. You didn't do anything wrong.
DOD00000520	[FAILED] ...Because I could have killed him a while ago, thus preventing him from killing her today.
DOD00000521	Whatever. She's dead, he's dead, soon enough, we'll all be dead. In the meanwhile, there's more work to be done.
DOD00000522	You didn't kill her, how is it your fault?
DOD00000523	More bullshit that probably won't make much difference, well intentioned as it might be.
DOD00000524	So, what's next, then?
DOD00000525	I need you to deliver a package to a ghoul named Cliff. He should be hanging out behind the old House tools building.
DOD00000526	Might be a few Fiends in the area, but it shouldn't be too much effort. Here, please don't lose it.
DOD00000527	Alright, so what's the job, then?
DOD00000528	What about?
DOD00000529	I have a few questions.
DOD00000530	My "story"? Don't think I have a story, and if I do, it'd be a boring, shitty one.
DOD00000531	Abbreviated version is that, once, there was an irrationally angry man living in the Mojave. One day, he got married and moved to Westside.
DOD00000532	Once they settled in, they had... entirely too many children. Fast forward 30-odd years later, and here I stand.
DOD00000533	What's your story?
DOD00000534	Yeah, a ludicrous number of them. Some of us even lived to adulthood. Imagine that.
DOD00000535	Most of 'em are off the reservation. I know my oldest sister is living in the NCR, as a teacher or something.
DOD00000536	My very-slightly-older brother Gerry is still in Westside. Probably passed out in some alleyway, in a puddle of his own making.
DOD00000537	And I'm pretty sure my baby brother Danny is somewhere in the Mojave, chasing his dream of being a dumbshit outlaw thug.
DOD00000538	We're all very proud of him.
DOD00000539	You have siblings?
DOD00000540	Nothing, 'cause I don't have nothing to do.
DOD00000541	What are you doing back here?
DOD00000542	Don't want to get murdered by Fiends, so I wear a stupid hat that makes them think we're buddies.
DOD00000543	Fiends are dumb like that. Probably on account of all the drugs.
DOD00000544	What's with the Fiend helmet?
DOD00000545	I sell him surplus weapons in bulk. Shit guns, understand? NCR, Gun Runners, these rusty pieces of trash would make their eyelids twitch.
DOD00000546	What's your business with O'Neill?
DOD00000547	Ah, good, yes. Tell him that I'll send a full crate over by the end of the week. Good doing business.
DOD00000548	I have a package for you from Ryan O'Neill.
DOD00000549	No. I sell in bulk. I'm not cracking one of the crates open so I can sell you a 50-cap shotgun held together with twine and happy thoughts.
DOD00000550	Can I buy any weapons from you?
DOD00000551	Source is that I found them all years ago. Eventually I'll run out, and then I'll move somewhere that isn't inclined to kill me.
