FO300000001	.32 Pistol
FO300000530	Where could we go even if we did escape? We'd just die in the Wasteland.
FO300000531	Get out of my head! Get the FUCK OUT! Aaaaagh!
FO300000532	Can't you SEE?! They're all dead! It's all my fault!
FO300000533	Deciding to retrieve the device yourself was foolish when I was at your disposal, but so be it.
FO300000534	Well, I'm afraid this is where you and I part company. I'll find my way out of this place, don't worry.
FO300000535	Maybe we'll meet again somewhere in the Wasteland.
FO300000536	Yes? What is it?
FO300000537	As promised, here's the G.E.C.K. I hope it's worth it.
FO300000538	Well, I'm afraid this is where you and I part company. I'll find my way out of this place, don't worry.
FO300000539	Maybe we'll meet again somewhere in the Wasteland.
FO300000540	I'm amazed by your bravado. The G.E.C.K. must be quite valuable to you.
FO300000541	I advise you to wait for me outside the irradiated area.
FO300000542	Accompanying me could prove quite fatal to you, my foolish friend.
FO300000543	Okay. You stay here. Beyond this door, the hallways and chambers are flooded with radiation.
FO300000544	I'll get the case and bring it right back. Keep your eyes open, many of my lesser-minded brethren are bound to stumble across us.
FO300000545	What did you need?
FO300000546	Now, for my part of the bargain. Follow me.
FO300000547	Is there something amiss? The door still seems to be sealed.
FO300000548	Look, we both know you're here to obtain the G.E.C.K. Why don't we stop this charade and work together?
FO300000549	It can't be!
FO300000550	Either you are quite real, or I am going quite mad.
FO300000551	Could you actually be a pure human?
FO300000552	Back so soon? What is it now? Come to gawk at the caged animal?
FO300000553	You've got the authority to kill Zimmer. None of my people will interfere. What's the hold up?
FO300000554	Zimmer's dead. I know. Now he's just another bad memory from my past.
FO300000555	You again? You better not be here to convince me I'm some kind of robot. I'm warning you. I won't put up with your nonsense.
FO300000556	I'm a little busy right now. Is there a problem?
FO300000557	There's nothing more to discuss. Now, run along.
FO300000558	The sooner you find my property, the sooner I can get out of this slum. Really, how do you people live like this?
FO300000559	Standing around all day chit-chatting isn't going to help you track down my android. Is it?
FO300000560	What?!
FO300000561	Ah, I trust you have reconsidered and wish to assist with the retrieval of my android?
FO300000562	No time to talk to your type, local.
FO300000563	Why don't you go bother the Brotherhood or something?
FO300000564	Hey local, shouldn't you be banging rocks together, or something?
FO300000565	Don't push your luck out here.
FO300000566	Keep an eye out for those locals.
FO300000567	All four of the VIP targets Eulogy wants are dead. Great. Good job moron. I'm sure you had something to do with that.
FO300000568	Well, you can keep sending slaves my way if you want to continue splitting the commission. But I'm not vouching for you with the Paradise crew.
FO300000569	Thanks to you, we finally have that sniper, Arkansas, in a collar! You have no idea how many good men that prick put into the dirt.
FO300000570	I'm tempted not to sell him, just so we can torment him. Use him for target practice or something. Hehehe.
FO300000571	Here's another collar. Keep those hoochies rolling in and you'll be rich in no time.
FO300000572	How the hell'd you get old queen Flak, into that collar?! I'm surprised you're still alive!
FO300000573	We need to keep a close eye on that one, though. He knows our system too well.
FO300000574	He sold us out to get into Rivet City. We'll never forget that. And now we'll make sure he never forgets it, either.
FO300000575	Here's another collar. Keep herding the swine in here and you'll have more bottle caps than you'll know what to do with.
FO300000576	I've been wanting to get Red in here for a long time. I have a little something special planned for her.
FO300000577	Take another collar, and keep those puppies coming!
FO300000578	Susan thought she could just up and leave, huh? We showed her different, didn't we?
FO300000579	She'll think twice about slitting one of our throats now that she's collared! We'll need to come up with something extra special for her.
FO300000580	Here's another collar. You're a welcome addition to our little operation here.
FO300000581	Hold it right there. Nobody's allowed into Paradise Falls except on Slaver business. And I get to decide what qualifies as Slaver business.
FO300000582	You didn't really think you could just sneak into Paradise Falls did you?
FO300000583	You again? What do you want?
FO300000584	What the hell do YOU want?! You got a death wish?
FO300000585	Do I look like someone who wants to be your friend? Are you a moron? Why do you keep coming around? Piss off already!
FO300000586	Unless, have you changed your mind? Do you want to take me up on the offer  of employment?
FO300000587	You're back?! Do you have a death wish?
FO300000588	I'm sorry, maybe I wasn't clear enough. Piss off. Go. Walk. Leave. You don't belong here. Au revoir. Don't let the door hit you in the ass.
FO300000589	Are you deaf? Get the hell out of here. You don't belong in this town.
FO300000590	I thought I told you to piss off. I did, didn't I? So piss off.
FO300000591	Expulsion Protocol KL-001 in effect. Disengage voice parameters.
FO300000592	Yes, fellow employee? What can I do for you on this wonderful day?
FO300000593	Hello there, fellow employee. I don't believe we've met. I'm your Factory Foreman, Milo. It's a pleasure to meet you.
FO300000594	Please give me your job posting title and employee registration number for my permanent records.
FO300000595	Hello again, fellow employee. I still have no record of your posting or employee identification.
FO300000596	Please give me your job posting title and employee registration number for my permanent records.
FO300000597	What do you want now? Come to make fun of me again?
FO300000598	If you're here with some Quantum, I have caps with your name on them!
FO300000599	Please, tell me you have some of the good stuff. I need that Quantum!
FO300000600	Oh! I hope you're here with some Quantum!
FO300000601	Oh my gosh oh my gosh oh my gosh! Did you find any Quantum?
FO300000602	Oh! Did you need something else?
FO300000603	Well? What do you think? Will you take my offer?
FO300000604	Before I get to the little proposition I have for you let me tell you a little bit about Nuka-Cola Quantum.
FO300000605	So, you ready to hear me out? I have a bit of a proposition for you.
FO300000606	But before I get to that, let me tell you a little bit about Nuka-Cola Quantum.
FO300000607	Hang on, the tour's not done yet. Be patient. Your Ice Cold Nuka-Cola is only moments away!
FO300000608	Sierra Petrovita's the name. Good to see a new face in Girdershade!
FO300000609	I take it you're here to check out my Nuka-Cola collection and take the tour?
FO300000610	Are you ready to take the tour of my collection?
FO300000611	Lemme go, beautiful! I'm gonna' get us some Quantum!
FO300000612	Bringing me some Quantum I hope?
FO300000613	My offer still stands. Bring me Quantum, and I'll pay you for it.
FO300000614	Hey, pal. What were you doing in Sierra's place?
FO300000615	So, who might you be and what brings you out to our little paradise?
FO300000616	Unless you want to hear what I have to say, we have nothing to discuss.
FO300000617	Thanks for helping us, mungo. You're not so bad for a mungo.
FO300000618	We're going home now. You watch out, okay?
FO300000619	Man, that sure was something. You're pretty brave, mungo!
FO300000620	We can make it from here, no problem. But you watch your back. Those Slaver assholes aren't going to forget about you.
FO300000621	Thanks for getting us out of there, mungo. We're gonna head back home now.
FO300000622	I'd think twice about coming back here if I were you. These guys aren't going to forget you, y'know?
FO300000623	We'll meet you outside, if you can make it!
FO300000624	We'll meet you outside, if you can make it!
FO300000625	We'll meet you outside, if you can make it!
FO300000626	Oh geez, mungo! This is crazy!
FO300000627	We're gonna run for it. You come meet us outside if you make it!
FO300000628	Man, what a mess! Don't get yourself killed, mungo!
FO300000629	I already shorted out the fence system so our collars won't blow. I bet they won't even notice.
FO300000630	We're getting outta here!
FO300000631	You got the gate, huh? Okay, we're outta here!
FO300000632	Shoot a couple of those mungo ass-bag Slavers for me, will ya?
FO300000633	Man, you've made a mess. Go get 'em, mungo! Get that key!
FO300000634	I guess you decided to do this your own way, huh?
FO300000635	Well, now you've really done it. They're gonna kill you if they can, so you better kill them all first.
FO300000636	Get the key for the slave pen gate off of the boss mungo, or that Forty asshole. If you can unlock the gate, we'll make a run for it.
FO300000637	Oh man, they're gonna be mad at you! These Slaver guys are mean!
FO300000638	You gonna help, or what? Squirrel and Penny are still in there.
FO300000639	Well, I guess that's it. Thanks for getting us out of there, mungo.
FO300000640	We're going back home now. You ever come out that way, you stop and say hi. I'll tell Mayor not to shoot you okay?
FO300000641	Well, I guess that's it. Thanks for getting us out of there, mungo.
FO300000642	We're going back home now. You ever come out that way, you stop and say hi. I'll tell Mayor not to shoot you okay?
FO300000643	Not bad, mungo. Not bad at all.
FO300000644	I told you I had a good plan. It sure worked, didn't it? You ever need anything, you go see MacCready in Lamplight. He'll help you out.
FO300000645	Thanks, mungo.
FO300000646	Thanks for getting us out of there. If you ever need anything, you come see us.
