OWB00000001	问好
OWB00000429	我们还有什么好说的呢？ 你有脑子，我们有技术。你所需要做的仅仅是...屈服于我们而已。
OWB00000430	有了它，我们终于可以离开这鬼地方了。 这个地方变得越来越无聊无聊，直不停地毁坏好风景，毁坏一切。
OWB00000431	首先我们有很多问题要问问你的脑子。是关于这个......莫哈韦沙漠的。对于我们的实验来说，这真是一个丰饶的试验田啊。
OWB00000432	我找到我的脑子了。现在我们应该解决一些事了吧。
OWB00000433	跟我说话时，提醒你注意点，无脑人。
OWB00000434	现在……“你的”大脑。把它交出来。否则我们就再一次强行剥离它。
OWB00000435	我已经打败了你的巨型机械巨蝎了，而你就是下一个。
OWB00000436	噢...我把那事情漏了？ 我记得我关了它呀 ——难怪会跳闸了。
OWB00000437	投降吧，莫比乌斯。我不想和你打。
OWB00000438	哦，好吧。我们应该开战？ 我当然不觉得这会很暴力，但是....好吧，这玩意儿倒是令我很难说出现在的感觉。
OWB00000439	我们本来还能再说的，不过大坑洞的那些故事你自会知道。
OWB00000440	装备了传真器，邮差可以在任何时候回到圆顶，然后一个接一个地打开邮差的秘密。
OWB00000441	鞋子沾满莫哈维沙尘的主人，在其回来之前，汇聚节点一直在恪尽职守着。
OWB00000442	 只剩下一条路了。而这条路，邮差必须要独自走下去。
OWB00000443	  亦如大核战前夕的那些日子，大山脉...大坑洞...成为了23世纪世界最伟大的头脑们栖居的家园之一。
OWB00000444	那个被带到大坑洞的邮差，成为了这里新的主宰，当其需要时，就会横行无忌地使用它的那些设施。
OWB00000445	有时候科学不仅仅是一种发现的追求——它更是一把为有能力理解它的人所用的武器。
OWB00000446	 亦如大核战前夕的那些日子，大山脉...大坑洞...成为了23世纪世界最伟大的头脑们栖居的家园之一。
OWB00000447	 接下来的几年，邮差看管着大坑洞，悉心守护着它的那些科学发现，—直到有一天它们可以用来帮助别人。
OWB00000448	这一直都是大山脉的存在的宗旨。除了实验和科学，它一直都被设计成一个构建全人类未来的地方。
OWB00000449	 克莱因博士和其他思想体活了下来，并且意识到了外面世界的存在.
OWB00000450	他们每天按部就班地的生活，从来不会有一个关心外面世界的智者出现...不过“智者”可能是一个放错地方的单词
OWB00000451	外边的世界属于邮差。如果有人要描述它是怎样的一种存在的话，邮差早就已经说过了——他称之为“权界”.
OWB00000452	博士们的脑控机械骨架被堆在智库的地下室里，使那里变成了一个墓地.
OWB00000453	监视器记录了战斗的全过程，包括思想体们惊恐凄厉的惨叫、呜咽以及求饶的声音.
OWB00000454	他们将那耻辱的最后时刻播放出去，意在警告其他想要接近边界的聪明人——回头是岸。
OWB00000455	那个邮差成为了大坑洞的继承者，这位至高领导人后来将自己的房间设在了智库的圆顶上.
OWB00000456	待风波渐去，大山脉的那些静谧的实验进入了沉睡，它们的创造者们在那个落后得多的新世界里，慢慢死去。
OWB00000457	在2077年10月23日的晚上，科学家们收到了一个让他们所有躁动的问题都归于沉睡的答案。
OWB00000458	<潜行服装备载音>
OWB00000459	注射治疗针。
OWB00000460	这个能让你屹立不倒
OWB00000461	好些了么？
OWB00000462	用这个吧，我可不想让你死。
OWB00000463	打一针吧。
OWB00000464	我们的治疗针用完了。或许你穿一件自动医疗服会更好。
OWB00000465	没有更多的治疗针了！
OWB00000466	给你任何东西治疗那伤口。
OWB00000467	好孩子要打镇痛剂。
OWB00000468	这会让你不再疼痛。
OWB00000469	理论上说，止痛药是不可以过量使用的。
OWB00000470	只会疼一下下。
OWB00000471	用这个，会有用的。
OWB00000472	哦，不！我们把镇痛剂用完了！
OWB00000473	我希望不要疼得太厉害，我们没有镇痛剂了。
OWB00000474	没有药品了。太伤心了。
OWB00000475	穿潜行服结束战斗
OWB00000476	战斗状态终止完成。
OWB00000477	坏人被消灭了。
OWB00000478	战斗结束。
OWB00000479	结束了。
OWB00000480	这就没了？
OWB00000481	穿潜行服开始战斗
OWB00000482	该战斗了。
OWB00000483	呼-哦！
OWB00000484	准备……稳住……战斗！
OWB00000485	这个看上去不好对付。
OWB00000486	潜行完成。现在开战。
OWB00000487	再见。
OWB00000488	我做错了什么吗？
OWB00000489	你不再喜欢我了么。
OWB00000490	好吧，我走。
OWB00000491	我会想你的。
OWB00000492	装备潜行服
OWB00000493	你好！见到你真高兴。今天我能帮你躲避谁呢？
OWB00000494	隐蔽，隐蔽。
OWB00000495	你曾想过变得不可见么？
OWB00000496	你知道你正在穿着我吗？
OWB00000497	嘘……我们非常隐蔽。
OWB00000498	如果我帮你隐蔽，你会喜欢我么？
OWB00000499	我太喜欢整数了。
OWB00000500	我正在想象各种各样的奇幻数字。
OWB00000501	我的计算已经快把我的地面空间占完了。
OWB00000502	:: 哼 ::
OWB00000503	电子已经被关联到……中子。中子已经被关联到……介子。介子已经连接上……质子。
OWB00000504	他们说我疯了。荒谬。我身体里没有愤怒的骨头，早就全部移除了。
OWB00000505	一... 莫比乌斯的胜利！ 我真希望它炸在你们脸上.
OWB00000506	我们无能为力了.
OWB00000507	*莫比乌斯？！呃，三， 我们,我们麻烦大了. 你一点也不押韵而且接龙有什么意义啊！.*
OWB00000508	四，四降临在即！思想体们,听见没有？是我，莫比乌斯,入侵你们频率的人.
OWB00000509	*五，五到了... 那只还...*
OWB00000510	九,希望一切能好转.
OWB00000511	-六！ 离灭亡还有一半时间，用不了多久！-
OWB00000512	七. 是的，七.
OWB00000513	*十？包若斯... 见鬼了你给它装原子核干嘛？！ 数到"这个数"它就该炸了，对吧？*
OWB00000514	-加布！不！他的原子核 - 早就活化了！ 显然你们粗糙的倒计时极慢于爆炸临界点...-
OWB00000515	什么，难道你是一个商人？走开。没有方法可以进入圆顶。那里是被锁上的禁区。
OWB00000516	注意：来访者，战斗试验正在进行。现在，请戴上你的护目镜并且服用抗辐药。
OWB00000517	X-42巨型机械巨蝎……活过来了!醒来吧，我的宠物，启动你的“搜寻->毁灭”协议，以莫比乌斯博士的名义！
OWB00000518	绿色粘液？是什么？
OWB00000519	那不过是粘的、胶质的、液体形态的生命奇迹，宝贝儿！把那团泥巴在火上加热，就等着看它凝结成各种各样的作物吧。
OWB00000520	所以如果我带给你烘干的植物样本，你就可以克隆并且在这些种植槽中种植他们？
OWB00000521	你知道的，宝贝。我只需要一些样本就能成事。这需要几天时间，但是相信我——好处很多。
OWB00000522	我想要加工一些植物。
OWB00000523	我喜欢你这么说话。让我把界面弄出来，请你随意。
OWB00000524	我得走了。
OWB00000525	快带着那些种子回来，宝贝。
OWB00000526	什么意思？
OWB00000527	那是生命的奇迹，宝贝。你带给我些新鲜的基因样本，我就能变魔术，为你克隆各种植物，耶！
OWB00000528	我也可以将它们分解，如果你喜欢那些古怪的材料。带给我任何植物组织，我会为你把它们磨成新玩意儿。
OWB00000529	耶，你喜欢那样，不是吗，宝贝？
OWB00000530	那是生命的奇迹，宝贝。你带给我些新鲜的基因样本，我就能变魔术，为你克隆各种植物，耶！
OWB00000531	我也可以将它们分解，如果你喜欢那些古怪的材料。带给我任何植物组织，我会为你把它们磨成新玩意儿。
OWB00000532	耶，你喜欢那样，不是吗，宝贝？
OWB00000533	请再说一次你是干什么的。
OWB00000534	我命令你打开门来接收我的种子！
OWB00000535	啊，耶，宝贝，把它塞进那里。直捣那黝黑的，湿润的......泥土。嗯......启动界面。
OWB00000536	我的种子？我想你把生物学知识弄混了。
OWB00000537	吶，宝贝，我就是为生物学而生的。我是原型、稀有、有资格、有测试保证的GS-2000 生物研究站。我是一个种子克隆机！
OWB00000538	你有种子吗？我会用它们克隆出一大堆出来。
OWB00000539	你刚才说什么？
OWB00000540	你的种子，宝贝。我是新颖、原型、有资格、有测试保证的GS-2000 生物研究站。是的，先生，我是一个种子克隆机！
OWB00000541	你有种子吗？我会用它们克隆出一大堆出来。
OWB00000542	我只是来灌水的。
OWB00000543	噢，我乐意效劳，亲爱的，但是控制我把水装进无机容器的电路多年前就烧毁了。
OWB00000544	你需要找到那个模块的替代品。
OWB00000545	你得先找到一些空瓶子我才能帮你装满它们。任何空瓶子都行……呃，只要别太脏，行吗？
OWB00000546	我能！它们…… 它们都被彻底清洗过了，是吧？
OWB00000547	我只想喝点水，谢谢。
OWB00000548	你想喝多少就喝多少！只是，呃……请别把你的嘴唇放到管口上好吗？那太不卫生了。
OWB00000549	你看起来有点过于在意污垢了。你怎么了？
OWB00000550	唔，那太……不卫生了！你知道一平方厘米的污垢里有多少细菌吗？  那可是七……千……千亿的！
OWB00000551	你想让那些天天被咽下你的食道？我真难以理解！
OWB00000552	现在没什么事。再见。
OWB00000553	保持忠诚，公民！
OWB00000554	我有一些煽动材料给你处理。
OWB00000555	非常好，公民！把你那大量的煽动材料放进我的端口，我立马就给你制作出一本美好的、纯净的书！
OWB00000556	那难道不会让你快乐并且温顺吗，公民?
OWB00000557	剔除煽动？
OWB00000558	当然，公民！那是我生命的职责以及精神乐趣！那些战前书籍，充满了煽动和难以理解的思想！
OWB00000559	把它们倒进去，立刻我就把他们打成纸浆，精制，然后出版又白又净又温顺的书！
OWB00000560	除了治疗我，你还能做什么？
OWB00000561	好吧，一般我会说，造就一个完整健康的身体已经是足够的服务了，但如果你一定要了解的话，我也被写入了美容的子程序。
OWB00000562	然而，诊断显示他们此时都处于离线状态。只是一些损坏的文件和诸如此类的可笑玩意。
OWB00000563	如果你需要弄一个理发或者隆鼻服务，但不想把自己整成个一个丧尸还带秃顶那种的，你就得找到些替代磁盘了。
OWB00000564	另外，我无法断言，但是我回想起以前好像有一些植入物安装模块。但我不知道它们在哪儿了。
OWB00000565	我现在什么也不需要
OWB00000566	好吧，如果你改变了想法再来这里找我。
OWB00000567	我需要你的服务。
OWB00000568	正好我也是这么想的。好吧，那么让我为你启动那个很久没用过的界面。
OWB00000569	我又来了，还有一些问题。
OWB00000570	我想要问你一些@@[?-*##*-?]@@?的问题。
OWB00000571	用静电点刺激整我是没用的。
OWB00000572	你的发声模块出什么问题了？
OWB00000573	我不知道你现在在说什么。
OWB00000574	你能说话吗？你理解我说的是什么吗？
OWB00000575	厄……那是什么？
OWB00000576	你是O博士，对么？
OWB00000577	*O？哦（O），好吧，我都懒得去纠正了。至少你说对了“博士”。我真为此感激，至少...*
OWB00000578	*算了，看着我... 你手臂上是有机械技术么? 哦这就是! 你的目的是什么, 把这个 带进来?*
