AAD00100001	GREETING
AAD00101734	I don't have anything beyond words to change your mind. If you won't listen, it's over.
AAD00101735	I don't think that's what's important here.
AAD00101736	[SUCCEEDED] Our history... the Divide. That history has been written, its lessons learned.
AAD00101737	There is nothing more to be dug from these cracks in the earth, no more fury to be torn from its sky.
AAD00101738	I'm not talking about NCR or the Legion, I'm talking about our history.
AAD00101739	[FAILED] If those are your last words, they are weak ones. Actions would have had more voice.
AAD00101740	There is nothing more to be said between us. No words of yours will change what is about to happen.
AAD00101741	The symbol you wear is dead, and you helped kill it. The question is - what will you do to fix it?
AAD00101742	I believe the missiles can't be stopped. If you believe me, though, we might get through this.
AAD00101743	If we must survive to carry its message... then that is what shall be done. I will not let America die here.
AAD00101744	But... it may not matter. Even if we lay down our weapons, the Divide... it still stands against us.
AAD00101745	You interrupted its journey West, trapped it. If any part of America survived, it's cut off now.
AAD00101746	The package I brought was from Navarro, the Divide scanned ED-E's logs from the Mojave.
AAD00101747	What do you seek to gain by telling me this. If you think that the symbol I wear is a weakness...
AAD00101748	The Eyebot was a courier, sent to the West, to make contact with the remnants of America.
AAD00101749	Its logs tell of a place where America survived... may still exist. And it's falling apart.
AAD00101750	You lie. There was only one message in the machine, only one message in the package you brought.
AAD00101751	The Divide bore the symbol of America... as did the package from Navarro. The origins of the machine is... of no importance.
AAD00101752	It has history inside it. The logs of what's left of "America."
AAD00101753	There is nothing inside the machine except the means to awaken the missiles in the Divide. That is its only message.
AAD00101754	If my words won't change your mind, what about the messages in the Eyebot?
AAD00101755	The machine made from the parts of Navarro? It had only one message in its core - to get home, at any cost.
AAD00101756	It echoes its master... and soon the missiles here will as well.
AAD00101757	At least I don't hide behind a machine like a coward.
AAD00101758	Machines... bombs, things of NCR, are your tools, not mine. When we meet, this machine won't keep me from you.
AAD00101759	Keep talking like that, I'll see you dead.
AAD00101760	You already tried once, won't give you another chance.
AAD00101761	Sounds like the idea of a woman in the Legion surprises you.
AAD00101762	You said "brothers" before. So - you're Legion, too.
AAD00101763	You mentioned "casting off my disguise?" What do you mean?
AAD00101764	I'm no traitor, and when I walk, I don't hide my presence.
AAD00101765	Legion wears many colors, East and West. You... maybe blinded by Vegas's light, or the promise of that Chip.
AAD00101766	Or maybe you walked so far West, the Bear's sickness crept into you. We'll see. Your offenses before Caesar, the least of the crimes here.
AAD00101767	[Legion] You said you'd sworn not to kill me. If you're Legion, why are we at odds?
AAD00101768	You struck first. Not just at me... at the Legion. Or so I thought. Not sure of the history of it now.
AAD00101769	Whatever flag you follow, or followed then... either way, you got too much of the Bear's sickness in you to live. Divide's proof of that.
AAD00101770	Want more than that, walk the road. Answers'll come, closer you get to home... you and that machine.
AAD00101771	[Legion] Legion doesn't kill Legion. Caesar's orders?
AAD00101772	What kind of world would this be if Courier killed Courier.
AAD00101773	You've got enough distance ahead of you - save your breath for the road, don't waste it on words.
AAD00101774	[Legion] Legion does not kill Legion - but you're not that anymore. I'm going to kill you.
AAD00101775	If that's all that drives you, it won't last. The Legion... it won't last either.
AAD00101776	[Legion] So... when you called me traitor in Hopeville, that title belongs to you.
AAD00101777	No, it is a title you earned. Legion or not, you have betrayed more than you know.
AAD00101778	[Legion] Seeing this place. It meant more to you than the Legion?
AAD00101779	Yes. And it did to you once, I'm sure of it.
AAD00101780	[Legion] Are you angry that this explosion undermined the Legion's plans? It was an accident.
AAD00101781	Accident? Ignorance is a choice. The Chip - a choice.
AAD00101782	As for anger... it is what I carry for the dead, and all that come here.
AAD00101783	[Legion] If I destroyed the NCR in this place, why do you care?
AAD00101784	Legion died here as well. What you did... that's not all that cuts at me.
AAD00101785	Is this how it must end between us? You followed the East once, you can do so again.
AAD00101786	I cannot go back. I wandered too far, far enough to know my home was lost to me.
AAD00101787	I could no more go back than you could return to the West. To NCR, and all its sickness.
AAD00101788	I don't care what happens to NCR, but I can't allow you to harm the Legion.
AAD00101789	Not all the East will burn. The Legion does not need to be destroyed, only... contained within new borders.
AAD00101790	After that, it will fall as any culture bred on war, on forward momentum. It will falter, collapse.
AAD00101791	I will start with their camp at Dry Wells... once my homeland. Justice of a sort.
AAD00101792	The Legion doesn't abide traitors. What made you turn from the East?
AAD00101793	Even after the road you've walked, you only see a traitor before you.
AAD00101794	I know one person can break a nation. Legion tests nations, strengthens them - let it do so.
AAD00101795	I'm heading back to the Mojave to settle some things.
AAD00101796	I'm heading back to the Mojave to settle some things.
