TIH00000001	Chess Bobblehead
TIH00000587	That brings us to a regrettable, though painfully familiar junction.
TIH00000588	I'm not giving up the key.
TIH00000589	aaInheritance01HawkinsKeyGiveIt
TIH00000590	aaInheritance01HawkinsKeyFuckYou
TIH00000591	People say the darndest things right before they die.
TIH00000592	Fuck. You.
TIH00000593	aaInheritance01HawkinsTerrifyingPresence
TIH00000594	I already killed all the people I care about. Now I'm working on random assholes. You're next.
TIH00000595	Fuck me, you really are crazy!
TIH00000596	aaInheritance01HawkinsKeyMakeFun
TIH00000597	You fuck, I'll... I'll...
TIH00000598	Fuck, I'll cut your kidney!
TIH00000599	I've met hobos with more attitude than you. Now get out of my face before you hurt yourself.
TIH00000600	aaInheritance01BradleyHawkinsDead
TIH00000601	We are now in a storm of fuck, my friend.
TIH00000602	That guy was Syndicate, no doubt about it. Connected, and dangerous. Fuck my life.
TIH00000603	That... I did not see coming. Fuck being a courier, you should run for office!
TIH00000604	You silver tongue may have bailed us out for the moment, but we are still in deep shit. That guy was Syndicate, I'm certain of it.
TIH00000605	What's the Syndicate?
TIH00000606	Organized crime and then some. I butted heads with a few of their low-level guys outside New Reno.
TIH00000607	They've all over the NCR, connected with Brahmin Barons, politicians, law enforcement. It was just a matter of time before they showed up here.
TIH00000608	Thing is, they wouldn't have sent that guy if the key wasn't worth it.
TIH00000609	Seeing as to how we're already on their radar, we may as well follow through and track down those keys. We've got nothing to lose now.
TIH00000610	The letter specified the coordinates for a place called Linus Cavern, located in the Mesquite Mountains. Let's see what we kind find there.
TIH00000611	I don't give a damn about the Syndicate. I'll bury those cockroaches.
TIH00000612	That's a damn foolish outlook. I know you've racked up quite a body count, but you don't understand. Once you're on their list, they never stop.
TIH00000613	And rest assured we are now on that list. The hell of it is that since we've got nothing to lose, we may as well look for those keys.
TIH00000614	The letter specified the coordinates for a place called Linus Cavern, located in the Mesquite Mountains. Let's see what we kind find there.
TIH00000615	If the Syndicate wanted the key that badly, the stash must be something special.
TIH00000616	Exactly. We're already on their hit list, so we may as well follow through and find those keys. We've got nothing to lose now.
TIH00000617	The letter specified the coordinates for a place called Linus Cavern, located in the Mesquite Mountains. Let's see what we kind find there.
TIH00000618	aaInheritance01BradleyKeyCard02Found
TIH00000619	Alright, you got it!
TIH00000620	Let's plug the's key's grid data into your Pip-Boy. 
TIH00000621	Damn, if I'm reading this right, we're headed for BFE, east of Nellis.
TIH00000622	Fuck it, we've come this far. I didn't survive the nightkin revival just to quit now. Lead the way, partner.
TIH00000623	aaBradleyGoodbye
TIH00000624	See you later.
TIH00000625	I need to get going.
TIH00000626	Lead the way.
TIH00000627	That's all. Let's keep moving.
TIH00000628	aaInheritance01BradleyKeyCard03Found
TIH00000629	So that's it - the last one.
TIH00000630	Let's plug this in and get the fuck out of here. I can feel the Rad-X wearing off.
TIH00000631	Ok... that's... odd.
TIH00000632	Says the stash is in the Vegas ruins... Fiend territory.
TIH00000633	Well, after fighting through fort zombie the Fiends will be nothing. Now let's get out of here before I start shitting plutonium.
TIH00000634	aaInheritance01BradleyHubTrapped01
TIH00000635	Fuck! Somebody just sealed that door up. We're trapped in this motherfucker.
TIH00000636	I think someone's using the intercom. Go ahead and see what these assholes want.
TIH00000637	Who are you?
TIH00000638	Name is Zimmer. I'm a... representative for a certain organization which has a stake in this vault.
TIH00000639	Who the fuck do you think you are, locking us in here?
TIH00000640	Name is Zimmer. I'm a... representative for a certain organization which has a stake in this vault.
TIH00000641	What do you want?
TIH00000642	Pretty simple. We want the gold and weapons sealed up in those vaults.
TIH00000643	Contractually, it belongs to us. I suppose Sellers neglected to mention that little caveat.
TIH00000644	You and Mr. Bradley were kind enough to lead my scouts here, and perhaps... I respect your commitment. So I offer you this.
TIH00000645	I will let one of you leave, right now. Who leaves... is entirely up to you and Bradley.
TIH00000646	I should inform you that my hacker friend has taken control of the security systems. I can fill that chamber with nerve gas in under a minute.
TIH00000647	Who would have thought a Fiend hacker could be so capable? I swear, they come from all walks of life. It never ceases to amaze me.
TIH00000648	If you find yourselves unwilling to settle things... well, just say the word and you can huff some VX. I hear it does wonders for the sinus pressure.
TIH00000649	I'll be eagerly watching this little contest through the camera, so don't consider any... trickery.
TIH00000650	Kill or be killed. Just as it should be.
TIH00000651	aaInheritance01ZimmerHubWhatYouWantCrazy
TIH00000652	You're with the Syndicate, aren't you?
TIH00000653	Really, it's only a name... some people call it the outfit, our thing... don't read into it too much.
TIH00000654	We are just a group of businessmen with shared interests. There's nothing more to it.
TIH00000655	I'm going to kill you.
TIH00000656	That... would be a twist.
TIH00000657	I swear to God you'll pay for this.
TIH00000658	Swearing to god, are we? Do you know how many people have made the same threat? Did god help them? Such a fatuous statement.
TIH00000659	If it's me or the other guy... it's going to be the other guy.
TIH00000660	That's the spirit! I'll be watching. It's impossible to ignore such a Darwinian contest.
TIH00000661	We shouldn't have to kill each other like animals. This is unfair... and barbaric.
TIH00000662	Did you just use "fair" in that sentence? After what happened with Hawkins, fair would be gassing you like lab rats right now.
TIH00000663	My organization has a reputation to uphold, and I can't let random wastelanders think they can piss on contracts and walk away.
TIH00000664	The only reason I'm going to let one of you live is that we never would have found this place, much less accessed it, without your efforts.
TIH00000665	Perhaps I'm naive, but I don't like to spit in the face of fortune. I'm giving you the privilege of a trial by ordeal - the strongest wins.
TIH00000666	aaInheritance01BradleyHubChoseWalk
TIH00000667	I wasn't sure what you'd say for a second there, so thanks for not putting me in that position. Let's get the hell out of here.
TIH00000668	aaInheritance01BradleyHubChoseCut
TIH00000669	Fuck, I don't want to do this, but... fuck me! I'm.... I'm sorry.
TIH00000670	aaInheritance01BradleyHubPostWalk
TIH00000671	So much for the money. No doubt the Syndicate goons will clean this place out after we leave. Fuck my life.
TIH00000672	Still, that was a close call. I like money as much as anyone else, but... I sort of prefer living. I don't know if this whole thing is worth it.
TIH00000673	I can tell this isn't settled in your mind, and it may turn into some sort of quest for you. If that's the case, I say more power to you.
TIH00000674	As for me... I'm going to pack my shit and head back to Reno. Sniping 80's is a lot safer than tangling with the Syndicate.
TIH00000675	This "Inheritance" is yours as much as it is mine, considering what we've been through. If you want it, you can have it. Consider this my blessing.
TIH00000676	Alright, it's been good travelling with you. Best of luck.
TIH00000677	Likewise, friend. If you find yourself in New Reno, look me up. Drinks will be on me.
TIH00000678	Fine, get the hell out of here. You've just been cramping my style.
TIH00000679	An asshole to the end, huh? Alright, good luck taking down the Syndicate. See you around, Courier.
TIH00000680	aaInheritance01BradleyHubWalkStickWithMeSpeech
TIH00000681	I don't know why I keep agreeing to stick with you, but... ok.
TIH00000682	I didn't take you for a quitter. You really want to just walk away from your birthright?
TIH00000683	That's not the issue. The Mojave... it isn't where I belong. There's been nothing but trouble since I moved here. I'm better off in Reno.
TIH00000684	You're going to let some thugs steal your inheritance? It's enough to set you for life.
TIH00000685	If you're set on leaving, at least take this - severance pay. Take care of yourself. <Give 500 caps>
TIH00000686	I wasn't sure about you at first, but you're a different sort than most of these animals. Even the best can lose their humanity in the wastes.
TIH00000687	You travel enough and forget that some people can rise above this shit. Thanks for reminding me there's still some good out there, Courier.
TIH00000688	If you're ever in New Reno, look me up. Good luck.
TIH00000689	I understand you're "connected."
TIH00000690	Maybe. What of it?
TIH00000691	Listen closely, freak. I'm going to ask you about the Syndicate, and you're going to answer me.
TIH00000692	Are you high? That must be psycho talking.
TIH00000693	Go take some fixer, see a doc, but don't talk to me again until you're head is screwed on straight, or I'll knock it the fuck off.
TIH00000694	aaInheritance01HastingsIntroTryAgain
TIH00000695	I need to find Zimmer.
TIH00000696	I don't know anyone named Zimmer. Even if I did, why would I tell you?
TIH00000697	I want to let the Syndicate know that things are settled between us. It's over.
TIH00000698	Good for you. I'll let them know.
TIH00000699	aaInheritance01HastingsFindZimmerSpeech
TIH00000700	Hold on, that's a serious accusation. I just want the dope and caps to flow freely, not rampaging Fiends.
TIH00000701	Look, I don't know Zimmer. Never even met him. But, I know a guy who can tell you. His name is Chase. He's shacked up in Gomorrah.
TIH00000702	Chase is a heavy hitter, muscle for the Syndicate. He's got his own room. Here's I'll point it out on your map.
TIH00000703	In case you're wondering, I don't know you, and you don't know me. Don't speak to me again, and never mention my name in this.
TIH00000704	If the Fiends found out that the Syndicate is just using them, things could get... ugly.
TIH00000705	Please. The NCR doesn't give a fuck about junkies or the Syndicate. Even if they did, they got no manpower to follow through. Keep dreaming.
TIH00000706	I bet NCR authorities would be interested in your arrangment with the Fiends.
TIH00000707	aaInheritance01HastingsFindZimmerBribe
TIH00000708	You realize you're just financing your own funeral, right?
TIH00000709	Look, I don't know Zimmer. Never even met him. But, I know a guy who can tell you. His name is Chase. He's shacked up in Gomorrah.
TIH00000710	Chase is a heavy hitter, muscle for the Syndicate. He's got his own room. Here's I'll point it out on your map.
TIH00000711	In case you're wondering, I don't know you, and you don't know me. Don't speak to me again, and never mention my name in this.
TIH00000712	<Pay 1,000 caps> This should jog your memory.
TIH00000713	aaInheritance01Hastings01FindZimmerBW
TIH00000714	Baby, you are speaking my language.
TIH00000715	You need to speak with Tony Chase up in Gomorrah. He'll tell you.
TIH00000716	Now it's time for that exchange you spoke of...
TIH00000717	All I need is a location, and in return... well, a good businessman like you wouldn't turn it down.
TIH00000718	aaInheritance01HastingsFindZimmerExchange
TIH00000719	If you don't mind a little blood on your hands, we could come to an agreement.
TIH00000720	My problem... is a bounty hunter who's been tracking me for weeks. His name is Vaughn, he's like a fucking bloodhound, won't give up.
TIH00000721	I'm safe in the Thorn, but outside he could take a free shot at me. This is hurting my business, and making me a little more than paranoid.
TIH00000722	Take care of this guy, and I'll help you find Zimmer. Deal?
TIH00000723	I'm something of a problem solver. Perhaps I can help you out, and then you can talk about Zimmer.
TIH00000724	I tend to kill people who offend me. Tell me about Zimmer before I get... upset.
TIH00000725	Fuck you and your delicate sensibilities!
TIH00000726	But hey - if you're feeling brave, make a move. You'll bring the whole Thorn down on you. Do what you feel.
