AAD00100001	问好
AAD00100406	你肯定察觉到了，兄弟会对这里的人来说几乎是不存在的。我们像都市传说一样。外界根本察觉不到我们的存在。
AAD00100407	我们本该与时俱进的，但我们没有。我们习惯了穿着动力装甲，拿着激光步枪，以为这样就能摆平一切。
AAD00100408	可如今……人人都有枪有组织。他们已经不再害怕了。可我们还在用老办法解决问题，因为我们作茧自缚太久了。
AAD00100409	哇，豪斯先生在找你啊？你猜他会找你干什么？一起去打保龄球？
AAD00100410	凯撒是死了，但我想他们那种长袍风格会继续流行下去。毕竟你找不到更能突出大腿的服饰了。
AAD00100411	你绝对不要问我们为什么要戴面具。这个话题是禁忌。
AAD00100412	既然豪斯先生要降低他的标准，那我们就得提高我们的！
AAD00100413	或许凯撒认为你配得上他的徽记，但你的坏名声早就人尽皆知了。
AAD00100414	我们可以容忍你在这里走动，但这不代表我们欢迎你。卢库勒斯正在码头上等你。
AAD00100415	别让凯撒等你！卢库勒斯正在码头上等你。
AAD00100416	一个荒淫之人居然戴着凯撒的徽记？这个世界怎么了？
AAD00100417	库瑟·卢库勒斯正在码头边的驳船上等你。他会带你去城堡觐见凯撒。
AAD00100418	快走，荒淫之人！别让凯撒等你！
AAD00100419	你就是卢库勒斯说的那个人？你去下面码头就能找到他，他在等你。
AAD00100420	你还在这瞎转悠什么，小崽子？{KAI-zar)凯撒正等着你呢！
AAD00100421	你就是卢库勒斯说的那个人吧。你去下面码头就能找到他，他在等你。
AAD00100422	凯撒不喜欢等人。如果我是你，我会马上去找库瑟·卢库勒斯，让他带我前往城堡。
AAD00100423	他应该还在码头等着。
AAD00100424	致敬。你是来买卖俘虏的吗？
AAD00100425	NCR突击兵，向您报道！
AAD00100426	突击兵，准备完毕！
AAD00100427	是你呼叫突击兵支援的？
AAD00100428	是你呼叫额外人手的？
AAD00100429	我收到你的呼叫就赶来了。
AAD00100430	整装待发，为您效劳。
AAD00100431	听说你需要增援？我就是增援。
AAD00100432	你呼叫了增援？
AAD00100433	敌人在哪儿，长官？
AAD00100434	为了共和国！
AAD00100435	游骑兵准备就绪！
AAD00100436	NCR游骑兵，向您报道！
AAD00100437	我们来了，全听您指挥。
AAD00100438	我来了，你只要告诉目标在哪儿就行。
AAD00100439	哪里有骚乱，哪里就有游骑兵……动身吧。
AAD00100440	我听说你遇到了麻烦，朋友。让我们来搞定它。
AAD00100441	为了共和国！
AAD00100442	是你呼叫援军？
AAD00100443	你真幸运，我恰好就在附近。
AAD00100444	我来掩护你的侧翼——你只管射击前方的目标！
AAD00100445	游骑兵就位，敌人在哪儿？
AAD00100446	看来，豪斯先生并不介意凯撒手下最臭名昭著的间谍在长街上招摇过市。.
AAD00100447	要不然，就是他的电子保安还不够智能，根本没有检测到风险。不管哪个答案，都无法让人特别放心呀。
AAD00100448	我读过REPCONN的资料。我想他们曾经跟……战前政府有过合作。包括火箭啊，能量武器原型机啊什么的。.
AAD00100449	你处理问题的方式很有趣。简直瞒天过海。
AAD00100450	我不知道毒蝎帮该不该因为自己没做过的事而落得个被全灭的下场，但西区确实少了一个麻烦。
AAD00100451	莫雷诺变成这样，我并不奇怪。我曾希望时间能让他放下心中的仇恨。
AAD00100452	但那个善良的厄里翁·莫雷诺也许早就已经死在纳瓦罗了，指望他心里还残留着一点良心，真是太蠢了。.
AAD00100453	该怎么选是明摆着的，你应该把电力送到自由城和维加斯外围去。
AAD00100454	脑子里的声音不*喜欢*你，软软人！
AAD00100455	我听说过你。你最好记好自己是哪边的。
AAD00100456	不知你是否知道，珍妮·梅走了以后，我一直在帮她看管财产。
AAD00100457	我想是时候报答你了，拿着这把钥匙，这座旅店永远为你敞开大门。
AAD00100458	你的房间在二楼，离门廊最近的那间。希望你喜欢。
AAD00100459	嘿，感谢你所做的一切。我会多加注意的，不用担心。
AAD00100460	该去见老板们了。我们可没时间在这瞎扯。
AAD00100461	老兄，谢谢你找到那个人渣，该死的大萨尔。.
AAD00100462	很高兴又见面了，希望你能赢钱。.
AAD00100463	很高兴再次见到你。自从逃跑之后，卡利托斯和我就一直住在这里。我们永远不会忘记你为我们所做的一切。
AAD00100464	你他妈在逗我？
AAD00100465	先是我的腿废了，然后我们又一头撞进了炸药帮的死对头怀里？我们到底跟你有什么仇啊，老兄？
AAD00100466	狗日的，你要是想让我死，给我15支吗啡针-X，我马上就嗑药死给你看，好不好？操！
AAD00100467	你他妈在逗我呢？
AAD00100468	先是我的腿废了，然后我们又一头撞进了炸药帮的死对头怀里？我们到底跟你有什么仇啊，老兄？
AAD00100469	狗日的，你要是想让我死，给我15支吗啡针-X，我马上就嗑药死给你看，好不好？操！
AAD00100470	我刚把这座镇子树立成了反抗军团下场的典型。如果你愿意的话，就用这个去为军团布道吧。
AAD00100471	你离开以后，去西边的莫哈维沙漠前哨站，告诉那些荒淫之人你在这里都看到了什么。
AAD00100472	哈！我们这刚完事。要不是你来得巧，我们差点就见不着了！
AAD00100473	如果有谁最该被钉上十字架，那就是你！你对军团犯下了不可饶恕的罪行，受死吧！
AAD00100474	飘零希望永远欢迎你，邮差——至少我管事的时候都是这样。
AAD00100475	我现在都能听见我们的小伙子在下面的惨叫。
AAD00100476	我们的人还被他们扣在下面。
AAD00100477	真希望我们能为下面的士兵做点什么。
AAD00100478	谢谢你救了人质！
AAD00100479	真不敢相信你居然杀进了矿洞，还救出了矿工。
AAD00100480	人质安全了。我们都欠你的情。
AAD00100481	我看到你安全抵达了目的地。我们可以开始了吗？
AAD00100482	你到底知不知道你干了什么，你摧毁的是什么？
AAD00100483	你的行为将使维加斯沦陷到官僚主义或者狂热野蛮的统治之中。
AAD00100484	你只手毁掉了人类前进的最佳希望。任何惩罚都无法弥补你犯下的滔天罪行。
AAD00100485	本尼死了，而你依然没有得到白金筹码。
AAD00100486	我想你该不会是忘记搜他的尸体了吧？
AAD00100487	你可真是个勤奋的邮差啊，不是吗？你以十分负责的态度履行了邮递物品的义务——我很赞赏你的职业素养。
AAD00100488	我得承认，当你无视我的邀请时，我就已经预料到了…不好的结果。不过——你总能出人意料，不是吗？
AAD00100489	好了。还是把筹码交给我吧。.
AAD00100490	你是否考虑了我提出的条件？如果还没有，那我们就没什么好谈的。
AAD00100491	下一个任务不需要你跑远路。它跟黑手党及其罪恶巢穴——蛾摩拉有关。
AAD00100492	随着牛与熊之间的决战日益临近，我对黑手党的担忧也与日俱增。
AAD00100493	实话告诉你，我从没指望过什么忠诚。一个可靠的秘密团体就算时不时闹些小动静，也实属正常。
AAD00100494	可问题就在这里——黑手党最近太安静了。难道他们一丝抱怨都没有吗？肯定在背地里盘算些什么。
AAD00100495	就像我此前说过的，我要你去调查黑手党，看看他们到底在盘算些什么。
AAD00100496	你的下一个任务是找到并消灭钢铁兄弟会莫哈维分会的残余力量。
AAD00100497	几年前NCR在太阳神一号几乎将他们全歼，但不幸的是，现在看来他们似乎还有幸存者。
AAD00100498	鉴于兄弟会对技术的狂热，他们完全有能力反对我的政权。
AAD00100499	请你——让他们从我的眼前消失吧。
AAD00100500	你跟NCR的交情实在是马马虎虎，所以我得给你好好包装一番。可能会出些洋相，但绝对值得。
AAD00100501	金博尔死了——看看你干的好事！
AAD00100502	真高兴能在这儿遇到战友。我的小队有麻烦了。
AAD00100503	该死，夏安，你为什么要冲进去？你应该呆在我身边的。
AAD00100504	抱歉，不该让你看到我这个样子。我现在情绪不太稳定。
AAD00100505	虽然我还可以教你些别的东西，但如果你现在就想拿了钱立刻上路的话，我也完全理解。
AAD00100506	啊，见鬼！我每天都在警告人们不要孤身来这里。
AAD00100507	有些人就是不把别人的忠告当回事，结果就落得这个下场。
AAD00100508	唉，这种事在外头也算常有了，你最好习惯它。
AAD00100509	不过你确实遵守承诺，陪我跑了这么一趟。这是说好的酬劳。
AAD00100510	一切都还好吗？
AAD00100511	呵——我听见你上来的脚步声了，不过你看起来不像是士兵或者商人。
AAD00100512	你去尼普顿市政厅看过了吗？浓烟还没散呢。
AAD00100513	你是个邮差？那说不定今天是你的幸运日呢……只要你愿意跑腿，眼神也够好。
AAD00100514	好了，到此为止。你别再玩了，要抢去抢九重天，这里不会再让你玩了。
AAD00100515	你可以去喝点东西，也可以和舞女聊聊天，但赌桌是不会再让你上了。
AAD00100516	你知道吗，像我商队这样的遭遇，我可不是头一回听说。
AAD00100517	还有个商队在几个月前也被袭击，连人带货都化成了灰。
AAD00100518	我在想他是不是犯了同样的错误，而且那支商队也是被能量武器袭击的。.
AAD00100519	这是什么？看着像是一张地图——画着维加斯西边的道路，然后……
AAD00100520	……他们标记了另外一个位置。就在这里，沿着这条直线。可这他妈——哪儿都不是啊。
AAD00100521	够了，我想事情已经很清楚了。
AAD00100522	深红商队和范格拉夫家族……他们就是袭击这些商队的幕后黑手，我要找他们讨个说法。
AAD00100523	我去补充点弹药，带上几瓶威士忌，然后我要让他们见识见识盖西迪家族的人是如何找人算帐的。
AAD00100524	别出声，那边有动静。
AAD00100525	还不准备走吗？这地方让我牙齿打颤。
AAD00100526	修剪了范格拉夫家这颗歪树，我想自由城的空气会清新不少。
AAD00100527	这就是深红商队的下场。
AAD00100528	你找到什么证据了吗？我可没耐心永远等下去。
AAD00100529	虽然不确定你这个朋友到底是谁，但如果他正在俯视维加斯，他不是天神就是月亮。
AAD00100530	所以……你去和那个大屏幕说话了？感觉我是走在了黄砖路上，只不过终点还有个坏消息在等着我。
AAD00100531	先是维加斯，现在是NCR和军团？你简直比浓妆艳抹的寡妇还抢手。
AAD00100532	希望你能和他们好好打交道，要不就算莫哈维再大，也没有你能容身的地方了。
AAD00100533	莫哈维现在的局势就像猎蜂振翅一样让人烦躁……肯定是因为军团和莫哈维在科罗拉多河两岸大打出手。
AAD00100534	看来没有什么回头路了，战争已经爆发了。如果胡佛水坝就是终点，但愿我们能死得其所。
AAD00100535	噢，看来除了把我来回使唤之外，你终于有点别的话要说了。
AAD00100536	有什么话就说吧，你看起来很严肃。
AAD00100537	终于有话要说了？不是枪啦，距离啦，吃药之类的话题了？
AAD00100538	哇，你突然靠这么近干什么？
AAD00100539	我不想再和你结伴旅行了。我不想再和你扯上更多关系了。.
AAD00100540	我还以为你能改呢——但我不再这么想了，你就是个彻头彻尾的混蛋。
AAD00100541	见到你总是那么高兴，伙计！有什么我可以帮你的吗？
AAD00100542	这儿已经不再需要你了，人类，不过我们随时欢迎你回来。
AAD00100543	我都记不得我本来要去哪里，但能再次和朗达一起旅行真是太好了。
AAD00100544	我其他的同类都去哪里了？现在就剩我一个了……
AAD00100545	放马过来啊，你这个傻大个——
AAD00100546	嘿！你跟外面那些不是一伙儿的。你到底是谁？
