DLC20000001	问好
DLC20001668	你想要地图？想要离开这个山谷？那就帮助我们。悲恸部落的一名族人，唤醒白云，会跟你一起走。她知道怎么隐蔽地穿行在山谷中。
DLC20001669	她同时还是位助产师，和3个孩子的母亲。相对而言，她对你的牢骚满腹会更加宽容。
DLC20001670	如果能帮我离开这里，当然可以。
DLC20001671	听着，我明白你想回家。但我们没有求你来锡安。就我所知，你只是个不请自来的外人。
DLC20001672	要是在从前，我也许会放下身边的一切全力帮你，但现在我要首先确保整个悲恸部落的安全。
DLC20001673	你不会一个人参与的。我的一名悲恸部落族人，唤醒白云，自告奋勇来帮助你。
DLC20001674	她是名经验丰富的猎手，擅长在别人视线之外巧妙隐蔽自己。她对你会很有帮助。
DLC20001675	等到一切结束，剩下的任务就是确保悲恸部落安全秘密地撤离。那时，我会给你一张地图和一部分补给，它们足够帮你离开这里。
DLC20001676	有什么地方可以帮忙？我会尽我所能。
DLC20001677	我很感激你的热心。在这片废土上已经很少有人会愿意主动向非亲非故的陌生人如此慷慨。
DLC20001678	既然你已经在山谷转过，相信你一定已经见到白腿部落的行迹。
DLC20001679	有一名悲恸部落的猎手，唤醒白云，主动请求做你在这片山谷的向导。她对隐蔽的技巧有很高的天赋。
DLC20001680	在这之后，我们要面临的问题就是如何带着所有人安全隐蔽地离开这里。到时希望你也能一切顺利地返回到莫哈维。
DLC20001681	你是谁，凭什么问我这么多问题？
DLC20001682	我是一个保护过很多无辜平民，并将他们从强盗和士兵手中解救出来的普通人。
DLC20001683	我想你应该对锡安不久之后的事态发展能有些先见之明。在东维琴河有一个死马战士营地。到那去。
DLC20001684	我的朋友约书亚.格拉汉姆可以向你解释目前我们和白腿部落之间的诸多矛盾与问题。你好好去听他详解。
DLC20001685	现在请别再烦我，我今天已经受够了你的无理。
DLC20001686	哦，嘿。我碰巧刚刚走到这里。没什么大不了的。
DLC20001687	好的。你能帮我个忙，“碰巧走到”东维琴河去吗？
DLC20001688	那里有一群死马部落战士，和我的盟友，约书亚.格拉汉姆。我希望你能和他谈谈，尤其是你进入锡安的路线。
DLC20001689	在这个地区，我们和白腿部落之间有很多冲突与矛盾。如果你能就当前形势和他进行讨论的话，我会感到很欣慰。谢谢。
DLC20001690	我跟随欢乐小径商队来到这里。路上我们受到了土著的攻击。我是唯一一名幸存者。
DLC20001691	这真是……我很难过。真是太糟糕了。最近，我们也和这个白腿部落发生了大量的冲突。
DLC20001692	事实上，这就是我在这里的原因。我叫丹尼尔，是个新迦南人，悲恸部落的传教士。
DLC20001693	你很有必要去和我的盟友，约书亚.格拉汉姆，谈谈。他现在在东维琴河的死马部落营地。我们俩可以晚会再谈。
DLC20001694	对了，我再一次对你同伴的不幸表示非常难过。
DLC20001695	约书亚是个新迦南人，他准备进攻白腿部落的愿望非常强烈。
DLC20001696	约书亚就如同人类战争奇迹的一本活生生的圣经！他曾经犯下的罪过，如今需要他每一天亲自偿还！
DLC20001697	他就是一座纪念上帝无私的宽容和人性对残酷的包容的纪念碑。他身上的每一寸皮肤都挤满了祷文！
DLC20001698	当你看到他时，你有没有感觉像看到上帝？在那些绷带下面，他的肌肤已严重灼伤。正如他曾经接受火刑，现在他在吞噬身边的每一个人。
DLC20001699	约书亚想要战斗，是因为白腿部落点燃了他内心依旧燃烧的熊熊烈火。而你，只看到了光，你还没有感觉到它散发出来的灼热之气。
DLC20001700	我能祈祷你不要像他那样。但现实的走向不是取决于我，也不是取决于上帝，而是取决于他——约书亚。
DLC20001701	如果你想要保护悲恸部落，为什么不去追击白腿部落？
DLC20001702	防御抵抗和展开战争还是有很大区别的。即使像你这样的异教徒心里也应该很清楚。
DLC20001703	我对你决定离开没有异议，但我觉得你不该伤害白腿部落的人。
DLC20001704	你可以保留你的观点，但你不必对这些人负责。如果为了保护他们而不得不杀戮，我觉得这是绝对必要的。
DLC20001705	那你还有很多责任需要承担。
DLC20001706	新迦南人干涉了他们的生活。我们自己干过。我们和别人以前也一起干过。虽然我们有良好的出发点，但结果往往向着不好的方向发展。
DLC20001707	当这一切发生时，我们不能就这样将他们抛弃，不能让他们死在我们新迦南人敌人的手里。
DLC20001708	你为什么急着要撤离锡安？你似乎不像是一名和平主义者。
DLC20001709	有一句古老的谚语这样说：“如果你想要和平，那么就准备开战吧。”
DLC20001710	你猜对了一半。我会主动开枪击毙任何胆敢溜进这个营地的白腿部落成员，但动机的出发点仅仅是为了保护悲恸部落。
DLC20001711	主在人们需要帮助时会提供帮助，但悲恸部落不懂怎样才能得到。约书亚和我知道。既然是我把他们带到当前的境地，我就要为他们负责。
DLC20001712	我现在来拿地图。
DLC20001713	你是不是没搞清情况啊你？
DLC20001714	好。
DLC20001715	好极了。
DLC20001716	对不起，我……不是故意要刺激你。
DLC20001717	[失败] 你的实际行动才能作为最好的道歉。
DLC20001718	我向你道歉，丹尼尔。我因为有些压力说错话了。
DLC20001719	[成功] 我理解。但我希望你能明白为什么对我们来说离开这里是那么重要，而且是越快越好。
DLC20001720	我……我们没能拯救新迦南。现在有一个补偿的机会摆在我们面前。我们不能再失败了。
DLC20001721	我明白了。
DLC20001722	谢谢你的理解。如果在其它方面能有我可以帮助你的地方，请不要犹豫，尽管来找我。
DLC20001723	是的，但你看我正在帮助你……你说呢？
DLC20001724	[失败] 如果你需要医治，尽管来找我。我可以帮你治疗任何疾病与伤口。但这些补给可是很珍贵的。
DLC20001725	大部分悲恸部落和死马部落的人都正受到很好的保护。我在外面则要冒着生命的危险。
DLC20001726	[成功] 好了好了。你在外小心点，自己注意安全，但愿不要用到这些东西。
DLC20001727	但我有……瓶盖。我有很多个瓶盖。你瞧，我这些瓶盖长得多漂亮。
DLC20001728	[失败] 你这些瓶盖确实保存得不错，但我必须储备好我的这些补给。抱歉。
DLC20001729	我从莫哈维废土来交易战前商品与物资。你也会需要它们的，不是吗？
DLC20001730	[成功] 的确。好吧。我可以向你提供补给品，但请节约使用。
DLC20001731	300个瓶盖对我来说有点多……
DLC20001732	这是300个瓶盖。
DLC20001733	这应该足够了。别动，接下来要不了多长时间。
DLC20001734	呃……我没有600个瓶盖。
DLC20001735	哦，我需要为补给填补足够的成本。等你钱够了就来找我。
DLC20001736	似乎我的钱不太够300个瓶盖……
DLC20001737	哦，我需要为补给填补足够的成本。等你钱够了就来找我。
DLC20001738	事实上，我感觉良好，应该没什么问题。还是要谢谢你。
DLC20001739	看你了，随便。
DLC20001740	我觉得我没有150个瓶盖……
DLC20001741	哦，我需要为补给填补足够的成本。等你钱够了就来找我。
DLC20001742	我不差钱。600个瓶盖搞定一切，怎么样？
DLC20001743	谢谢。站着别动。你马上会感觉好多的。
DLC20001744	可以。300个瓶盖够不够？
DLC20001745	谢谢。站着别动。你马上会感觉好多的。
DLC20001746	给，这是150个瓶盖。
DLC20001747	谢谢。站着别动。你马上会感觉好多的。
DLC20001748	恩，我实在是没有200个瓶盖。
DLC20001749	我是愿意帮助你的，但我至少必须填补成本。如果你的钱够了，随时回来见我。
DLC20001750	好的。这是200个瓶盖。
DLC20001751	请坐。虽然这地方可能不是很舒服。
DLC20001752	我需要药品补给。
DLC20001753	我可以提供一些医疗补给品。我甚至可以直接使用这里现成的，但我不能把我们这些东西卖给你。
DLC20001754	我需要多多储备以备不时之需，免得万一两个部落急需的时候药品短缺。
DLC20001755	看一看吧。
DLC20001756	辐射过度，不舒服。
DLC20001757	即便这么多年过去了，对探险者、商队守卫、邮差以及部落人来说，这依然是一种常见病。你放心，我能治好。
DLC20001758	哦，就是些普通的小伤。一些擦伤、烧伤，还有子弹伤。
DLC20001759	呵，我觉得你看起来还不错。至少表面上看起来。
DLC20001760	啊，你气色看起来不差。我看问题不大。
DLC20001761	看起来有些伤口挺严重，但还没有我没处理过的。你放心。
DLC20001762	你真会开玩笑。我见过的一些尸体上的伤口都没你严重。看来得花点时间好好处理一下。
DLC20001763	我有点上瘾了。
DLC20001764	唉，我希望人们尽可能少接触那些酒精或药剂。你需要我帮你治疗么？
DLC20001765	我需要一些医疗辅助。你能帮什么忙吗？
DLC20001766	一些常见的问题我都没什么问题。怎么了？
DLC20001767	好吧，那算了。
DLC20001768	好的。
DLC20001769	那太糟了，因为我正准备去告诉她。
DLC20001770	你想做就做吧，我不会阻止你。我只希望你能重新考虑一下你这么做会带来的后果。
DLC20001771	你难道不是这里管事的老大吗？
DLC20001772	说起来容易，但做起来并不轻松。我也不喜欢这样，但告诉唤醒白云她丈夫的死讯只会弄得一团糟。
DLC20001773	你是名新迦南人，你应该帮助领导这些人，而不是向他们隐瞒一切。
DLC20001774	我知道了，你说得对。我不该第一时间向她隐瞒这一切。我只是……我不能再犯错了。
DLC20001775	锡安绝不能成为下一个新迦南。悲恸部落不该遭此命运。他们不该遭此命运。
DLC20001776	有时我看着他们会想，如果那些古老的通往锡安的路途能被逐渐遗忘，他们现在或许会过得很开心。
DLC20001777	要是我们没有见到他们就好了。如果你认为最好的解决办法就是告诉她真相，那你去这么做吧，我不会阻止你。
DLC20001778	就此打住，我不会告诉她的。
DLC20001779	好。一旦我们帮助所有的悲恸部落人民抵达安全地带，我就会择机告诉她。
DLC20001780	我不赞同你向她隐瞒着一切，但你说得有道理。我会保守秘密的。
DLC20001781	我也不想向她隐瞒任何事情，但现在我处于一个两难境地。
DLC20001782	她的族人……说实话，我们现在急需她的帮助。亲口告诉她我也会很痛苦，迟早，但不是现在。
DLC20001783	那是她丈夫！你难道不认为她有权力知道这一切吗？
DLC20001784	每一个问题的存在总是有其道理的。那么是由你还由我来让她承受如此沉重的心理负担？
DLC20001785	哦……好吧，那我们再谈点别的。
DLC20001786	好。你想谈什么都可以。
DLC20001787	怎么了？发生什么了？
DLC20001788	她的三个孩子很安全。几个星期前，他们从北面安全撤离了，并与东面的新迦南人成功汇合。
DLC20001789	但她的丈夫没能安全撤出。他为了保护孩子们，在与白腿部落作战时牺牲了。
DLC20001790	不要告诉唤醒白云。她是悲恸部落唯一一个可以和我们顺利沟通的人，她的部落现在需要她。
DLC20001791	你帮助她的家人离开锡安了吗？
DLC20001792	我帮助了。
DLC20001793	她说，有一次她在生孩子时遇到了困难，而是你帮助她度过了难关。
DLC20001794	哦，的确是的。不过唤醒白云是位很有天赋的助产师。现在经过她之手来到这个世界的小孩已经比我要多得多了。
DLC20001795	但她还是碰到了她也解决不了的问题。当她在生第3个孩子的时候……
DLC20001796	我其实也没做什么，她自己也很坚强。不过我很惊讶她竟然提起这件事。
DLC20001797	滥用暴力只会导致更多暴力的泛滥。
DLC20001798	你试着和一个部落孩子一起散步，牵她的小手。她的父母几天前被NCR侦查兵杀害了。
DLC20001799	那些家伙始终跟踪着部落。一天夜里，他们开了很多枪，部落的人吓得围成一团。
DLC20001800	这时一个手雷滚了下来，炸死了很多人。你活着的唯一原因是其他人的身体覆盖在你上面。
DLC20001801	你在地上无助的爬着，耳朵嗡嗡地响，手里握着一个小女孩的残臂。而这，就是她仅剩下来的东西。
DLC20001802	如果你亲身经历了这一切，还能看着我的双眼，跟我说不要多管闲事，或许我会听你的。
DLC20001803	这就说得通了。我们再说点别的。
DLC20001804	你还想知道什么？
DLC20001805	约书亚提出了一个其它的合理建议。我们为什么不帮他们一起战斗？
DLC20001806	约书亚不仅仅是想与白腿部落开战，他想彻底歼灭他们。这对白腿部落来说将是毁灭性的打击。
DLC20001807	仅仅造成痛苦根本无法对他们劝阻。如果他们不加入凯撒军团，他们就会遭到灭族。因为他们完全不懂怎样才能生存。
DLC20001808	不用说食物保存、革履，甚至连基本的狩猎和烹饪都超出他们的掌握范围。他们只能靠拾荒和抢劫过活，但这样也终究持续不了多久。
DLC20001809	除非约书亚和死马部落能杀死他们的战争领主并摧毁他们的战争体制，否则他们完全不会改变。这才是约书亚的意图。
DLC20001810	这就是世界运转的方式。不管你接不接受，他们只是其中的一部分。
DLC20001811	不。这是我们创造世界的方式。是我们把他们带到这个世界上来的。
DLC20001812	约书亚一定在等你。我会在这儿和其他人在一起。
DLC20001813	那你就有权力把他们驱赶出他们世世代代生存的家园？
DLC20001814	我已经和他们解释过了我们将要离开这里！而且他们已经都接受了！而约书亚却要教他们如何做一名合格的战士？
DLC20001815	如果他们在那一刻迷失了自己，你要怎么才能告诉他们要如何靠自己生存？难道是去杀掉那些不该死的人？
DLC20001816	这个问题究竟有多重要？如果要继续呆在这个山谷就非要接受那个选择？
DLC20001817	或许这个世界上已经没有怜悯的栖息地。但即使我化为灰烬，我也绝不接受。而且我也决不会宽恕那样的行为。
DLC20001818	好了，约书亚一定在等你。我会呆在这里，和其他人一起，因为我向他们做过承诺。
DLC20001819	我们谈谈别的。
DLC20001820	好的，当然。
DLC20001821	为什么你不告诉我当时在新迦南都发生了些什么？
DLC20001822	我不太想讨论这个话题。不管怎么说，那一切都已经是历史了。你为什么还这么感兴趣？
DLC20001823	我想和你谈谈莫德凯主教。
DLC20001824	这个话题还是算了。这个是私人话题。
DLC20001825	我理解你。我们谈点别的吧。
DLC20001826	谢谢。你还想知道什么？
DLC20001827	我只是有点好奇，仅此而已。
DLC20001828	[失败] 我可以理解，但对我来说这段回忆很痛苦。我希望你也能理解。
DLC20001829	你是在这负责的那个人。如果你出了什么问题，我们所有的人都会受到影响。
DLC20001830	[成功] 我从没想过我能有今天这个地位。我也不知道为什么。莫德凯主教已经是过去了。他曾经患病了很多年。
DLC20001831	他甚至不能再行走。而这对我们其他人来说则不是问题。对他来说着看起来要麻烦得多，我觉得。
DLC20001832	当白腿部落来的时候……他正在楼上。我们没来得及把他抬出来。房屋显示从地下室起火，然后迅速蔓延到楼上。
DLC20001833	他不是因烟尘窒息而死的。我倒希望他是。有时当我醒来时，在最初的一会儿，我甚至觉得那一切只是场梦。但它不是。不是。
DLC20001834	我希望那一切景象只是可能会发生的情景。但事实上，它们都发生了，是我们令它们都发生了。
DLC20001835	为什么你不教他们些有用的知识而不是整天灌输那些荒谬的言论？
DLC20001836	我们教他们生存的实用技巧，我们教他们如何为未知的未来做充足的准备。
DLC20001837	悲恸部落完全可以掌握旧世界的所有奇迹，他们甚至可以征服整个大盆地。但如果没有上帝的仁爱之心，他们每个人都只是一具空壳。
DLC20001838	它是风暴中的避难所，减缓饥饿的美食，冰冷的黑暗中一丝温暖的光线。试问还有什么比它更有价值？
DLC20001839	如果你不赞同，那是你的选择。他们也可以这样选择。信念与信仰是不能强求的。
DLC20001840	听起来很牵强，即使是对废土来说也是。
DLC20001841	好消息是这个世界上我们所无法创造的最神奇的东西。我们过去通常习惯伴随噩梦入眠，但我们无法想象醒来时却发现现实只是个梦。
DLC20001842	但这就是我们相信的东西，包括每一个字，每一句话。这是我们信仰的基石，我们生存的依赖。
DLC20001843	你每迈出一步，在你的一只脚跨向前超越另一只脚后，你总是知道它会被某种力量重新拉回到这片土地上。
DLC20001844	我们知道，上帝始终在注视着我们，等待着我们回家。对我们来说，行路与生存没有区别。它们都是一种信仰、信念。
DLC20001845	有趣。
DLC20001846	嘿，这个回答可比我从其他废土游人那里听到的要婉转得多。没有冒犯之意。
DLC20001847	我告诉你，现在我们麻烦不断，你为什么不拿着这个？读读看。也许你不会喜欢。也许你会感到无聊。
DLC20001848	但如果你有疑问，假设我们已经解决了当前所有的问题，就直接问我。回答各种问题一直是我的工作。也许我还可以胜任。
DLC20001849	就这样？
DLC20001850	[失败] 正是如此。那段日子实在令人不太愿意去回忆。
DLC20001851	如果你不敢正视你们的过去，它迟早也会找上你。
DLC20001852	[成功] 你说得对。不论我们怎么努力都无法逃避。最好的方式就是接受，相信主的仁慈，并获得宽恕。
DLC20001853	约书亚走后，其他大部分新迦南人也走了。白腿部落一定是在暗中观察，清点着剩下的人数。
DLC20001854	我们那时并没有把白腿部落当成是真正的威胁。可能是我们过于自信，可能是我们心中充满了傲慢。总之，我们并没有发觉他们早已蠢蠢欲动。
DLC20001855	一天夜里，袭击开始。他们不分男女老幼、军人庶民，统统杀戮。他们甚至把孩子都……
DLC20001856	……在他们还在床上熟睡的时候就打得血肉模糊。现在，我们的人已经所剩无几。也许只剩下30人左右了。在这场巨大的灾难面前，我们过去的骄傲烟消云散。
DLC20001857	你和莫德凯关系怎么样？
DLC20001858	听着，我现在还有很多事要忙。我的个人社会关系……现在并不重要。你也别再多问了。
DLC20001859	在新迦南发生了什么？
DLC20001860	我们失去了它。我们的家园，我们的一切。但过去的就已经过去了，我们要向前看。
DLC20001861	白腿部落已经聚集在这个地区了，那么你有什么计划？
DLC20001862	我要带领悲恸部落远离纷争。其实我很钦佩白腿部落能不畏艰辛不远万里找到这儿。我想，他们一路上也一定吃尽了苦头。
DLC20001863	但他们不会再继续跟随我们向东进入大阶梯地区了，因为他们丝毫不懂得如何在平原上生存。而那里对我们来说，则是安全的新的栖息之地。
DLC20001864	白腿部落攻击其他部落这样的事情以前有没有发生过？
DLC20001865	是的。但不仅仅是白腿部落，还有强盗、勘探者、奴隶，以及所有那些自以为可以前来开辟新大陆的人。
DLC20001866	我们已经失去了旅行者，还有疯狂号角等几个部落。我们已经尽了全力，但我们还是犯下致命的错误。我们为他们牺牲了很多，但他们牺牲得更多。
DLC20001867	总有一天，我要从这个坑里爬出去。但直到那一天来到之前，我都要尽力阻止我们在这个坑里掉得更深。
DLC20001868	主教都干些什么？是你的老板？
DLC20001869	啊，莫德凯主教……
DLC20001870	哦，抱歉。莫德凯曾是我的主教。他是我们新迦南人全部宗教团体的总负责人。但他在白腿部落攻击新迦南的时候不幸牺牲了。
DLC20001871	我不知道我的下一位主教会是谁。但至少当前不用为这个问题操心。因为我们现在还面临一大堆的烦恼。
DLC20001872	救赎？来自何处的救赎？废土？
DLC20001873	一个精神的废土荒原。我们相信，在存在生命之前，我们的灵魂存在于别处。等我们死了之后，我们的灵魂还会留存在这个世界上。
DLC20001874	在我们还存活的时间里，我们都要承担选择的重担。我们做出的任何选择，都可以决定我们在精神世界的归宿，以及我们将如面对人生的审判。
DLC20001875	新迦南人，和那些很多已经死了的人一样，相信上帝来到地面造了一个活生生他自己——耶稣。他以牺牲自己的生命来拯救我们。
DLC20001876	你、我，或任何人所做出的每一项原罪、每一件犯罪，都被他用自己的鲜血洗释干净。我们不得不接受他的爱，但重得有些难以承受。
DLC20001877	这就是为什么我们拜访那些部落，去传布福音。据我所知，我们新迦南人是仅存的基督教追随者。
DLC20001878	你说你“以前”主要帮助悲恸部落解决这些问题。那你现在在做什么？
DLC20001879	我现在正在努力阻止我们的问题变成他们的问题。我是指我们新迦南人。
DLC20001880	白腿部落曾经一直与我们为敌。随着约书亚的归来，凯撒开始要求白腿部落彻底毁灭我们新迦南人。
DLC20001881	也包括了那些曾经与我们合作的部落。这一切已经……我现在要尽力阻止这些可怕的事情降临在悲恸部落身上。
DLC20001882	你在这里干什么？
DLC20001883	我以前主要帮助悲恸部落解决各种医学问题，以及他们遇到的其他一些事项。但后来我的主教派我来这作传教士。
DLC20001884	我们新迦南人相信，每个人都有一条救赎之路，而我们就需要充当他们前往救赎之路的领路人。
DLC20001885	我还有些其他的问题想问你。
DLC20001886	你怎么回事？
DLC20001887	呃……或许你该和他们谈谈。他们认为你所说的“主”和他们信仰的“先父”是等同的
DLC20001888	哦。啊。当然。我真傻。他们大概也把玛丽当做母亲，把耶稣看做孩子。
DLC20001889	怪不得他们学得那么轻松。我猜，只是有时沟通起来才会有点小问题。
DLC20001890	你知不知道关于住在洞穴里的先父？
DLC20001891	住在洞穴里的？哦，对了。他历来就被悲恸部落所信仰，他以前一直通过山谷的洞穴关注着悲恸部落的成长。
DLC20001892	他们为在这附近的那几处洞穴做了标记，因为他们相信，一旦进入这几个洞穴，都将受到严厉的惩罚。
DLC20001893	我觉得，随着他们对新迦南人的传授接纳得越来越多，他们可能会逐渐遗忘自己原有的信仰。
DLC20001894	你怎么看待一个邮差？你本来期待是谁？
DLC20001895	凯撒从没有公开承认过，但他知道我还活着。被我干掉的他的刺客数也数不过来。
DLC20001896	我听说他们中有一个人以邮差的身份往来于莫哈维。一般大部分凯撒的密探在进入NCR地区后都会落得同样的下场，但似乎只有这个人幸存了下来。
DLC20001897	我倒没什么问题。我更喜欢荒野。
DLC20001898	那就告诉他。追踪者在他余下的生涯还须要接受更多的指导。而我只能到此为止了。
DLC20001899	如果人们向我求助如何战斗，我很乐意教授他们。我相信上帝把我带到这个世界是有原因的。
DLC20001900	但要像我一样生活，像我一样思考……不，在这些方面还有比我水平更高的人。
DLC20001901	嗯，好的。
DLC20001902	不管你跟他说什么，都没问题。
DLC20001903	这始终是由他自己决定。我希望他不再依赖我的意见。他已经成人了。他须要自己能对自己负责了。
DLC20001904	你知道这意味着我会鼓励他离开，对吗？
DLC20001905	追踪者在他余下的生涯还须要接受更多的指导。而我只能到此为止了
DLC20001906	你为什么这么决定？
DLC20001907	[失败] 我就是上帝的左臂右膀，复仇之魂！
DLC20001908	如果你相信的是事实，他迟早会付出代价。悲恸部落不需要看你来这么做。
DLC20001909	我要从他们那里夺走他们从我手中、从我的家人手中夺走的一切。此生，我要让他们血债血偿，我要让他们即使在临死的时候也要饱尝恐惧和痛苦的折磨。
DLC20001910	我要复仇。向他，向凯撒复仇。我要以自己的方式，让上帝也体验我的愤怒，见证我的愤怒。
DLC20001911	有时我会对自己说，内心的怒火永不会休止。但正是我亲手点燃了它们。不是上帝。也不是他们。
DLC20001912	我可以看清自己的内心。温暖与炽热并存。它永远是我身心的一部分。但，不是今天。
DLC20001913	[成功] 滚，滚得越远越好。回去，回到大盐湖去。
DLC20001914	等等，约书亚！别！
DLC20001915	[失败] 不！他和他的部落要为他们的罪行付出代价。我有什么理由可以放过他们？
DLC20001916	那儿。那就是了。一切都完结了。当他们听说这里发生的一切，白腿部落早就爬回他们的大盐湖了。
DLC20001917	如果凯撒想要杀死他们，他们也只能乖乖地像野狗一样听人摆布。
DLC20001918	来。我们去找丹尼尔。明天马上就要来临了。我们还有很多事情要做呢。
DLC20001919	就这样，一切都完结了。谢谢你。我真无法想象，要是没有你的帮助，这一切又会怎样。
DLC20001920	我们去找丹尼尔吧。明天马上就要来临了。我们还有很多事情要做。
DLC20001921	无论他选择何种方式，他的下场只有这一种。但我想，这都是为了死马部落和悲恸部落。
DLC20001922	不管怎样，我得感谢你的帮助，感谢上帝的眷顾。白腿部落再也不会骚扰锡安了。
DLC20001923	我们去找丹尼尔吧。明天马上就要来临了。我们还有很多事情要做。
DLC20001924	你觉得拉尼厄斯没有能力领导军团？
DLC20001925	我认为只有凯撒有这个能力。我从没见过任何人有能力取代他的位置。我也不能。我不认我有能够统筹大局的观念。
DLC20001926	拉尼厄斯也一样。据说，除了在战场上以外，他对领导别人毫无兴趣。
DLC20001927	换句话说，军团会随着凯撒一同消亡。现在的景象，只不过是垂死的老人最后几步蹒跚之旅，而他并没有意识到，死神早已在向他招手。
DLC20001928	我们等着瞧。
DLC20001929	随着时间的流逝，上帝会诉说一切事实的。
DLC20001930	他们不会了。我向你保证，能够回家的军团士兵寥寥无几。
DLC20001931	恩，好极了。你的所作所为令你看起来简直就像上帝，不管你信不信。
DLC20001932	凯撒死了。我亲眼看见的。我觉得你应该听说了。
DLC20001933	我不得不承认，这实在是难以置信。他对我做了那么多，无穷无尽地派人追杀我，费尽心思地要置我于死地，然而他却先我一步化为尘土。
DLC20001934	对莫哈维来说，这无疑是个好消息。我只是希望亚利桑那和其他的部落不会在军团分崩离析之后遭受其它未知的苦难。
DLC20001935	你应该知道，我已经见过凯撒了。如果我告诉他你在这里，你猜他会说什么？
DLC20001936	我猜，这会把你和他一起陷入一个窘迫的境地。凯撒一直在派他的特使找我，但他从来没有承认我还活着。
DLC20001937	所以即使你杀掉我，他也不会正式承认。而且你这么做，就是等于承认我之前还没有死，而这也意味着凯撒一直在撒谎。
DLC20001938	不。他的一生其实本身就已充斥着谎言，而他也将满载谎言而去。在谎言的包围中，他无路可逃。
DLC20001939	你有多少我已近很清楚了。别装蒜了。
DLC20001940	行，你自己知道就行了，好吧？别犯傻到处张扬。
DLC20001941	在这儿再等一会儿。别干任何蠢事。
DLC20001942	好的，但别让我们等太久！
DLC20001943	当然，管他呢，我们一起去袭击白腿部落。
DLC20001944	我们出发吧！
DLC20001945	好吧，但至少让我一个人来对付他们。你不是白腿部落战士的对手。
DLC20001946	快离开这里，你们不是白腿部落战士的对手。
DLC20001947	[成功] 因为你是悲恸部落的朋友……好吧。我们走。愿愤怒的幽灵惩罚白腿部落。
DLC20001948	[失败] 不！我们决不允许白腿部落玷污我们的先祖！我们要去！我们要战斗！
DLC20001949	不，我一个人去袭击白腿部落。你们呆在这里，否则我可保证不了你们的安全。
DLC20001950	嗯，由于你是悲恸部落的朋友……那我们走了。但你一定要杀光白腿部落！
DLC20001951	很高兴与你同行。我一个人执行任务的次数太多了，以至于我都快忘了有一个同伴在身边的感觉了。
DLC20001952	我在这个山谷里见过很多奇怪的植物，它们似乎对人类的血肉有着特殊的嗜好。我完全不知道它们是怎么来的。
DLC20001953	白腿部落的攻击一天比一天频繁，我担心我的人民和这片山谷将会坚持不下去。
DLC20001954	哦，主啊，引领和保护你那谦卑的子民吧。祈祷你能令我们变得更强壮一些，可以保护锡安，抵挡那些罪恶之手。
DLC20001955	我希望你有机会能见到我的家人。你一定会喜欢他们的。
DLC20001956	锡安过去是片和平的土地。丹尼尔说，它在上帝的眼中就是一片圣土。我希望你能有一天见到它曾经的样子。
DLC20001957	我的主，我请求你引领这个留存希望的男人，向他展示你智慧的曙光和爱的安宁。阿门。
DLC20001958	我的主，我请求你引领这个留存希望的女人，向她展示你智慧的曙光和爱的安宁。阿门。
DLC20001959	丹尼尔说，大部分峡谷以外的人都不再信仰上帝。当你离开这里的时候，希望你能记住他的话。
DLC20001960	当伤口撒盐占领新迦南时，他命令白腿部落向地面撒盐以阻止任何生命再次生长。真是太阴狠毒辣了！
DLC20001961	我知道你急切地想离开锡安，但……如果你留下来，也许你能在这里找到安宁。你说呢？
DLC20001962	在白天的这个时间，这条河现在看起来很可爱，你觉得呢？
DLC20001963	在夜晚的这个时间，这条河现在看起来很可爱，你觉得呢？
DLC20001964	在这个地方请保持虔诚——这些是我们祖先的遗骨。
DLC20001965	这就是“她的幽灵”的巢穴。我从没想过自己会有勇气来到这里……
DLC20001966	文明总是不完美的，但部落生活也是一样的。你应该自己去见识见识。
DLC20001967	真的？你真的这么想？哦！我确实有这打算。等着一切都结束了，我一定要去探索外面的文明！
DLC20001968	谢谢你，要不是你，我绝对不会鼓起勇气去问他的。
DLC20001969	你应该和你的族人一起呆在这里。你有责任保护他们。
DLC20001970	我知道了，好吧。谢谢你跟我说这些话。我想一个人单独呆一会儿。谢谢。
DLC20001971	他说他很难客观全面地看待你的观点，而我应该给你提点建议。
DLC20001972	他这么说的？好吧，我猜你在外面呆的时间比他要长多了。那么……你的建议是？
DLC20001973	我们不该呆在这里！圣母峰现在是白腿部落的营地！我们最好赶快离开这里！
DLC20001974	离开家的感觉总是有些悲伤，但回到家的感觉总是令人喜悦。
DLC20001975	自从我上次拜访死马部落以来已经过了很长时间了。我们的部落和其他部落接触得并不多。
DLC20001976	这是派因溪，是几条离开锡安峡谷的路途之一。注意，这附近有很多危险的野兽巢穴。
DLC20001977	这些地方标记着过去。我们不该来到这里，这里禁止靠近！
DLC20001978	跟我讲讲“她的幽灵”。
DLC20001979	这故事很悲伤，我本不太想谈起。但既然你这么问了，那一定是白鸟要你来的。好的，我愿意跟你说。
DLC20001980	很久以前，在这个部落里有一个女孩子。她天性好奇，而且很聪明，她妈妈不得不时刻关注她的行踪，以防不测。
DLC20001981	一天，孩子溜出了营地，想进附近的一个洞穴里游戏。但小女孩不知道，那个洞穴里正睡着一个妖怪。
DLC20001982	小女孩死了。整个部落都为她哭泣，因为人们甚至还没来得及为她取名字。她的灵魂也因此没有归宿，自此将在大地上无尽徘徊。
