AAD00100001	GREETING
AAD00100436	NCR Ranger, reporting for duty!
AAD00100437	Here we are, you just point and we'll shoot.
AAD00100438	Here I am, just point at what needs killing.
AAD00100439	One riot, one ranger... let's get this done.
AAD00100440	Heard you were in a spot of trouble, friend. Let's fix that.
AAD00100441	For the Republic!
AAD00100442	You called for an extra gun?
AAD00100443	You're lucky I happened to be nearby.
AAD00100444	I got your flank - you just shoot what's in front of you!
AAD00100445	Ranger here - where's the fight?
AAD00100446	So, Mr. House doesn't care that one of Caesar's most notorious Legion spies is walking around on the Strip.
AAD00100447	Either that or his Securitrons' AI is too primitive to recognize the threat. Neither answer is particularly comforting.
AAD00100448	I've read about REPCONN. I think they did some work with the... the government before the war. Rockets and some energy weapon prototypes, I think.
AAD00100449	Interesting way of handling things. Very sub rosa.
AAD00100450	I don't know if the Scorpions deserve to be wiped out for something they didn't do, but that's one less problem Westside has to deal with.
AAD00100451	I shouldn't be surprised at what happened with Moreno. I hoped that after all this time, he could put his anger behind him.
AAD00100452	Maybe everything good in Orion Moreno died at Navarro, and it was foolish to think there was anything in him left to salvage.
AAD00100453	In case it's not obvious, I think you should redirect the power to Freeside and Outer Vegas.
AAD00100454	Head voices don't *like* you, squishy man!
AAD00100455	I've heard of you. Just remember whose side you're on out there.
AAD00100456	I don't know if you know, but since Jeannie May passed, I've been keeping an eye on her properties for her.
AAD00100457	I think it's time we gave everything back to you, so take this key and make yourself at home at our motel.
AAD00100458	It'll open the room on the second floor, closest to the lobby. Hope it suits you.
AAD00100459	Hey, thanks for all the hard work back there. I'm going to run a tight ship here, don't you worry.
AAD00100460	It's time for the meeting with the bosses. We can't chit chat right now.
AAD00100461	Man, thanks for finding out that shit. Fuck Big Sal.
AAD00100462	Good to see you again. I hope you're winning some money in here.
AAD00100463	I'm happy to see you again. Carlitos and I have been living here since our escape. We'll never forget what you've done for us.
AAD00100464	Are you fucking kidding me?
AAD00100465	First I get my legs smashed, and then in walks the Powder Gangers' Grim fucking Reaper? What the fuck have you got against us, man?
AAD00100466	Jesus fucking Christ, if you want me dead just gimme 15 Med-X and I'll fucking O.D. for ya, okay? Fuck!
AAD00100467	Are you fucking kidding me?
AAD00100468	First I get my legs smashed, and then in walks the Powder Gangers' Grim fucking Reaper? What the fuck have you got against us, bitch?
AAD00100469	Jesus fucking Christ, if you want me dead just gimme 15 Med-X and I'll fucking O.D. for ya, okay? Fuck!
AAD00100470	I was just finishing up making an example of this town, teaching a lesson, if you will.
AAD00100471	When you move on, teach everyone you meet the lessons Caesar's Legion taught here. Especially any NCR troops you run across.
AAD00100472	Hah! And we were just finishing up here. To think that we might have missed you!
AAD00100473	If anyone belongs on a cross, it's you! For your crimes against the Legion, you will die!
AAD00100474	You're always welcome around the Hope, Courier - least as far as I'm concerned.
AAD00100475	I can still hear our boys screaming down there.
AAD00100476	They've got our guys down there.
AAD00100477	Wish we could do something for the troopers down there.
AAD00100478	Thanks for the help with the hostages!
AAD00100479	I can't believe you broke into the mine and saved those miners.
AAD00100480	The hostages are safe. We owe you.
AAD00100481	I see you reached your destination safely. Shall we get to work?
AAD00100482	Do you have the slightest idea of what you've done, of what you've destroyed?
AAD00100483	You've doomed Vegas to be ruled by corrupt bureaucrats or fanatical savages.
AAD00100484	Singlehandedly, you've brought mankind's best hopes of forward progress crashing down. No punishment would be too severe.
AAD00100485	Benny is dead, and yet you don't appear to be carrying the Platinum Chip.
AAD00100486	I don't suppose you forgot to search his body?
AAD00100487	You've been a busy courier, haven't you? You take your obligation to deliver a package very seriously - an ethic for which I am grateful.
AAD00100488	I will admit, when you ignored my invitation, I predicted... negative outcomes. But - you have a way of exceeding expectations, don't you?
AAD00100489	Well, enough. Let's have the Chip, then.
AAD00100490	Have you considered the terms of my offer? There's little else for us to discuss until you have.
AAD00100491	Your next assignment won't take you far. It concerns the Omertas and their den of vice, Gomorrah.
AAD00100492	As the decisive encounter between the bull and the bear looms close, my concerns about the Omertas have grown.
AAD00100493	I've never expected loyalty, mind you. A reliably underhanded tribe is just as constant to deal with as one that always runs true.
AAD00100494	But that's just it - lately the Omertas' cooperative silence has been deafening. Not a single complaint? They're up to something.
AAD00100495	As I said before, I need you to investigate the Omertas, to see what they're up to.
AAD00100496	Your next assignment is to locate and destroy remnants of the Mojave chapter of the Brotherhood of Steel.
AAD00100497	The NCR nearly did the job at HELIOS One a few years ago, but there seem to have been survivors, unfortunately.
AAD00100498	Given the Brotherhood's fanatical views on technology, they can be counted on to oppose my regime.
AAD00100499	Please - put them out of my misery.
AAD00100500	Your reputation with the NCR isn't exactly stellar, so I'll have to vouch for you. It'll make a scene, but it's worth it.
AAD00100501	Kimball is dead - what a mess you've made!
AAD00100502	I'm glad to see a fellow trooper. My squad is in trouble.
AAD00100503	Confound it, Cheyenne, why'd you have to go running in like that? You were supposed to stay.
AAD00100504	I'm sorry, you shouldn't have to see me like this. I'm not gonna be very good company right now.
AAD00100505	I did have another thing to teach, but I'll understand if you'd rather I just pay you so you can be on your way.
AAD00100506	Ah, hell's bells. There's not a day passes by I don't tell people not to come here by themselves.
AAD00100507	Some people, your word just isn't good enough for them. Then this happens.
AAD00100508	Well, it's a part of life out here. Best to accept it.
AAD00100509	But you did what you promised, staying out here with me. Here's my end of the deal.
AAD00100510	Everything all right?
AAD00100511	Hnh. Heard your footsteps coming up the ramp, didn't sound like a trooper or one of the merchants.
AAD00100512	You check out the Nipton Town Hall yet? Smoke trail's not getting any shorter.
AAD00100513	You a courier? If so, this might be your lucky day... if you don't mind walking a bit and your eyes are good.
AAD00100514	Okay, that's that. No more games for you. Go rob the Tops. You're done here.
AAD00100515	Have some drinks, talk to some dancers but you are done at my tables.
AAD00100516	You know what, what happened to my caravan - not the first time I've heard about an attack like that.
AAD00100517	One of our caravans got hit a few months back, and the caravan'd been burned, too, along with the cargo.
AAD00100518	I wonder if he made the same mistake, and that other caravan got hit with energy weapons too.
AAD00100519	What's that? Looks like a map - got the route along the West of Vegas, and...
AAD00100520	...they've marked another spot. Over here, along this stretch. That's fucked up - middle of nowhere.
AAD00100521	That does it, that's all I need to know.
AAD00100522	Crimson Caravan and the Van Graffs... they were behind burning these caravans, and they've got to answer for them.
AAD00100523	I'm going to get some extra ammo, a few bottles of whiskey, and then show them how Cassidys settle accounts.
AAD00100524	Keep your voice down, we got movement out there.
AAD00100525	Ready to leave yet? This place puts my teeth on edge.
AAD00100526	Just trimmed the Van Graff family tree, I think Freeside'll breathe a little easier now.
AAD00100527	And that's it for the Crimson Caravan.
AAD00100528	You find any "evidence" yet? I'm not going to wait forever.
AAD00100529	Not sure who this friend of yours is, but if he's looking down on Vegas, he's either God or the moon.
AAD00100530	So... you talked to a big movie screen? Feeling like I'm walking down a yellow brick road, and there's bad news at the end.
AAD00100531	First Vegas, now NCR and Legion? You're being courted more than a Redding widow.
AAD00100532	Hope you can answer them politely, or there's no safe place in the Mojave for you.
AAD00100533	Mojave's almost buzzing like a Cazador now... must be all the blood Legion and NCR are spilling over the Colorado.
AAD00100534	Guess there's no turning back now, it's war. If Hoover Dam's where it's going to go down, better make it count.
AAD00100535	Oh, you look like you got something else to say besides ordering me around.
AAD00100536	Let's hear it, you look all serious.
AAD00100537	Something to say to me other than guns, distance, and stimming?
AAD00100538	Whoa, why you leaning in all of a sudden?
AAD00100539	You and me, we're done traveling together. I want nothing more to do with you.
AAD00100540	I thought there was a chance you'd change - not any longer, being a fucker is who you are.
AAD00100541	Always good to see you, pardner! Anything I can help you with?
AAD00100542	There's nothing here for you, human, though it is always good to see you.
