TIH00000001	恰斯摇头娃娃
TIH00000583	你，你觉得我会被这花言巧语迷惑？你知道如果我犹豫不决我的雇主会怎么对我吗？
TIH00000584	他会杀了我... 和我全家！
TIH00000585	你不需要这么做，霍金斯。
TIH00000586	
TIH00000587	这真让人感到遗憾，不过是一次痛苦而亲切的会谈罢了。
TIH00000588	我不会交出钥匙的。
TIH00000589	
TIH00000590	
TIH00000591	人们在死之前都会说胡话。
TIH00000592	去你的。
TIH00000593	
TIH00000594	我已经杀死所有留意的人。现在我对偶尔出现的混蛋这么做。你是下一个。
TIH00000595	我操，你真是疯了！
TIH00000596	
TIH00000597	你个杂种, 我将....我将要...
TIH00000598	操，我要切下你的肾脏！
TIH00000599	与你相比我更倾向于去见流浪汉们。现在在你伤到自己之前从我面前滚开。
TIH00000600	
TIH00000601	我们正处该死的风暴之中，我的朋友。
TIH00000602	那家伙是辛迪加，不用怀疑。专业而又危险。我操。
TIH00000603	那个...我没想到会这样。别他妈的做邮差了，你应该去竞选！
TIH00000604	你的口才使我们暂时摆脱了困境，但是我们仍然处于狗屎之中。那个家伙是辛迪加，我确信。
TIH00000605	辛迪加是个什么样的组织？
TIH00000606	至少是有组织的犯罪。我曾在新里诺外面见过一些他们的小角色。
TIH00000607	他们都在NCR，与双头牛贩毒者，政客，执法队有联系。他们露面只是时间问题。
TIH00000608	事实上，如果事情不值得做他们是不会去做的。
TIH00000609	看来我们已经进入了他们的视线之中了，我们还不如坚持找到那些钥匙。我们已经没有什么可以失去的了。
TIH00000610	信中的坐标指明了一个叫做莱纳斯洞穴的地方，坐落在梅斯基特山脉。让我们看看能找到什么。
TIH00000611	我不在乎辛迪加。我会埋葬这些蟑螂的。
TIH00000612	那是个愚蠢的展望。我知道你你已经杀过相当数目的人，但是你不明白。一旦你在他们的名单上，他们绝不会停止的。
TIH00000613	而且我绝对已经在那名单上了。该死的是我们没有什么可失去的了，我们还不如找出那些钥匙。
TIH00000614	信中的坐标指明了一个叫做莱纳斯洞穴的地方，坐落在梅斯基特山脉。让我们看看能找到什么。
TIH00000615	如果辛迪加十分想要这钥匙，那说明这宝藏是什么了不得的东西。
TIH00000616	就这样。我们肯定在他们的攻击名单上了，所以我还不如坚持找到那些钥匙。我们已经没什么可失去的了。
TIH00000617	信中的坐标指明了一个叫做莱纳斯洞穴的地方，坐落在梅斯基特山脉。让我们看看能找到什么。
TIH00000618	
TIH00000619	好吧，你知道怎么做！
TIH00000620	让我把那些钥匙的坐标数据记录到你的哔哔小子里吧。
TIH00000621	可恶，如果我没看错，我们正往内利斯东边的BFE走。
TIH00000622	操他妈的，我已经走了这么远了。我现在就退出的话无法活着离开夜行者出没的地方。带路吧，伙计。
TIH00000623	
TIH00000624	回头见。
TIH00000625	我得走了。
TIH00000626	带路。
TIH00000627	好的。继续前进。
TIH00000628	
TIH00000629	所以这将是 - 最后一个。
TIH00000630	让我们带着这个离开这个鬼地方。我感觉注射剂-X药效退却了。
TIH00000631	好的...那真是...奇怪。
TIH00000632	据说箱子是在维加斯的废墟之中...恶魔帮的领土。
TIH00000633	好的，在攻破堡垒之后那些恶魔帮的行尸走肉将不复存在。现在在我开始呕吐之前让我们离开这里。
TIH00000634	
TIH00000635	操！有人封住了门。我们被困在这狗屎中了。
TIH00000636	我认为有人在用对讲机。过去看看这些狗杂种想要干什么。
TIH00000637	你是谁？
TIH00000638	我是吉玛，一个...驻扎在这个避难所的组织负责人。
TIH00000639	你他妈的认为你是谁，想将我们困在这里？
TIH00000640	我是吉玛，一个...驻扎在这个避难所的组织负责人。
TIH00000641	你想要怎样？
TIH00000642	相当简单。我们想要那些藏在避难所的黄金和武器。
TIH00000643	按照合同上的，它归我们了。我猜塞拉斯忽视了这个小小的警告。
TIH00000644	你和布拉德利好心的将我的侦察兵带到这，同时也许...我该尊重你的承诺。所以我给提供了这个。
TIH00000645	我会让你们之中的一个离开，就现在。谁要离开...这取决于你和布拉德利。
TIH00000646	我需要告诉你，我的黑客朋友已经控制了保安系统。我可以让这个小房间在几分钟内充满神经毒气。
TIH00000647	谁会想到一个恶魔帮的黑客会如此有能力？我发誓，他们来自各行各业。这总是给我带来惊喜。
TIH00000648	如果你们发现自己不愿意解决事情...好吧，只要说一声然后你就可以远离毒气。我听说在压力下会产生奇迹。
TIH00000649	我迫切地想通过摄像头看看这个小小的争执，所以不要想任何的...诡计。
TIH00000650	杀死或被杀死。理因如此。
TIH00000651	
TIH00000652	你跟辛迪加在一块，是吗？
TIH00000653	实际上，这只是个称谓...一些人称之为组织，我们的事情....不要过多的曲解。
TIH00000654	我们只是一个分享利益的商业组织。没有别的什么。
TIH00000655	我会杀了你。
TIH00000656	那...将是错误的。
TIH00000657	我向上帝发誓，你会付出代价的。
TIH00000658	向上帝发誓，我们？你知道有多少人做出类似的威胁？上帝帮助他们了吗？真是个愚蠢的声明。
TIH00000659	如果这是我和其他家伙...死的会那个家伙。
TIH00000660	这才对！我会留意的。绝对不会忽视像达尔文进化论之类的东西。
TIH00000661	我们不应该像对待动物那样杀死对方。这不公平...而且野蛮。
TIH00000662	你想要在这场判决中得到“公平”？在霍金斯发生了事情之后，公平将马上用毒气像攻击实验室的小白鼠那样攻击你。
TIH00000663	我的组织是由信誉支撑起来的，而我不能让那些随便的废土游荡者认为他们能够在合约上撒尿而一走了之。
TIH00000664	我想让你们之中存活一个的原因是，没有你们的话，我们绝对不会找到这个地方，更不用说进入了。
TIH00000665	或许我很天真，但是我不愿意在将面对财富的时候吐口水。我给你们提供判决的特权 - 最强壮的人胜出。
TIH00000666	
TIH00000667	我不确定你等会儿会说什么，所以感谢你没有把我放在那种职位上。让我们离开这该死的地方吧。
TIH00000668	
TIH00000669	操，我不想这么做，但是...我操!我...我很抱歉。
TIH00000670	
TIH00000671	这些钱不过如此。毫无疑问，在我们离开之后，辛迪加暴徒将会洗劫这个地方。操蛋的生活。
TIH00000672	不过，真是好险啊。我也和许多人一样喜欢钱，不过...我更喜欢活着。我不知道这整件事是否值得。
TIH00000673	我叫你放弃这个念头，但是这对你来说是某种追求。早知道如果情况是这样，我应该花大力气说服你。
TIH00000674	对于我来说也一样...我想收拾我的狗屎然后回到里诺。狙击80号公路上的强盗比跟辛迪加纠缠安全多了。
TIH00000675	这“遗产”是你的也是我的，想想我们经历了什么吧。如果你想要，你可以拥有它。考虑一下我的祝福吧。
TIH00000676	好吧，跟你一起旅行的日子很不错。祝你好运。
TIH00000677	你也一样朋友。如果你来新里诺，要来看看我。我们一醉方休。
TIH00000678	好的，离开这鬼地方。你限制了我的风格。
TIH00000679	到头来还是个混蛋，哈？好吧，祝你能解决掉辛迪加。后会有期，邮差。
TIH00000680	
TIH00000681	我不明白为什么我坚持与你同行，但是...好吧。
TIH00000682	我没有把你当做一个懦夫。你真的要放弃你与生俱来的财产继承权吗？
TIH00000683	那不是个问题。莫哈维...不是我的归宿。自从我来了这里总是遇到麻烦。我在里诺会更好。
TIH00000684	不想让某些暴徒偷走你的遗产吗？这足够你安置自己的生活。
TIH00000685	如果你要离开，至少带上这个 - 解雇费。照顾好自己。<交出500瓶盖>
TIH00000686	一开始我不太确认你是什么，但是你跟这些动物相比是个不同的种类。尽管这些野兽可能已经在废土上丧失了他们的人性。
TIH00000687	你旅行的足够多了而忘了一些人可以不受这些狗屎的影响。谢谢你提醒我离开还是不错的。邮差。
TIH00000688	如果你到了新里诺，过来看我。祝你好运。
TIH00000689	你知道你是“联络员”。
TIH00000690	或许。那有怎样？
TIH00000691	好好听着，怪人。我要询问你关于辛迪加的事，而你需要回答我。
TIH00000692	你上瘾了吗？看来需要做个心理测试。
TIH00000693	用一点镇定剂，然后去看医生，不要再跟我说话了，除非你不再晕头转向了，否则我他妈的会让你的脑袋感受一下敲击的快感。
TIH00000694	
TIH00000695	我需要找到吉玛。
TIH00000696	我不认识叫吉玛的人。即使我知道，我为什么要告诉你？
TIH00000697	我想让辛迪加知道我们之间的事将会了解。一切结束了。
TIH00000698	很好。我会让他们知道的。
TIH00000699	
TIH00000700	等一下，有个严重的警告。我只想要吸毒者和滚滚而来的瓶盖，而不是狂暴的恶魔帮。
TIH00000701	注意，我不认识吉玛。从未见过他。但是我知道有个家伙能告诉你。他叫做切斯。他暂时住在罪恶城。
TIH00000702	切斯在辛迪加是个重量级人物。他在自己的家里。我将会在你的地图上指出位置。
TIH00000703	万一你被怀疑，那我不认识你，而你也不认识我。不要再跟我说了，而且绝不要提及我的名字。
TIH00000704	如果恶魔帮发现辛迪加只是在利用他们，事情将会变得...令人厌恶。
TIH00000705	拜托。NCR一点都不在乎吸毒者或者辛迪加。即使他们在乎，他们也没有人力坚持去做。继续做梦吧。
TIH00000706	我敢打赌NCR当局将会对你关于恶魔帮的计划感兴趣。
TIH00000707	
TIH00000708	你意识到了你在为你的葬礼筹备资金，对吗？
TIH00000709	注意，我不认识吉玛。从未见过他。但是我知道有个家伙能告诉你。他叫做切斯。他暂时住在罪恶城。
TIH00000710	切斯在辛迪加是个重量级人物。他在自己的家里。我将会在你的地图上指出位置。
TIH00000711	万一你被怀疑，那我不认识你，而你也不认识我。不要再跟我说了，而且绝不要提及我的名字。
TIH00000712	<支付1,000瓶盖>这应该能唤起你的记忆。
TIH00000713	
TIH00000714	老弟，你抢了我的台词。
TIH00000715	你需要跟罪恶城的托尼·切斯谈谈。他会告诉你。
TIH00000716	现在是谈谈兑现你所说的时候了...
TIH00000717	我只是需要一个地点，而作为报答...好吧，一个好的商人是不会拒绝的。
TIH00000718	
TIH00000719	如果你不介意手上沾一点点血，我们就可以达成协议。
TIH00000720	我的问题...一个赏金猎人跟踪我数个星期了。他加做沃恩，他就像个该死的狩猎犬，不会放弃。
TIH00000721	我在荆棘城是安全的，但是在外面他就可以不受约束的杀死我。这打击了我的事业，并使我有一点害怕。
TIH00000722	注意一下这个家伙，而我将会帮助你找到吉玛，一言为定？
TIH00000723	我是一个解决问题的能手。或许我能帮你解决麻烦，然后你就谈谈关于一下吉玛的问题。
TIH00000724	我常常杀死冒犯我的人。赶快告诉我吉玛的事情在我...不耐烦之前。
TIH00000725	操你和你的该死的微妙感觉！
TIH00000726	但是嘿 - 如果你感觉到勇敢，那就行动吧。你会让整个荆棘城对你不满，你觉得呢。
TIH00000727	很好，我会注意一下他的。
TIH00000728	好的。我不介意他是否离开了城镇或者出现了....“意外” - 只要保证他不在骚扰我和我的客户。
TIH00000729	我不会去做你那肮脏的勾当。
TIH00000730	你的选择，邮差。而我他妈的将不会帮你寻找吉玛。
TIH00000731	别介意。我会走的。
TIH00000732	...
TIH00000733	你需要忘记海斯廷斯的赏金。现在就离开西区。
TIH00000734	所以，海斯廷斯变得紧张了？派当地的恶棍来吓唬我。
TIH00000735	这没用。任何时候如果我有放弃的迹象，他将会派暴徒来威胁我...我将一无所有。
TIH00000736	
TIH00000737	什么？该死的！我已经跟踪那个混蛋两个月了。而现在我要收拾东西然后去牛头城？这该死的地方。
TIH00000738	<撒谎>你已经错过了你的机会。海斯廷斯已经离开去了牛头城。
TIH00000739	拜托了。那些毒贩子已经穷途末路了。一个叫兰道尔的组织清除了他们。
TIH00000740	你懂的，恶魔帮将会很喜欢一个赏金猎人拿走他们的手指...
TIH00000741	离开西区而且绝不要回来，否则我他妈的将你阉了。
TIH00000742	你知道的，我只是准备离开这里。
TIH00000743	我带着一颗.44马格南子弹，而你想用一把小刀威胁我？他妈的闭嘴。
TIH00000744	有一个提议 - 要么离开要么我会，嗯...仔细的剖开...你的腹部！
TIH00000745	海斯廷斯向我提供吉玛的消息。你能做的更好吗？
TIH00000746	我已经跟踪海斯廷斯两个月了..相信我，他没接触过吉玛。
TIH00000747	不过，他跟一个组织的人碰过面，某个站在食物链上层的人。我想他会知道你追赶的那个叫吉玛的家伙。
