AID00098043	PLAYER LOCKED OBJECT
AID00098478	Radio says you stopped the President's assassin cold. Not bad.
AID00098479	You're lucky you haven't been shot walking in here after that assassination attempt.
AID00098480	You're lucky you haven't been shot walking in here after you killed the president.
AID00098481	Hell of a battle at Nelson. I'm impressed our troops survived.
AID00098482	Everybody's been really nervous since President Kimball died. I don't know what's going to happen.
AID00098483	Hell of a battle at Forlorn Hope. I hope the brass can do something for the troopers' families.
AID00098484	There's some weird chatter on the radio saying something wiped out Nelson and Forlorn Hope. That's pretty scary.
AID00098485	I'm not supposed to know this, but I hear they're dispatching elite ranger units from California to deal with the Legion.
AID00098486	So now the word is Caesar's calling in his elite troops from Arizona. I don't think we're going to catch a break any time soon.
AID00098487	A bunch of units just got mobilized to Hoover Dam. This is the big one, isn't it?
AID00098488	Glad to see you haven't gotten yourself killed yet.
AID00098489	Man, the brass is going to be thrilled that you're here.
AID00098490	Friendly warning, you might want to steer clear of NCR facilities. You're not exactly popular.
AID00098491	Wow, the big celebrity down here with the common troopers. What can I do for you?
AID00098492	You're not going to do anything crazy, are you? It's just, you know... the paperwork....
AID00098493	How'd you get in here without getting shot?
AID00098494	Mess with any of the equipment here and I'll mount your head on a stick.
AID00098495	Stay out of the control room and enclosure or there's gonna be trouble, got it?
AID00098496	Look all you want, just don't mess with any of the equipment. The control room's off-limits, and so is the enclosure.
AID00098497	Mess with any of the equipment here and I'll mount your head on a stick.
AID00098498	Stay out of the control room and enclosure or there's gonna be trouble, got it?
AID00098499	Look all you want, just don't mess with any of the equipment. The control room's off-limits, and so is the enclosure.
AID00098500	Let me see what you got. Yeah, these'll do just fine. Just fine.
AID00098501	All right now. We're gonna be making something folks on the trail call Healing Powder.
AID00098502	Go on over to that campfire now. Give it a try.
AID00098503	Only thing you're good for is target practice.
AID00098504	Bet you'd blow up real good.
AID00098505	Watch your step, Outsider.
AID00098506	I got a shell with your name on it.
AID00098507	I can spot a Brotherhood spy from a thousand yards. Even the cute ones.
AID00098508	I don't believe there's anything left for us to talk about.
AID00098509	Go on. Go fetch a ranger and do this right.
AID00098510	Sorting and manipulating intelligence is what I do. It's what rangers are supposed to do.
AID00098511	This job isn't all gunfighting and gulping shots of whiskey, no matter what the boys and ladies out there say.
AID00098512	I've lost all respect for you.
AID00098513	If you're an enemy of the NCR, you're an enemy of mine. Get out of my sight.
AID00098514	Goddamn it! Don't sneak up on me like that. What do you want?
AID00098515	Hey. You. You wandered into town recently, right?
AID00098516	Get the hell away! We're done talking.
AID00098517	Welcome, child! Took your sweet time getting here, didn't you?
AID00098518	I've been waiting a good five years for an outsider to come along and visit!
AID00098519	Fuck off.
AID00098520	Who the hell are you? I know you weren't one of the inmates.
AID00098521	What the fuck have you done? We needed that sulfur!
AID00098522	Have you wiped out those geckos yet?
AID00098523	Ah, the outsider who gained our master's favor. You prove yourself as cunning as the rumors report.
AID00098524	A pleasure to meet you! I'm Dr. Thomas Hildern, Director of Operations, OSI East. I presume you're here about Vault 22?
AID00098525	Well howdy, pardner! Good to see ya again. Boss is waiting for ya upstairs, so get a move on!
AID00098526	Appreciate the help. Wish I had more work for you, but nothing else on the radar at the moment.
AID00098527	I'm helping Doctor Henry with his experiment right now, dear. Come see me again in a bit.
AID00098528	You should go talk to Blake or Alice, they handle most of our contact with visitors.
AID00098529	You should go talk to Blake or Alice, they handle most of our contact with visitors.
AID00098530	I've never seen a ghoul up close. Not sure I wanted to.
AID00098531	That thing is housebroken, right?
AID00098532	I like you big mutants. You're easy to sight.
AID00098533	It was such an honor to be here today. I'm so lucky.
AID00098534	I'm too young to die!
AID00098535	Maybe that guy Fantastic wasn't an idiot. Maybe he was a genius.
AID00098536	I'm heading to Gomorrah next time I get some time off.
AID00098537	I sure hope I get to meet President Kimball.
AID00098538	I wonder if the President will come this way again, he had kind of a close call I hear.
AID00098539	Mormon caravan from New Canaan came through the other day.
AID00098540	If you need a place to stay, check out Vault 21.
AID00098541	I've heard about you.
AID00098542	It's good to see you around the Strip.
AID00098543	I'm looking forward to getting sent across the river.
AID00098544	I hear the NCR and the Kings have been getting along. That's good news for Freeside.
AID00098545	I hear the Legion's fixing to attack Hoover Dam. Good thing I ain't there.
AID00098546	I hear the Great Khans just packed up and left Red Rock Canyon. Always thought the NCR and them would fight it out again.
AID00098547	I'll mind my business, you mind yours.
AID00098548	I've got nothing to say to you. Best move on.
AID00098549	What do you need?
AID00098550	I've got nothing to say to you. Best move on.
AID00098551	President Kimball is really well spoken.
AID00098552	Not right now. President Kimball is giving his speech.
AID00098553	You turned around?
AID00098554	When I get back home, I'll tell everyone I met you.
AID00098555	Step up to the tables, let's see what you got.
AID00098556	Almost outta caps...
AID00098557	I can't believe you've got the gall to stroll down the Strip after what you've done.
AID00098558	Maybe someone else in the Strip can help you?
AID00098559	If you don't mind, I rather we don't talk right now.
AID00098560	How the hell did the monorail blow up? Someone's bringing back luck into the Strip, I tell you.
AID00098561	Kimball's dead, I wonder how long until the Legion's at our walls.
AID00098562	The owner of the Vault was murdered. I thought we were safe inside the Strip.
AID00098563	I like the place, but I wouldn't want to live underground all my life.
AID00098564	Can you imagine how much electricity it takes to keep this Vault running?
AID00098565	People lived in here for hundreds of years, can you imagine?
AID00098566	I wish the rest of the Vault were accessible.
AID00098567	That prisoner, Benny, managed to slip away somehow.
AID00098568	Move along.
AID00098569	Imagine, a Follower brave enough to leave Freeside.
AID00098570	The dog is part-machine... but its brain is flesh.
AID00098571	What a revolting sight. To call that a friend?
AID00098572	That machine looks like a floating eye. I don't like it.
AID00098573	How does one get that blue monster to obey?
AID00098574	I've seen what those creatures do, and I don't know how you trust them.
AID00098575	Those Legion beasts needed to be put down, like the vermin they are!
AID00098576	Did you hear about the Legion Defeat at Nelson? We're winning back our territories.
AID00098577	As long as the Khans leave our lands alone, I don't care what happens.
AID00098578	I always knew House would give in! Sixth state of the union, here we come!
AID00098579	I'd wager that the army's sending elite units our way, right as we speak.
AID00098580	Bitter Springs... a name like that could've only brought bad luck.
AID00098581	I'll believe that the Fiends are gone when they stop their raiding and pillaging.
AID00098582	Should've bet we'd kill the Fiend's leader.
AID00098583	Everywhere I go, people are talking about our President's assassination.
